word,stem,clicks_before,conv_before,CVR_before_%,clicks_after,conv_after,cost_after,p_value
немецкие,немецк,0,0.0,,0,0.0,0.0,
реп,реп,0,0.0,,0,0.0,0.0,
hooligans,hooligans,0,0.0,,0,0.0,0.0,
шевченком,шевченк,0,0.0,,0,0.0,0.0,
level,level,0,0.0,,0,0.0,0.0,
посадка,посадк,0,0.0,,0,0.0,0.0,
brood,brood,0,0.0,,0,0.0,0.0,
архив,арх,0,0.0,,0,0.0,0.0,
колор,колор,0,0.0,,0,0.0,0.0,
мастермайнд,мастермайнд,0,0.0,,0,0.0,0.0,
коловорот,коловорот,0,0.0,,0,0.0,0.0,
patch,patch,0,0.0,,0,0.0,0.0,
доран,дора,0,0.0,,0,0.0,0.0,
hooded,hooded,0,0.0,,0,0.0,0.0,
чумкан,чумка,0,0.0,,0,0.0,0.0,
zubrik,zubrik,0,0.0,,0,0.0,0.0,
armoline,armoline,0,0.0,,0,0.0,0.0,
оптимус,оптимус,2,0.0,,0,0.0,0.0,
кобейн,кобейн,0,0.0,,0,0.0,0.0,
дефенс,дефенс,0,0.0,,0,0.0,0.0,
лляні,лляні,0,0.0,,0,0.0,0.0,
кулеметник,кулеметник,0,0.0,,0,0.0,0.0,
nikifilini,nikifilini,0,0.0,,0,0.0,0.0,
матеріал,матеріа,0,0.0,,0,0.0,0.0,
сетка,сетк,0,0.0,,0,0.0,0.0,
мотіно,мотін,0,0.0,,0,0.0,0.0,
optimus,optimus,0,0.0,,0,0.0,0.0,
горловина,горловин,0,0.0,,0,0.0,0.0,
сбу,сбу,0,0.0,,0,0.0,0.0,
bellmalkova,bellmalkova,0,0.0,,0,0.0,0.0,
вышивка,вышивк,0,0.0,,0,0.0,0.0,
tsushima,tsushima,0,0.0,,0,0.0,0.0,
kvine,kvine,0,0.0,,0,0.0,0.0,
sixnine,sixnine,0,0.0,,0,0.0,0.0,
united4,united4,0,0.0,,0,0.0,0.0,
defcon,defcon,0,0.0,,0,0.0,0.0,
товары,товар,0,0.0,,0,0.0,0.0,
prosublim,prosublim,0,0.0,,0,0.0,0.0,
marmur,marmur,0,0.0,,0,0.0,0.0,
адам,ад,0,0.0,,0,0.0,0.0,
вінтажні,вінтажні,0,0.0,,0,0.0,0.0,
мрія,мрія,0,0.0,,0,0.0,0.0,
работника,работник,0,0.0,,0,0.0,0.0,
astris,astris,0,0.0,,0,0.0,0.0,
крышу,крыш,0,0.0,,0,0.0,0.0,
unravel,unravel,0,0.0,,0,0.0,0.0,
работы,работ,0,0.0,,0,0.0,0.0,
світер,світер,0,0.0,,0,0.0,0.0,
booriva,booriva,0,0.0,,0,0.0,0.0,
gnz,gnz,0,0.0,,0,0.0,0.0,
русоріз,русоріз,0,0.0,,0,0.0,0.0,
teviaz,teviaz,0,0.0,,0,0.0,0.0,
беланс,беланс,0,0.0,,0,0.0,0.0,
украіни,украін,0,0.0,,0,0.0,0.0,
ghost,ghost,0,0.0,,0,0.0,0.0,
земфира,земфир,0,0.0,,0,0.0,0.0,
сумка,сумк,0,0.0,,0,0.0,0.0,
goodboysclub,goodboysclub,0,0.0,,0,0.0,0.0,
banner,banner,0,0.0,,0,0.0,0.0,
ренж,ренж,0,0.0,,0,0.0,0.0,
sweetlook,sweetlook,0,0.0,,0,0.0,0.0,
гранж,гранж,1,0.0,,0,0.0,0.0,
shelfi,shelfi,0,0.0,,0,0.0,0.0,
молодість,молодіст,0,0.0,,0,0.0,0.0,
navy,navy,0,0.0,,0,0.0,0.0,
gou,gou,0,0.0,,0,0.0,0.0,
одесса,одесс,0,0.0,,0,0.0,0.0,
киокушинкай,киокушинка,0,0.0,,0,0.0,0.0,
metalove,metalove,0,0.0,,0,0.0,0.0,
довгим,довг,0,0.0,,0,0.0,0.0,
лоліпоп,лоліпоп,0,0.0,,0,0.0,0.0,
malfini,malfini,0,0.0,,0,0.0,0.0,
стену,стен,0,0.0,,0,0.0,0.0,
ручной,ручн,0,0.0,,0,0.0,0.0,
perry,perry,0,0.0,,0,0.0,0.0,
піксель,піксел,0,0.0,,0,0.0,0.0,
realdefence,realdefence,0,0.0,,0,0.0,0.0,
прометей,промет,0,0.0,,0,0.0,0.0,
кимоно,кимон,0,0.0,,0,0.0,0.0,
писок,писок,0,0.0,,0,0.0,0.0,
бажане,бажан,0,0.0,,0,0.0,0.0,
gachimuchi,gachimuchi,0,0.0,,0,0.0,0.0,
cotton,cotton,0,0.0,,0,0.0,0.0,
синє,синє,0,0.0,,0,0.0,0.0,
filini,filini,0,0.0,,0,0.0,0.0,
автомобиль,автомобил,0,0.0,,0,0.0,0.0,
couture,couture,1,0.0,,0,0.0,0.0,
підлогова,підлогов,0,0.0,,0,0.0,0.0,
супрім,супрім,0,0.0,,0,0.0,0.0,
red,red,0,0.0,,0,0.0,0.0,
горящей,горя,0,0.0,,0,0.0,0.0,
1984,1984,0,0.0,,0,0.0,0.0,
львів,львів,0,0.0,,0,0.0,0.0,
настольные,настольн,0,0.0,,0,0.0,0.0,
сувенір,сувенір,0,0.0,,0,0.0,0.0,
machina,machina,0,0.0,,0,0.0,0.0,
trio,trio,0,0.0,,0,0.0,0.0,
дивоберег,дивоберег,0,0.0,,0,0.0,0.0,
дівіжн,дівіжн,2,0.0,,0,0.0,0.0,
preston,preston,0,0.0,,0,0.0,0.0,
legend,legend,0,0.0,,0,0.0,0.0,
нежеголь,нежегол,0,0.0,,0,0.0,0.0,
lyapka,lyapka,0,0.0,,0,0.0,0.0,
рікі,рікі,0,0.0,,0,0.0,0.0,
cringe,cringe,0,0.0,,0,0.0,0.0,
океан,океа,0,0.0,,0,0.0,0.0,
бушлат,бушлат,0,0.0,,0,0.0,0.0,
devilish,devilish,0,0.0,,0,0.0,0.0,
хакерское,хакерск,0,0.0,,0,0.0,0.0,
сайд,сайд,0,0.0,,0,0.0,0.0,
true,true,0,0.0,,0,0.0,0.0,
единорогом,единорог,0,0.0,,0,0.0,0.0,
street,street,0,0.0,,0,0.0,0.0,
сірі,сірі,0,0.0,,0,0.0,0.0,
samth,samth,0,0.0,,0,0.0,0.0,
донецькоі,донецькоі,0,0.0,,0,0.0,0.0,
плейн,плейн,0,0.0,,0,0.0,0.0,
200,200,0,0.0,,0,0.0,0.0,
рятувальника,рятувальник,0,0.0,,0,0.0,0.0,
harley,harley,0,0.0,,0,0.0,0.0,
егермейстер,егермейстер,0,0.0,,0,0.0,0.0,
zuzelwideo,zuzelwideo,0,0.0,,0,0.0,0.0,
плацдарм,плацдарм,0,0.0,,0,0.0,0.0,
style,style,1,0.0,,0,0.0,0.0,
isld,isld,0,0.0,,0,0.0,0.0,
with,with,0,0.0,,0,0.0,0.0,
krkn,krkn,0,0.0,,0,0.0,0.0,
мотоциклиста,мотоциклист,0,0.0,,0,0.0,0.0,
roza,roza,0,0.0,,0,0.0,0.0,
damage,damage,0,0.0,,0,0.0,0.0,
жилет,жилет,0,0.0,,0,0.0,0.0,
prodigy,prodigy,0,0.0,,0,0.0,0.0,
argo,argo,0,0.0,,0,0.0,0.0,
district,district,0,0.0,,0,0.0,0.0,
бункер,бункер,0,0.0,,0,0.0,0.0,
тактичні,тактичні,0,0.0,,0,0.0,0.0,
кльош,кльош,0,0.0,,0,0.0,0.0,
донеччини,донеччин,0,0.0,,0,0.0,0.0,
kisaii,kisaii,0,0.0,,0,0.0,0.0,
адідас,адідас,0,0.0,,0,0.0,0.0,
redzed,redzed,0,0.0,,0,0.0,0.0,
killa,killa,0,0.0,,0,0.0,0.0,
smile,smile,0,0.0,,0,0.0,0.0,
admor,admor,0,0.0,,0,0.0,0.0,
розой,роз,0,0.0,,0,0.0,0.0,
yakamon,yakamon,0,0.0,,0,0.0,0.0,
стрітвір,стрітвір,0,0.0,,0,0.0,0.0,
образом,образ,0,0.0,,0,0.0,0.0,
галицька,галицьк,0,0.0,,0,0.0,0.0,
платсдарм,платсдарм,0,0.0,,0,0.0,0.0,
волиняка,волиняк,0,0.0,,0,0.0,0.0,
кора,кор,0,0.0,,0,0.0,0.0,
прямые,прям,0,0.0,,0,0.0,0.0,
хрестами,хрест,0,0.0,,0,0.0,0.0,
merauder,merauder,0,0.0,,0,0.0,0.0,
бір,бір,0,0.0,,0,0.0,0.0,
hdsh,hdsh,0,0.0,,0,0.0,0.0,
саперів,саперів,0,0.0,,0,0.0,0.0,
підліткові,підліткові,0,0.0,,0,0.0,0.0,
dragonfly,dragonfly,0,0.0,,0,0.0,0.0,
varvar,varvar,0,0.0,,0,0.0,0.0,
1xcup,1xcup,0,0.0,,0,0.0,0.0,
misbhv,misbhv,0,0.0,,0,0.0,0.0,
харьковский,харьковск,1,0.0,,0,0.0,0.0,
inal,inal,0,0.0,,0,0.0,0.0,
эпицентр,эпицентр,0,0.0,,0,0.0,0.0,
halychyny,halychyny,0,0.0,,0,0.0,0.0,
neighbourhood,neighbourhood,0,0.0,,0,0.0,0.0,
льону,льон,0,0.0,,0,0.0,0.0,
801,801,0,0.0,,0,0.0,0.0,
киевский,киевск,0,0.0,,0,0.0,0.0,
кильт,кильт,0,0.0,,0,0.0,0.0,
северный,северн,0,0.0,,0,0.0,0.0,
патріотичне,патріотичн,0,0.0,,0,0.0,0.0,
loravievip,loravievip,0,0.0,,0,0.0,0.0,
аваксс,аваксс,0,0.0,,0,0.0,0.0,
езотерична,езотеричн,0,0.0,,0,0.0,0.0,
trip,trip,0,0.0,,0,0.0,0.0,
1312,1312,0,0.0,,0,0.0,0.0,
fallen,fallen,0,0.0,,0,0.0,0.0,
m8l8th,m8l8th,0,0.0,,0,0.0,0.0,
чорнобриві,чорнобриві,0,0.0,,0,0.0,0.0,
medicine,medicine,0,0.0,,0,0.0,0.0,
доубао,доуба,0,0.0,,0,0.0,0.0,
jumpman,jumpman,0,0.0,,0,0.0,0.0,
волинь,волин,0,0.0,,0,0.0,0.0,
дурнев,дурн,0,0.0,,0,0.0,0.0,
кабанчик,кабанчик,0,0.0,,0,0.0,0.0,
militant,militant,0,0.0,,0,0.0,0.0,
федорова,федоров,0,0.0,,0,0.0,0.0,
casual,casual,0,0.0,,0,0.0,0.0,
балдуин,балдуин,0,0.0,,0,0.0,0.0,
панішер,панішер,0,0.0,,0,0.0,0.0,
mindseeker,mindseeker,0,0.0,,0,0.0,0.0,
скам,скам,0,0.0,,0,0.0,0.0,
мотино,мотин,0,0.0,,0,0.0,0.0,
мани,ман,0,0.0,,0,0.0,0.0,
рунами,рун,0,0.0,,0,0.0,0.0,
рибалки,рибалк,0,0.0,,0,0.0,0.0,
fox,fox,0,0.0,,0,0.0,0.0,
застежке,застежк,0,0.0,,0,0.0,0.0,
культ,культ,0,0.0,,0,0.0,0.0,
зеро,зер,0,0.0,,0,0.0,0.0,
артилерії,артилерії,0,0.0,,0,0.0,0.0,
життя,житт,0,0.0,,0,0.0,0.0,
муцураев,муцура,0,0.0,,0,0.0,0.0,
воля,вол,0,0.0,,0,0.0,0.0,
nhim,nhim,0,0.0,,0,0.0,0.0,
ffdp,ffdp,0,0.0,,0,0.0,0.0,
angel,angel,0,0.0,,0,0.0,0.0,
stalker,stalker,0,0.0,,0,0.0,0.0,
berehty,berehty,0,0.0,,0,0.0,0.0,
пройобана,пройоба,0,0.0,,0,0.0,0.0,
мыши,мыш,0,0.0,,0,0.0,0.0,
tex,tex,0,0.0,,0,0.0,0.0,
алхимик,алхимик,0,0.0,,0,0.0,0.0,
pohuy,pohuy,0,0.0,,0,0.0,0.0,
devil,devil,0,0.0,,0,0.0,0.0,
тановна,тановн,0,0.0,,0,0.0,0.0,
graphic,graphic,0,0.0,,0,0.0,0.0,
бирюзовая,бирюзов,0,0.0,,0,0.0,0.0,
нестора,нестор,0,0.0,,0,0.0,0.0,
y2k,y2k,3,0.0,,0,0.0,0.0,
манжетов,манжет,0,0.0,,0,0.0,0.0,
multicam,multicam,0,0.0,,0,0.0,0.0,
warlock,warlock,0,0.0,,0,0.0,0.0,
оленем,олен,0,0.0,,0,0.0,0.0,
піратський,піратськ,0,0.0,,0,0.0,0.0,
пусер,пусер,0,0.0,,0,0.0,0.0,
dead,dead,1,0.0,,0,0.0,0.0,
граф,граф,0,0.0,,0,0.0,0.0,
killstar,killstar,0,0.0,,0,0.0,0.0,
коломиї,коломиї,0,0.0,,0,0.0,0.0,
thrasher,thrasher,0,0.0,,0,0.0,0.0,
смешным,смешн,0,0.0,,0,0.0,0.0,
annisokay,annisokay,0,0.0,,0,0.0,0.0,
месник,месник,0,0.0,,0,0.0,0.0,
deemap,deemap,0,0.0,,0,0.0,0.0,
картинки,картинк,1,0.0,,0,0.0,0.0,
сага,саг,0,0.0,,0,0.0,0.0,
рождения,рожден,0,0.0,,0,0.0,0.0,
спортзал,спортза,0,0.0,,0,0.0,0.0,
sortcompany,sortcompany,0,0.0,,0,0.0,0.0,
тканинні,тканинні,0,0.0,,0,0.0,0.0,
армії,армії,0,0.0,,0,0.0,0.0,
хонорові,хонорові,0,0.0,,0,0.0,0.0,
system,system,0,0.0,,0,0.0,0.0,
mark,mark,0,0.0,,0,0.0,0.0,
teens,teens,0,0.0,,0,0.0,0.0,
promin,promin,0,0.0,,0,0.0,0.0,
олх,олх,0,0.0,,0,0.0,0.0,
malta,malta,0,0.0,,0,0.0,0.0,
mordor,mordor,0,0.0,,0,0.0,0.0,
metalshop,metalshop,0,0.0,,0,0.0,0.0,
щищь,щищ,0,0.0,,0,0.0,0.0,
angels,angels,0,0.0,,0,0.0,0.0,
пизда,пизд,0,0.0,,0,0.0,0.0,
праапр,праапр,0,0.0,,0,0.0,0.0,
дак,дак,0,0.0,,0,0.0,0.0,
моей,мо,0,0.0,,0,0.0,0.0,
gasp,gasp,0,0.0,,0,0.0,0.0,
тестостерон,тестостерон,0,0.0,,0,0.0,0.0,
шнури,шнур,0,0.0,,0,0.0,0.0,
аллофф,аллофф,0,0.0,,0,0.0,0.0,
poustovit,poustovit,0,0.0,,0,0.0,0.0,
thor,thor,0,0.0,,0,0.0,0.0,
balr,balr,0,0.0,,0,0.0,0.0,
тут,тут,0,0.0,,0,0.0,0.0,
zaboy,zaboy,0,0.0,,0,0.0,0.0,
конотопська,конотопськ,0,0.0,,0,0.0,0.0,
гемюз,гемюз,0,0.0,,0,0.0,0.0,
википедия,википед,0,0.0,,0,0.0,0.0,
andreas,andreas,0,0.0,,0,0.0,0.0,
понад,понад,0,0.0,,0,0.0,0.0,
схватка,схватк,0,0.0,,0,0.0,0.0,
бережи,береж,0,0.0,,0,0.0,0.0,
basa,basa,0,0.0,,0,0.0,0.0,
дніпро,дніпро,0,0.0,,0,0.0,0.0,
хайповая,хайпов,0,0.0,,0,0.0,0.0,
hammer,hammer,0,0.0,,0,0.0,0.0,
hardoer,hardoer,0,0.0,,0,0.0,0.0,
bring,bring,0,0.0,,0,0.0,0.0,
гопота,гопот,0,0.0,,0,0.0,0.0,
manfinity,manfinity,0,0.0,,0,0.0,0.0,
синдикат,синдикат,0,0.0,,0,0.0,0.0,
rowdy,rowdy,0,0.0,,0,0.0,0.0,
крамниця,крамнит^,0,0.0,,0,0.0,0.0,
destroy,destroy,0,0.0,,0,0.0,0.0,
боксерська,боксерськ,0,0.0,,0,0.0,0.0,
геранд,геранд,0,0.0,,0,0.0,0.0,
gym,gym,0,0.0,,0,0.0,0.0,
stlkatin,stlkatin,0,0.0,,0,0.0,0.0,
bones,bones,0,0.0,,0,0.0,0.0,
лавкрафт,лавкрафт,0,0.0,,0,0.0,0.0,
joggers,joggers,0,0.0,,0,0.0,0.0,
яру,яр,0,0.0,,0,0.0,0.0,
runic,runic,1,0.0,,0,0.0,0.0,
gard,gard,0,0.0,,0,0.0,0.0,
anarchy,anarchy,0,0.0,,0,0.0,0.0,
armysymbol,armysymbol,0,0.0,,0,0.0,0.0,
язківців,язківців,0,0.0,,0,0.0,0.0,
cleanfit,cleanfit,0,0.0,,0,0.0,0.0,
mordex,mordex,0,0.0,,0,0.0,0.0,
extreme,extreme,0,0.0,,0,0.0,0.0,
mirey,mirey,0,0.0,,0,0.0,0.0,
сатана,сата,0,0.0,,0,0.0,0.0,
ф16,ф16,0,0.0,,0,0.0,0.0,
размер,размер,0,0.0,,0,0.0,0.0,
нью,нью,0,0.0,,0,0.0,0.0,
маверик,маверик,0,0.0,,0,0.0,0.0,
кракен,крак,1,0.0,,0,0.0,0.0,
amon,amon,0,0.0,,0,0.0,0.0,
которые,котор,0,0.0,,0,0.0,0.0,
baba,baba,0,0.0,,0,0.0,0.0,
флис,флис,0,0.0,,0,0.0,0.0,
archive,archive,0,0.0,,0,0.0,0.0,
девушка,девушк,0,0.0,,0,0.0,0.0,
фантом,фант,0,0.0,,0,0.0,0.0,
турвір,турвір,0,0.0,,0,0.0,0.0,
прапорець,прапорет^,0,0.0,,0,0.0,0.0,
груп,груп,0,0.0,,0,0.0,0.0,
дошка,дошк,0,0.0,,0,0.0,0.0,
воздухан,воздуха,0,0.0,,0,0.0,0.0,
polizei,polizei,0,0.0,,0,0.0,0.0,
shot,shot,0,0.0,,0,0.0,0.0,
city,city,0,0.0,,0,0.0,0.0,
saint,saint,0,0.0,,0,0.0,0.0,
тейваз,тейваз,0,0.0,,0,0.0,0.0,
русі,русі,0,0.0,,0,0.0,0.0,
sportgear,sportgear,0,0.0,,0,0.0,0.0,
писфул,писфул,0,0.0,,0,0.0,0.0,
collab,collab,0,0.0,,0,0.0,0.0,
граната,гранат,0,0.0,,0,0.0,0.0,
розовая,розов,0,0.0,,0,0.0,0.0,
льняные,льнян,0,0.0,,0,0.0,0.0,
райот,райот,0,0.0,,0,0.0,0.0,
р2д2,р2д2,0,0.0,,0,0.0,0.0,
пірнай,пірна,0,0.0,,0,0.0,0.0,
романова,романов,0,0.0,,0,0.0,0.0,
еней,ен,0,0.0,,0,0.0,0.0,
eilish,eilish,0,0.0,,0,0.0,0.0,
thumb,thumb,0,0.0,,0,0.0,0.0,
coralka,coralka,0,0.0,,0,0.0,0.0,
evangelion,evangelion,0,0.0,,0,0.0,0.0,
nascar,nascar,0,0.0,,0,0.0,0.0,
музей,муз,0,0.0,,0,0.0,0.0,
тактична,тактичн,2,0.0,,0,0.0,0.0,
українкою,українк,0,0.0,,0,0.0,0.0,
богема,богем,0,0.0,,0,0.0,0.0,
yes,yes,0,0.0,,0,0.0,0.0,
орел,орел,0,0.0,,0,0.0,0.0,
свобода,свобод,0,0.0,,0,0.0,0.0,
перчатки,перчатк,0,0.0,,0,0.0,0.0,
vult,vult,0,0.0,,0,0.0,0.0,
ролики,ролик,2,0.0,,0,0.0,0.0,
лаки,лак,0,0.0,,0,0.0,0.0,
coast,coast,0,0.0,,0,0.0,0.0,
убакс,убакс,0,0.0,,0,0.0,0.0,
mayhem,mayhem,0,0.0,,0,0.0,0.0,
curta,curta,0,0.0,,0,0.0,0.0,
die,die,0,0.0,,0,0.0,0.0,
змійці,змійці,0,0.0,,0,0.0,0.0,
artgifts,artgifts,0,0.0,,0,0.0,0.0,
dress,dress,0,0.0,,0,0.0,0.0,
150,150,0,0.0,,0,0.0,0.0,
виды,вид,0,0.0,,0,0.0,0.0,
foids,foids,0,0.0,,0,0.0,0.0,
тим,тим,0,0.0,,0,0.0,0.0,
дитяче,дитяч,0,0.0,,0,0.0,0.0,
13litera,13litera,0,0.0,,0,0.0,0.0,
suvene,suvene,0,0.0,,0,0.0,0.0,
морти,морт,0,0.0,,0,0.0,0.0,
скейт,скейт,0,0.0,,0,0.0,0.0,
бурлон,бурлон,0,0.0,,0,0.0,0.0,
володар,володар,0,0.0,,0,0.0,0.0,
loose,loose,0,0.0,,0,0.0,0.0,
сиксти,сикст,0,0.0,,0,0.0,0.0,
фиолетовое,фиолетов,0,0.0,,0,0.0,0.0,
bathory,bathory,0,0.0,,0,0.0,0.0,
chevrons,chevrons,0,0.0,,0,0.0,0.0,
men,men,1,0.0,,0,0.0,0.0,
ріотдівіжн,ріотдівіжн,0,0.0,,0,0.0,0.0,
орочимару,орочимар,0,0.0,,0,0.0,0.0,
планет,планет,0,0.0,,0,0.0,0.0,
нідерландів,нідерландів,0,0.0,,0,0.0,0.0,
kreator,kreator,0,0.0,,0,0.0,0.0,
cultoni,cultoni,0,0.0,,0,0.0,0.0,
гоноровий,гоноров,0,0.0,,0,0.0,0.0,
рарог,рарог,0,0.0,,0,0.0,0.0,
тлижу,тлиж,0,0.0,,0,0.0,0.0,
стрела,стрел,0,0.0,,0,0.0,0.0,
aviatsiya,aviatsiya,0,0.0,,0,0.0,0.0,
kodgoroda,kodgoroda,0,0.0,,0,0.0,0.0,
plame,plame,0,0.0,,0,0.0,0.0,
немає,немає,1,0.0,,0,0.0,0.0,
freya,freya,0,0.0,,0,0.0,0.0,
статуэтка,статуэтк,0,0.0,,0,0.0,0.0,
колір,колір,0,0.0,,0,0.0,0.0,
хайп,хайп,0,0.0,,0,0.0,0.0,
spy,spy,0,0.0,,0,0.0,0.0,
амири,амир,0,0.0,,0,0.0,0.0,
скандинавия,скандинав,1,0.0,,0,0.0,0.0,
pulsar,pulsar,0,0.0,,0,0.0,0.0,
number,number,0,0.0,,0,0.0,0.0,
middle,middle,0,0.0,,0,0.0,0.0,
drop,drop,0,0.0,,0,0.0,0.0,
arch,arch,0,0.0,,0,0.0,0.0,
бордшоп,бордшоп,0,0.0,,0,0.0,0.0,
подставки,подставк,0,0.0,,0,0.0,0.0,
18000,18000,0,0.0,,0,0.0,0.0,
mildepot,mildepot,0,0.0,,0,0.0,0.0,
кац,кац,0,0.0,,0,0.0,0.0,
фараона,фараон,0,0.0,,0,0.0,0.0,
коллекция,коллекц,0,0.0,,0,0.0,0.0,
пушка,пушк,0,0.0,,0,0.0,0.0,
церковью,церков,0,0.0,,0,0.0,0.0,
millionaire,millionaire,0,0.0,,0,0.0,0.0,
kiborg,kiborg,0,0.0,,0,0.0,0.0,
культура,культур,0,0.0,,0,0.0,0.0,
християнський,християнськ,0,0.0,,0,0.0,0.0,
скорпіонс,скорпіонс,0,0.0,,0,0.0,0.0,
yaga,yaga,0,0.0,,0,0.0,0.0,
драконами,дракон,0,0.0,,0,0.0,0.0,
кокарда,кокард,0,0.0,,0,0.0,0.0,
tactic,tactic,0,0.0,,0,0.0,0.0,
vuori,vuori,0,0.0,,0,0.0,0.0,
овмбр,овмбр,0,0.0,,0,0.0,0.0,
шерстяное,шерстян,0,0.0,,0,0.0,0.0,
yeezus,yeezus,0,0.0,,0,0.0,0.0,
пересвет,пересвет,0,0.0,,0,0.0,0.0,
motorhead,motorhead,0,0.0,,0,0.0,0.0,
staybrave,staybrave,0,0.0,,0,0.0,0.0,
крепление,креплен,0,0.0,,0,0.0,0.0,
mary,mary,0,0.0,,0,0.0,0.0,
бойовий,бойов,0,0.0,,0,0.0,0.0,
tool,tool,0,0.0,,0,0.0,0.0,
staff,staff,0,0.0,,0,0.0,0.0,
осень,осен,0,0.0,,0,0.0,0.0,
fish,fish,0,0.0,,0,0.0,0.0,
лакоста,лакост,0,0.0,,0,0.0,0.0,
кабінетний,кабінетн,1,0.0,,0,0.0,0.0,
змпка,змпка,0,0.0,,0,0.0,0.0,
тризубом,тризуб,0,0.0,,0,0.0,0.0,
peklo,peklo,0,0.0,,0,0.0,0.0,
завжди,завжд,0,0.0,,0,0.0,0.0,
жадан,жада,0,0.0,,0,0.0,0.0,
new,new,0,0.0,,0,0.0,0.0,
скейтбординг,скейтбординг,1,0.0,,0,0.0,0.0,
охтирки,охтирк,0,0.0,,0,0.0,0.0,
planet,planet,0,0.0,,0,0.0,0.0,
gro,gro,0,0.0,,0,0.0,0.0,
fleur,fleur,0,0.0,,0,0.0,0.0,
баги,баг,0,0.0,,0,0.0,0.0,
антон,антон,0,0.0,,0,0.0,0.0,
ice,ice,0,0.0,,0,0.0,0.0,
sleep,sleep,0,0.0,,0,0.0,0.0,
уляна,уля,0,0.0,,0,0.0,0.0,
pitbull,pitbull,0,0.0,,0,0.0,0.0,
логос,логос,0,0.0,,0,0.0,0.0,
ррно,ррно,0,0.0,,0,0.0,0.0,
зимова,зимов,0,0.0,,0,0.0,0.0,
sort,sort,0,0.0,,0,0.0,0.0,
phlox,phlox,0,0.0,,0,0.0,0.0,
віршами,віршам,0,0.0,,0,0.0,0.0,
gadyuka,gadyuka,0,0.0,,0,0.0,0.0,
trident,trident,0,0.0,,0,0.0,0.0,
киівський,киівськ,0,0.0,,0,0.0,0.0,
violence,violence,0,0.0,,0,0.0,0.0,
кальянной,калья,0,0.0,,0,0.0,0.0,
opium,opium,0,0.0,,0,0.0,0.0,
бомбер,бомбер,0,0.0,,0,0.0,0.0,
скаржинці,скаржинці,0,0.0,,0,0.0,0.0,
five,five,0,0.0,,0,0.0,0.0,
cruz,cruz,0,0.0,,0,0.0,0.0,
брендові,брендові,0,0.0,,0,0.0,0.0,
высокой,высок,0,0.0,,0,0.0,0.0,
rasmus,rasmus,0,0.0,,0,0.0,0.0,
індастріс,індастріс,0,0.0,,0,0.0,0.0,
tur,tur,0,0.0,,0,0.0,0.0,
скрипка,скрипк,0,0.0,,0,0.0,0.0,
державного,державн,0,0.0,,0,0.0,0.0,
honorovy,honorovy,0,0.0,,0,0.0,0.0,
нашивок,нашивок,0,0.0,,0,0.0,0.0,
національної,національної,0,0.0,,0,0.0,0.0,
alizzr,alizzr,0,0.0,,0,0.0,0.0,
goverla,goverla,0,0.0,,0,0.0,0.0,
flag,flag,0,0.0,,0,0.0,0.0,
streetwear,streetwear,0,0.0,,0,0.0,0.0,
low,low,0,0.0,,0,0.0,0.0,
durnev,durnev,1,0.0,,0,0.0,0.0,
label,label,0,0.0,,0,0.0,0.0,
neal,neal,0,0.0,,0,0.0,0.0,
трекінгові,трекінгові,0,0.0,,0,0.0,0.0,
сонце,сонц,0,0.0,,0,0.0,0.0,
филини,филин,0,0.0,,0,0.0,0.0,
kropiva,kropiva,0,0.0,,0,0.0,0.0,
palm,palm,0,0.0,,0,0.0,0.0,
шафологія,шафологі,0,0.0,,0,0.0,0.0,
хлопковые,хлопков,0,0.0,,0,0.0,0.0,
докерка,докерк,0,0.0,,0,0.0,0.0,
крыльями,крыл,0,0.0,,0,0.0,0.0,
marlboro,marlboro,0,0.0,,0,0.0,0.0,
embroidered,embroidered,0,0.0,,0,0.0,0.0,
uni,uni,0,0.0,,0,0.0,0.0,
вінтажне,вінтажн,0,0.0,,0,0.0,0.0,
gymshark,gymshark,0,0.0,,0,0.0,0.0,
kostin,kostin,0,0.0,,0,0.0,0.0,
squad,squad,0,0.0,,0,0.0,0.0,
викенд,викенд,0,0.0,,0,0.0,0.0,
олпринт,олпринт,0,0.0,,0,0.0,0.0,
ннх,ннх,0,0.0,,0,0.0,0.0,
житомир,житомир,0,0.0,,0,0.0,0.0,
райдівіжин,райдівіжин,0,0.0,,0,0.0,0.0,
lord,lord,0,0.0,,0,0.0,0.0,
райдер,райдер,0,0.0,,0,0.0,0.0,
оператор,оператор,0,0.0,,0,0.0,0.0,
утяжелитель,утяжелител,0,0.0,,0,0.0,0.0,
майстер,майстер,0,0.0,,0,0.0,0.0,
stilove,stilove,0,0.0,,0,0.0,0.0,
bambass,bambass,0,0.0,,0,0.0,0.0,
inspiradora,inspiradora,0,0.0,,0,0.0,0.0,
women,women,0,0.0,,0,0.0,0.0,
открытка,открытк,0,0.0,,0,0.0,0.0,
doomshop,doomshop,0,0.0,,0,0.0,0.0,
avantasia,avantasia,0,0.0,,0,0.0,0.0,
ісландія,ісланді,0,0.0,,0,0.0,0.0,
плей,пле,0,0.0,,0,0.0,0.0,
armorofficial,armorofficial,0,0.0,,0,0.0,0.0,
дімапс,дімапс,0,0.0,,0,0.0,0.0,
ріжками,ріжкам,0,0.0,,0,0.0,0.0,
большим,больш,0,0.0,,0,0.0,0.0,
бродяги,бродяг,0,0.0,,0,0.0,0.0,
