Campaign,AdGroup,Criterion_id,Keyword,MatchType,Status,Impressions,Clicks,Cost,Conversions_period_from,Conversions
Пошук \ Одяг,шорти,2512499572274,шорти карго патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2512502112474,шорти-карго мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2512502122234,шорти-карго мілітарі купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2512502122754,шорти армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2517479400884,бермуди military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2517479498524,шорти карго армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2544517053047,шорти-карго military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2544517075407,шорти військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2544517082047,шорти військові замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2544517082127,шорти патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2544517082607,шорти патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2544517092847,шорти military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2544519507327,бермуди армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2544519518327,бермуди армійські купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,шорти,2544519521727,бермуди військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2085686906332,знамена магазин,PHRASE,ENABLED,12,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2398767020810,прапор військовий замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487066912460,прапори військова вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487494469293,знамена купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487752519176,прапор військова замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487752611136,стяги патріотичні,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487752616456,прапор патріотичний замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487752626736,прапори військові замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487752650016,корогва патріотичний,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487752680296,знамено військові,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487752691096,знамено патріотична,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487752735256,прапор military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487752737136,прапори військовий ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487752747216,прапор військовий замовити,PHRASE,ENABLED,2,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487944570082,прапор зсу ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487944581602,прапори військовий купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487944595242,прапор військова магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2487944605402,прапор військовий ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488088370227,прапори армійські купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488090010307,корогва зсу,PHRASE,ENABLED,2,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488149128590,прапори мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488149132190,прапор армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488150338910,корогви армійські,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488150350670,прапори патріотична купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488150364110,стяг військовий,PHRASE,ENABLED,3,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488150367270,прапори армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488275962769,прапори зсу ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488380266626,стяг патріотичні,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488382255666,прапор військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488382260706,прапор військові купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488382324826,знамена армійські,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488382374786,знамена військова,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488382430226,знамено вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488412465163,прапори військова магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488412483883,стяги замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488412484403,стяги армійський,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488412646883,прапор мілітарі вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488413770043,прапори зсу вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488413780883,прапори військові ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488413798603,корогви military,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488413801083,корогва магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488414166123,корогви ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488414173483,корогви військова,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488414234483,стяги ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488414357163,корогва армійський,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488414372683,корогва військовий,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488414376123,корогва military,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488637985574,прапори армійські вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488641700254,прапор патріотична вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488641701174,прапор патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488641724254,прапори патріотична ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488641727654,прапори патріотичний замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488643015894,прапор патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488643018774,прапор патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488643037294,прапор мілітарі замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488643081494,корогви купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488643459494,прапори мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644180214,знамена армійський,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644186894,знамено армійські,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644189814,знамено патріотичні,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644192454,прапори військова замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644195494,прапори військова замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644199814,прапори військовий замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644242094,прапор military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644250734,прапор патріотичні вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644252894,прапор патріотичні купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644253414,прапор патріотична ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488644256054,прапор патріотичний вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488871509373,знамена патріотична,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488871573933,знамено замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488871576373,знамено зсу,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488871646853,прапори військовий магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488871654293,прапор військова вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488871666053,прапор патріотичний ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2488871679493,прапор military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2489079714121,прапори мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2489083641001,прапори патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2489083644441,прапор військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2489083740361,прапор зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2489083882721,прапори military магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2489083883721,прапори military замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2489438955771,прапор мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2489442305011,прапори патріотична замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490021994535,корогва армійські,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490022243655,корогва військові,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490022317295,корогва патріотична,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490108387033,прапор military замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490108388473,прапори патріотичний ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490137184703,корогви військовий,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490137191143,стяги купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490137197823,стяги мілітарі,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490137223823,прапор патріотичний купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490137234543,прапори військова ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490137275623,стяги військовий,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490137376943,знамена військові,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490137377663,прапор патріотична замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490137382703,знамено магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490224567459,прапор військові ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490224574459,прапор військовий магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490224665139,знамена military,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490224674779,знамено військова,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490226967939,прапор патріотична магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490226974699,прапор military магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490226975899,прапори патріотична замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490227010899,прапори патріотичний замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490227543019,знамено мілітарі,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490227559779,стяги military,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490227569099,стяг військові,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490227600579,стяг мілітарі,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490227986219,корогва ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490228157419,корогва військова,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490407816618,корогви патріотична,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490407861458,прапори армійський вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490407872498,прапори армійський замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490407881858,прапори зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490407954538,корогви мілітарі,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490407960578,корогва вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490408161218,прапори армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490408699258,прапори патріотичний магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490408701898,прапори патріотична магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490422126570,корогва замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490422222850,знамена вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490422528090,стяг армійські,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490423939570,стяги магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490424001730,стяг вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490424163490,корогви магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490424187170,корогви зсу,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490424305010,стяги військові,PHRASE,ENABLED,4,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490424778290,прапори армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490424793650,прапори армійський купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490424844330,стяг патріотичний,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490424863050,прапори патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490424871450,прапори військові замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490426260130,прапор армійський ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490426382690,прапори військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490426613170,прапор армійський магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490426627250,прапор армійський замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490426919810,прапори армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490426923210,прапори патріотичні ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490426964210,корогва патріотичні,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490426999530,корогва мілітарі,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490427148370,корогва замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490427207410,знамена ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490427531610,прапори military замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490427896450,прапор армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490555774625,стяги замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490716976428,прапори армійський ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490716977388,знамена патріотичний,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490716982148,знамено купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717373628,прапори мілітарі купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717378148,прапор армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717381068,прапор армійський вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717735308,знамена зсу,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717736988,знамена мілітарі,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717772508,знамено армійський,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717774388,прапор зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717777508,прапор зсу вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717782308,прапори військовий замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717784468,прапор військові вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717785468,прапор військова замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717792668,прапор патріотична купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717795788,прапор military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717797508,прапори патріотичний вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717799588,прапори патріотичний купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717825588,прапори патріотичні вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717826788,прапори армійський магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717833948,прапори армійський замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717843028,прапори військові вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490717849308,корогви патріотичний,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2490957772038,стяги патріотичний,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491182337151,стяги зсу,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491182409151,стяг патріотична,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491182615351,прапори мілітарі замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491182638391,прапор армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491182715431,прапор мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491182856711,знамено патріотичний,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491183066991,стяги патріотична,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491183068911,стяг ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491183109951,прапор армійські замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491183259271,стяг військова,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491320616224,прапори military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491320657064,прапори military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491320665944,прапор мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491320666424,прапор мілітарі купити,PHRASE,ENABLED,2,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2491320688304,знамена замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2492695520868,патріотичні прапори,PHRASE,ENABLED,2,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2492695521108,прапор дронщиків,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2492695521348,прапор воєнна розвідка,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2492695521548,прапор артилерії,PHRASE,ENABLED,7,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2492695521748,прапор мінометників,PHRASE,ENABLED,3,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2492695521788,прапор зв'язківців,PHRASE,ENABLED,5,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395127741,корогви вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Мілітарі — UA,2493395128741,корогви замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
