word,stem,clicks_before,conversions_before,CVR_before_%,clicks_after,conversions_after,CVR_after_%,cost_after,p_value_decline
bottoms,bottoms,1,0.0,0.0,0,0.0,,0.0,
article,article,0,0.0,,0,0.0,,0.0,
фотка,фотк,0,0.0,,0,0.0,,0.0,
vigrid,vigrid,0,0.0,,0,0.0,,0.0,
маршмеллоу,маршмелло,0,0.0,,0,0.0,,0.0,
боривітер,боривітер,0,0.0,,0,0.0,,0.0,
пько,пько,0,0.0,,0,0.0,,0.0,
люцифер,люцифер,0,0.0,,0,0.0,,0.0,
фокстрот,фокстрот,0,0.0,,0,0.0,,0.0,
музыкантов,музыкант,0,0.0,,0,0.0,,0.0,
profi,profi,0,0.0,,0,0.0,,0.0,
хутрі,хутрі,0,0.0,,0,0.0,,0.0,
того,тог,0,0.0,,0,0.0,,0.0,
андеркавер,андеркавер,0,0.0,,0,0.0,,0.0,
cabanchi,cabanchi,0,0.0,,0,0.0,,0.0,
tmt,tmt,0,0.0,,0,0.0,,0.0,
эмо,эм,0,0.0,,0,0.0,,0.0,
venum,venum,0,0.0,,0,0.0,,0.0,
кулмакс,кулмакс,0,0.0,,0,0.0,,0.0,
whitelion,whitelion,0,0.0,,0,0.0,,0.0,
prostomayki,prostomayki,0,0.0,,0,0.0,,0.0,
ляпка,ляпк,0,0.0,,0,0.0,,0.0,
поло,пол,2,0.0,0.0,0,0.0,,0.0,
спортсменов,спортсмен,0,0.0,,0,0.0,,0.0,
мир,мир,0,0.0,,0,0.0,,0.0,
гладиатор,гладиатор,0,0.0,,0,0.0,,0.0,
олсо,олс,0,0.0,,0,0.0,,0.0,
rib,rib,0,0.0,,0,0.0,,0.0,
mark,mark,0,0.0,,0,0.0,,0.0,
спутник,спутник,0,0.0,,0,0.0,,0.0,
aggressive,aggressive,0,0.0,,0,0.0,,0.0,
forcewear,forcewear,0,0.0,,0,0.0,,0.0,
gotika,gotika,0,0.0,,0,0.0,,0.0,
маттино,маттин,0,0.0,,0,0.0,,0.0,
yessirski,yessirski,0,0.0,,0,0.0,,0.0,
avenged,avenged,0,0.0,,0,0.0,,0.0,
canoe,canoe,0,0.0,,0,0.0,,0.0,
кроссовки,кроссовк,0,0.0,,0,0.0,,0.0,
загиблому,загибл,0,0.0,,0,0.0,,0.0,
capcan,capcan,0,0.0,,0,0.0,,0.0,
сад,сад,0,0.0,,0,0.0,,0.0,
kroda,kroda,0,0.0,,0,0.0,,0.0,
nanmin,nanmin,0,0.0,,0,0.0,,0.0,
современная,современ,0,0.0,,0,0.0,,0.0,
dunderdon,dunderdon,0,0.0,,0,0.0,,0.0,
koch,koch,0,0.0,,0,0.0,,0.0,
вертикальний,вертикальн,0,0.0,,0,0.0,,0.0,
reborn,reborn,0,0.0,,0,0.0,,0.0,
foot,foot,0,0.0,,0,0.0,,0.0,
packotek,packotek,0,0.0,,0,0.0,,0.0,
myneosha,myneosha,0,0.0,,0,0.0,,0.0,
kabanchi,kabanchi,0,0.0,,0,0.0,,0.0,
vlch,vlch,0,0.0,,0,0.0,,0.0,
бокам,бок,0,0.0,,0,0.0,,0.0,
vogni,vogni,0,0.0,,0,0.0,,0.0,
fadepants,fadepants,0,0.0,,0,0.0,,0.0,
топтайм,топтайм,0,0.0,,0,0.0,,0.0,
бохо,бох,0,0.0,,0,0.0,,0.0,
гоша,гош,0,0.0,,0,0.0,,0.0,
комбідрук,комбідрук,0,0.0,,0,0.0,,0.0,
seconds,seconds,0,0.0,,0,0.0,,0.0,
бигбой,бигб,0,0.0,,0,0.0,,0.0,
uamade,uamade,0,0.0,,0,0.0,,0.0,
camp,camp,0,0.0,,0,0.0,,0.0,
muerte,muerte,0,0.0,,0,0.0,,0.0,
стали,стал,0,0.0,,0,0.0,,0.0,
зимні,зимні,0,0.0,,0,0.0,,0.0,
shmot,shmot,1,0.0,0.0,0,0.0,,0.0,
беланс,беланс,0,0.0,,0,0.0,,0.0,
рвана,рван,0,0.0,,0,0.0,,0.0,
helloween,helloween,0,0.0,,0,0.0,,0.0,
баланс,баланс,0,0.0,,0,0.0,,0.0,
afr,afr,0,0.0,,0,0.0,,0.0,
епіцентр,епіцентр,0,0.0,,0,0.0,,0.0,
firefox,firefox,0,0.0,,0,0.0,,0.0,
полузамок,полузамок,0,0.0,,0,0.0,,0.0,
intertex,intertex,0,0.0,,0,0.0,,0.0,
аэрография,аэрограф,1,0.0,0.0,0,0.0,,0.0,
американские,американск,0,0.0,,0,0.0,,0.0,
байсангур,байсангур,0,0.0,,0,0.0,,0.0,
окко,окк,0,0.0,,0,0.0,,0.0,
couture,couture,0,0.0,,0,0.0,,0.0,
андерсоул,андерсоул,0,0.0,,0,0.0,,0.0,
lud,lud,0,0.0,,0,0.0,,0.0,
риччи,ричч,0,0.0,,0,0.0,,0.0,
козлом,козл,0,0.0,,0,0.0,,0.0,
blanket,blanket,0,0.0,,0,0.0,,0.0,
нержавейка,нержавейк,0,0.0,,0,0.0,,0.0,
titan,titan,0,0.0,,0,0.0,,0.0,
оболонь,оболон,0,0.0,,0,0.0,,0.0,
лампас,лампас,0,0.0,,0,0.0,,0.0,
хакі,хакі,0,0.0,,0,0.0,,0.0,
ізюм,ізюм,0,0.0,,0,0.0,,0.0,
mobiprint,mobiprint,0,0.0,,0,0.0,,0.0,
blue,blue,0,0.0,,0,0.0,,0.0,
колінс,колінс,0,0.0,,0,0.0,,0.0,
лонгсливы,лонгслив,0,0.0,,0,0.0,,0.0,
брюкі,брюкі,0,0.0,,0,0.0,,0.0,
anarchist,anarchist,0,0.0,,0,0.0,,0.0,
erik,erik,0,0.0,,0,0.0,,0.0,
укр,укр,3,0.0,0.0,0,0.0,,0.0,
reload,reload,0,0.0,,0,0.0,,0.0,
coma,coma,0,0.0,,0,0.0,,0.0,
анжуманя,анжуман,0,0.0,,0,0.0,,0.0,
баста,баст,0,0.0,,0,0.0,,0.0,
bravery,bravery,0,0.0,,0,0.0,,0.0,
щавель,щавел,0,0.0,,0,0.0,,0.0,
защипами,защип,0,0.0,,0,0.0,,0.0,
обсервейшн,обсервейшн,0,0.0,,0,0.0,,0.0,
дием,ди,0,0.0,,0,0.0,,0.0,
завали,зава,0,0.0,,0,0.0,,0.0,
grunt,grunt,0,0.0,,0,0.0,,0.0,
кафта,кафт,0,0.0,,0,0.0,,0.0,
sindicat,sindicat,0,0.0,,0,0.0,,0.0,
gigwear,gigwear,0,0.0,,0,0.0,,0.0,
ревас,ревас,0,0.0,,0,0.0,,0.0,
верх,верх,0,0.0,,0,0.0,,0.0,
asking,asking,0,0.0,,0,0.0,,0.0,
бунтарская,бунтарск,0,0.0,,0,0.0,,0.0,
baseside,baseside,0,0.0,,0,0.0,,0.0,
йоркер,йоркер,0,0.0,,0,0.0,,0.0,
louis,louis,0,0.0,,0,0.0,,0.0,
ojo,ojo,0,0.0,,0,0.0,,0.0,
papa,papa,0,0.0,,0,0.0,,0.0,
працюю,прац,0,0.0,,0,0.0,,0.0,
авиатор,авиатор,0,0.0,,0,0.0,,0.0,
коіта,коіт,0,0.0,,0,0.0,,0.0,
стар,стар,1,0.0,0.0,0,0.0,,0.0,
whyme,whyme,0,0.0,,0,0.0,,0.0,
фокс,фокс,0,0.0,,0,0.0,,0.0,
donor,donor,0,0.0,,0,0.0,,0.0,
девушкой,девушк,1,0.0,0.0,0,0.0,,0.0,
impact,impact,0,0.0,,0,0.0,,0.0,
adibreak,adibreak,0,0.0,,0,0.0,,0.0,
влорія,влорі,0,0.0,,0,0.0,,0.0,
betket,betket,0,0.0,,0,0.0,,0.0,
cyberpunk,cyberpunk,0,0.0,,0,0.0,,0.0,
днд,днд,0,0.0,,0,0.0,,0.0,
ольга,ольг,0,0.0,,0,0.0,,0.0,
крутые,крут,1,0.0,0.0,0,0.0,,0.0,
glass,glass,0,0.0,,0,0.0,,0.0,
віра,віра,0,0.0,,0,0.0,,0.0,
jaizowear,jaizowear,0,0.0,,0,0.0,,0.0,
have,have,1,0.0,0.0,0,0.0,,0.0,
fcuk,fcuk,0,0.0,,0,0.0,,0.0,
label,label,0,0.0,,0,0.0,,0.0,
farengate,farengate,0,0.0,,0,0.0,,0.0,
jolybell,jolybell,0,0.0,,0,0.0,,0.0,
велиет,велиет,0,0.0,,0,0.0,,0.0,
kaotiko,kaotiko,0,0.0,,0,0.0,,0.0,
platoon,platoon,0,0.0,,0,0.0,,0.0,
oxxxymiron,oxxxymiron,0,0.0,,0,0.0,,0.0,
укорочені,укорочені,0,0.0,,0,0.0,,0.0,
ютуб,ютуб,0,0.0,,0,0.0,,0.0,
jkrf,jkrf,0,0.0,,0,0.0,,0.0,
vailent,vailent,0,0.0,,0,0.0,,0.0,
specialized,specialized,0,0.0,,0,0.0,,0.0,
xzavier,xzavier,0,0.0,,0,0.0,,0.0,
эдаун,эдаун,0,0.0,,0,0.0,,0.0,
kaizen,kaizen,0,0.0,,0,0.0,,0.0,
вертолетом,вертолет,0,0.0,,0,0.0,,0.0,
utopia8,utopia8,0,0.0,,0,0.0,,0.0,
moscow,moscow,0,0.0,,0,0.0,,0.0,
znwr,znwr,0,0.0,,0,0.0,,0.0,
longsleeve,longsleeve,1,0.0,0.0,0,0.0,,0.0,
bobo,bobo,0,0.0,,0,0.0,,0.0,
mmsw,mmsw,0,0.0,,0,0.0,,0.0,
масик,масик,0,0.0,,0,0.0,,0.0,
unravel,unravel,0,0.0,,0,0.0,,0.0,
avangard,avangard,0,0.0,,0,0.0,,0.0,
проджект,проджект,1,0.0,0.0,0,0.0,,0.0,
fen,fen,0,0.0,,0,0.0,,0.0,
треле,трел,0,0.0,,0,0.0,,0.0,
rsotm,rsotm,0,0.0,,0,0.0,,0.0,
pla4444,pla4444,0,0.0,,0,0.0,,0.0,
купаг,купаг,0,0.0,,0,0.0,,0.0,
буча,буч,0,0.0,,0,0.0,,0.0,
против,прот,0,0.0,,0,0.0,,0.0,
стрит,стрит,0,0.0,,0,0.0,,0.0,
lone,lone,0,0.0,,0,0.0,,0.0,
trele,trele,0,0.0,,0,0.0,,0.0,
shikardos,shikardos,0,0.0,,0,0.0,,0.0,
оун,оун,0,0.0,,0,0.0,,0.0,
washed,washed,0,0.0,,0,0.0,,0.0,
apocalypse,apocalypse,0,0.0,,0,0.0,,0.0,
сейлор,сейлор,0,0.0,,0,0.0,,0.0,
хлопця,хлопт^,0,0.0,,0,0.0,,0.0,
пиздять,пиздя,0,0.0,,0,0.0,,0.0,
стріт,стріт,0,0.0,,0,0.0,,0.0,
тайм,тайм,0,0.0,,0,0.0,,0.0,
crue,crue,0,0.0,,0,0.0,,0.0,
создать,созда,0,0.0,,0,0.0,,0.0,
7team,7team,0,0.0,,0,0.0,,0.0,
перец,перец,0,0.0,,0,0.0,,0.0,
луцьк,луцьк,0,0.0,,0,0.0,,0.0,
borer,borer,0,0.0,,0,0.0,,0.0,
монаковка,монаковк,0,0.0,,0,0.0,,0.0,
ужаса,ужас,0,0.0,,0,0.0,,0.0,
дтф,дтф,0,0.0,,0,0.0,,0.0,
182,182,0,0.0,,0,0.0,,0.0,
велюровые,велюров,0,0.0,,0,0.0,,0.0,
снамибог,снамибог,0,0.0,,0,0.0,,0.0,
made,made,0,0.0,,0,0.0,,0.0,
xstore,xstore,0,0.0,,0,0.0,,0.0,
tatysho,tatysho,0,0.0,,0,0.0,,0.0,
волонтер,волонтер,0,0.0,,0,0.0,,0.0,
magic,magic,0,0.0,,0,0.0,,0.0,
athleisure,athleisure,0,0.0,,0,0.0,,0.0,
samurai,samurai,0,0.0,,0,0.0,,0.0,
cozy,cozy,0,0.0,,0,0.0,,0.0,
кривой,крив,0,0.0,,0,0.0,,0.0,
прана,пран,0,0.0,,0,0.0,,0.0,
христос,христос,0,0.0,,0,0.0,,0.0,
boykisser,boykisser,0,0.0,,0,0.0,,0.0,
аніруш,аніруш,0,0.0,,0,0.0,,0.0,
символікою,символік,1,0.0,0.0,0,0.0,,0.0,
pit,pit,1,0.0,0.0,0,0.0,,0.0,
бойовка,бойовк,0,0.0,,0,0.0,,0.0,
capsula,capsula,0,0.0,,0,0.0,,0.0,
цивільний,цивільн,1,0.0,0.0,0,0.0,,0.0,
dnb,dnb,0,0.0,,0,0.0,,0.0,
надписью,надпис,1,0.0,0.0,0,0.0,,0.0,
threadless,threadless,0,0.0,,0,0.0,,0.0,
графіт,графіт,0,0.0,,0,0.0,,0.0,
arrow,arrow,0,0.0,,0,0.0,,0.0,
endless,endless,0,0.0,,0,0.0,,0.0,
yanki,yanki,0,0.0,,0,0.0,,0.0,
путін,путін,0,0.0,,0,0.0,,0.0,
deprimes,deprimes,0,0.0,,0,0.0,,0.0,
oversize,oversize,3,0.0,0.0,0,0.0,,0.0,
связи,связ,0,0.0,,0,0.0,,0.0,
arey,arey,0,0.0,,0,0.0,,0.0,
аеронавтика,аеронавтик,0,0.0,,0,0.0,,0.0,
desert,desert,0,0.0,,0,0.0,,0.0,
декор,декор,0,0.0,,0,0.0,,0.0,
горчичного,горчичн,0,0.0,,0,0.0,,0.0,
говорили,говор,0,0.0,,0,0.0,,0.0,
кропивницький,кропивницьк,0,0.0,,0,0.0,,0.0,
харькове,харьков,0,0.0,,0,0.0,,0.0,
magical,magical,0,0.0,,0,0.0,,0.0,
level,level,0,0.0,,0,0.0,,0.0,
тесла,тесл,0,0.0,,0,0.0,,0.0,
леопардовая,леопардов,0,0.0,,0,0.0,,0.0,
ракета,ракет,0,0.0,,0,0.0,,0.0,
printach,printach,0,0.0,,0,0.0,,0.0,
badboy,badboy,0,0.0,,0,0.0,,0.0,
настольная,настольн,0,0.0,,0,0.0,,0.0,
udth,udth,0,0.0,,0,0.0,,0.0,
hells,hells,0,0.0,,0,0.0,,0.0,
sabi,sabi,0,0.0,,0,0.0,,0.0,
молот,молот,2,0.0,0.0,0,0.0,,0.0,
брудой,бруд,0,0.0,,0,0.0,,0.0,
туди,туд,0,0.0,,0,0.0,,0.0,
монолит,монол,0,0.0,,0,0.0,,0.0,
адамская,адамск,0,0.0,,0,0.0,,0.0,
малюнком,малюнк,0,0.0,,0,0.0,,0.0,
1983,1983,0,0.0,,0,0.0,,0.0,
rodeo,rodeo,0,0.0,,0,0.0,,0.0,
артерікс,артерікс,0,0.0,,0,0.0,,0.0,
alfalife,alfalife,0,0.0,,0,0.0,,0.0,
выпускной,выпускн,0,0.0,,0,0.0,,0.0,
tensin,tensin,0,0.0,,0,0.0,,0.0,
миллениум,миллениум,0,0.0,,0,0.0,,0.0,
arber,arber,0,0.0,,0,0.0,,0.0,
ferrari,ferrari,0,0.0,,0,0.0,,0.0,
однієї,однієї,0,0.0,,0,0.0,,0.0,
антисошл,антисошл,0,0.0,,0,0.0,,0.0,
mbocharova,mbocharova,0,0.0,,0,0.0,,0.0,
cote,cote,0,0.0,,0,0.0,,0.0,
айдар,айдар,0,0.0,,0,0.0,,0.0,
pleasures,pleasures,0,0.0,,0,0.0,,0.0,
tearz,tearz,0,0.0,,0,0.0,,0.0,
clan,clan,0,0.0,,0,0.0,,0.0,
художников,художник,0,0.0,,0,0.0,,0.0,
велоспорт,велоспорт,0,0.0,,0,0.0,,0.0,
скрипка,скрипк,0,0.0,,0,0.0,,0.0,
4308,4308,0,0.0,,0,0.0,,0.0,
bezbrendu,bezbrendu,0,0.0,,0,0.0,,0.0,
motionless,motionless,0,0.0,,0,0.0,,0.0,
вальхейм,вальхейм,0,0.0,,0,0.0,,0.0,
смерч,смерч,0,0.0,,0,0.0,,0.0,
amoslook,amoslook,0,0.0,,0,0.0,,0.0,
левіс,левіс,0,0.0,,0,0.0,,0.0,
хорошій,хороші,0,0.0,,0,0.0,,0.0,
теніску,теніск,0,0.0,,0,0.0,,0.0,
sweatshirt,sweatshirt,0,0.0,,0,0.0,,0.0,
гвер,гвер,0,0.0,,0,0.0,,0.0,
svarga,svarga,0,0.0,,0,0.0,,0.0,
greyfivenine,greyfivenine,0,0.0,,0,0.0,,0.0,
мотострелковые,мотострелков,0,0.0,,0,0.0,,0.0,
ніколи,нікол,0,0.0,,0,0.0,,0.0,
molfar,molfar,0,0.0,,0,0.0,,0.0,
sweyka,sweyka,0,0.0,,0,0.0,,0.0,
вбрано,вбран,0,0.0,,0,0.0,,0.0,
zukina,zukina,0,0.0,,0,0.0,,0.0,
алладины,алладин,0,0.0,,0,0.0,,0.0,
xxxl,xxxl,0,0.0,,0,0.0,,0.0,
hussl,hussl,0,0.0,,0,0.0,,0.0,
ганеша,ганеш,0,0.0,,0,0.0,,0.0,
team,team,0,0.0,,0,0.0,,0.0,
landmvrks,landmvrks,0,0.0,,0,0.0,,0.0,
ankle,ankle,0,0.0,,0,0.0,,0.0,
повседневные,повседневн,0,0.0,,0,0.0,,0.0,
sva,sva,0,0.0,,0,0.0,,0.0,
корд,корд,0,0.0,,0,0.0,,0.0,
hannya,hannya,0,0.0,,0,0.0,,0.0,
покрас,покрас,0,0.0,,0,0.0,,0.0,
інтертоп,інтертоп,0,0.0,,0,0.0,,0.0,
rugatchi,rugatchi,0,0.0,,0,0.0,,0.0,
ahha,ahha,0,0.0,,0,0.0,,0.0,
джура,джур,0,0.0,,0,0.0,,0.0,
сверхчеловек,сверхчеловек,0,0.0,,0,0.0,,0.0,
скаржинці,скаржинці,0,0.0,,0,0.0,,0.0,
eluveitie,eluveitie,0,0.0,,0,0.0,,0.0,
енергетик,енергетик,0,0.0,,0,0.0,,0.0,
remember,remember,0,0.0,,0,0.0,,0.0,
estandartes,estandartes,0,0.0,,0,0.0,,0.0,
ымфыещту,ымфыещт,0,0.0,,0,0.0,,0.0,
полотнище,полотнищ,0,0.0,,0,0.0,,0.0,
trash,trash,0,0.0,,0,0.0,,0.0,
батник,батник,0,0.0,,0,0.0,,0.0,
cargo,cargo,0,0.0,,0,0.0,,0.0,
unsleeping,unsleeping,0,0.0,,0,0.0,,0.0,
файфа,файф,0,0.0,,0,0.0,,0.0,
day,day,0,0.0,,0,0.0,,0.0,
companygroup,companygroup,0,0.0,,0,0.0,,0.0,
паскуда,паскуд,0,0.0,,0,0.0,,0.0,
andar,andar,0,0.0,,0,0.0,,0.0,
ужгород,ужгород,0,0.0,,0,0.0,,0.0,
likey,likey,0,0.0,,0,0.0,,0.0,
ramon,ramon,0,0.0,,0,0.0,,0.0,
декстер,декстер,0,0.0,,0,0.0,,0.0,
chaos,chaos,0,0.0,,0,0.0,,0.0,
оранжевая,оранжев,0,0.0,,0,0.0,,0.0,
благодійний,благодійн,0,0.0,,0,0.0,,0.0,
топовые,топов,0,0.0,,0,0.0,,0.0,
талисман,талисма,0,0.0,,0,0.0,,0.0,
vertemberg,vertemberg,0,0.0,,0,0.0,,0.0,
kovalevskiy,kovalevskiy,0,0.0,,0,0.0,,0.0,
saywear,saywear,0,0.0,,0,0.0,,0.0,
миллионер,миллионер,0,0.0,,0,0.0,,0.0,
young,young,3,0.0,0.0,0,0.0,,0.0,
gorgoroth,gorgoroth,0,0.0,,0,0.0,,0.0,
півень,півен,0,0.0,,0,0.0,,0.0,
nafo,nafo,0,0.0,,0,0.0,,0.0,
code,code,0,0.0,,0,0.0,,0.0,
acg,acg,0,0.0,,0,0.0,,0.0,
бджілка,бджілка,0,0.0,,0,0.0,,0.0,
tee,tee,0,0.0,,0,0.0,,0.0,
christ,christ,0,0.0,,0,0.0,,0.0,
потертостями,потерт,0,0.0,,0,0.0,,0.0,
halva,halva,0,0.0,,0,0.0,,0.0,
yon,yon,0,0.0,,0,0.0,,0.0,
enfants,enfants,0,0.0,,0,0.0,,0.0,
benighted,benighted,0,0.0,,0,0.0,,0.0,
цукерберга,цукерберг,0,0.0,,0,0.0,,0.0,
бабаяга,бабаяг,0,0.0,,0,0.0,,0.0,
цифровий,цифров,0,0.0,,0,0.0,,0.0,
охтирки,охтирк,0,0.0,,0,0.0,,0.0,
патриотичні,патриотичні,0,0.0,,0,0.0,,0.0,
marco,marco,0,0.0,,0,0.0,,0.0,
поликоттон,поликоттон,0,0.0,,0,0.0,,0.0,
завязках,завязк,0,0.0,,0,0.0,,0.0,
borgir,borgir,0,0.0,,0,0.0,,0.0,
штанв,штанв,0,0.0,,0,0.0,,0.0,
achilles,achilles,0,0.0,,0,0.0,,0.0,
артилерії,артилерії,1,0.0,0.0,0,0.0,,0.0,
advocate,advocate,0,0.0,,0,0.0,,0.0,
орлом,орл,0,0.0,,0,0.0,,0.0,
nptn,nptn,0,0.0,,0,0.0,,0.0,
куртка,куртк,0,0.0,,0,0.0,,0.0,
rotting,rotting,0,0.0,,0,0.0,,0.0,
ukrforma,ukrforma,1,0.0,0.0,0,0.0,,0.0,
dakhabrakha,dakhabrakha,0,0.0,,0,0.0,,0.0,
pig,pig,0,0.0,,0,0.0,,0.0,
позер,позер,0,0.0,,0,0.0,,0.0,
йода,йод,0,0.0,,0,0.0,,0.0,
matiko,matiko,0,0.0,,0,0.0,,0.0,
diil,diil,0,0.0,,0,0.0,,0.0,
тачини,тачин,0,0.0,,0,0.0,,0.0,
odesa,odesa,0,0.0,,0,0.0,,0.0,
русофобія,русофобі,0,0.0,,0,0.0,,0.0,
жвавий,жвав,0,0.0,,0,0.0,,0.0,
assembly,assembly,0,0.0,,0,0.0,,0.0,
war,war,0,0.0,,0,0.0,,0.0,
nyc,nyc,0,0.0,,0,0.0,,0.0,
filth,filth,0,0.0,,0,0.0,,0.0,
foya,foya,0,0.0,,0,0.0,,0.0,
стилі,стилі,0,0.0,,0,0.0,,0.0,
бабочками,бабочк,0,0.0,,0,0.0,,0.0,
ксеня,ксен,0,0.0,,0,0.0,,0.0,
initial,initial,0,0.0,,0,0.0,,0.0,
bilskirnir,bilskirnir,0,0.0,,0,0.0,,0.0,
bpg,bpg,0,0.0,,0,0.0,,0.0,
cursed,cursed,0,0.0,,0,0.0,,0.0,
баскетбол,баскетбол,0,0.0,,0,0.0,,0.0,
під,під,0,0.0,,0,0.0,,0.0,
synth,synth,0,0.0,,0,0.0,,0.0,
стули,стул,0,0.0,,0,0.0,,0.0,
всіх,всіх,0,0.0,,0,0.0,,0.0,
dobroshmot,dobroshmot,0,0.0,,0,0.0,,0.0,
scuba,scuba,0,0.0,,0,0.0,,0.0,
blato,blato,0,0.0,,0,0.0,,0.0,
хищник,хищник,0,0.0,,0,0.0,,0.0,
кост,кост,0,0.0,,0,0.0,,0.0,
матіко,матік,0,0.0,,0,0.0,,0.0,
wip,wip,0,0.0,,0,0.0,,0.0,
varingr,varingr,0,0.0,,0,0.0,,0.0,
people,people,0,0.0,,0,0.0,,0.0,
mard,mard,0,0.0,,0,0.0,,0.0,
riding,riding,0,0.0,,0,0.0,,0.0,
im1337,im1337,0,0.0,,0,0.0,,0.0,
davril,davril,0,0.0,,0,0.0,,0.0,
штандарт,штандарт,0,0.0,,0,0.0,,0.0,
сплин,сплин,0,0.0,,0,0.0,,0.0,
dnipro,dnipro,0,0.0,,0,0.0,,0.0,
дневники,дневник,0,0.0,,0,0.0,,0.0,
spun,spun,0,0.0,,0,0.0,,0.0,
світер,світер,0,0.0,,0,0.0,,0.0,
байкерські,байкерські,0,0.0,,0,0.0,,0.0,
batcat,batcat,1,0.0,0.0,0,0.0,,0.0,
onlyscam,onlyscam,0,0.0,,0,0.0,,0.0,
3хл,3хл,0,0.0,,0,0.0,,0.0,
fittiloo,fittiloo,0,0.0,,0,0.0,,0.0,
коханок,коханок,0,0.0,,0,0.0,,0.0,
опіум,опіум,0,0.0,,0,0.0,,0.0,
мої,мої,0,0.0,,0,0.0,,0.0,
resident,resident,0,0.0,,0,0.0,,0.0,
ошб,ошб,1,0.0,0.0,0,0.0,,0.0,
чарльз,чарльз,0,0.0,,0,0.0,,0.0,
hail,hail,0,0.0,,0,0.0,,0.0,
велмет,велмет,0,0.0,,0,0.0,,0.0,
megadeth,megadeth,0,0.0,,0,0.0,,0.0,
зброї,зброї,0,0.0,,0,0.0,,0.0,
ємне,ємне,0,0.0,,0,0.0,,0.0,
иисусом,иисус,0,0.0,,0,0.0,,0.0,
freeki,freeki,0,0.0,,0,0.0,,0.0,
peresvit,peresvit,0,0.0,,0,0.0,,0.0,
je3977,je3977,0,0.0,,0,0.0,,0.0,
свит,свит,0,0.0,,0,0.0,,0.0,
змпка,змпка,0,0.0,,0,0.0,,0.0,
физру,физр,0,0.0,,0,0.0,,0.0,
benya,benya,0,0.0,,0,0.0,,0.0,
tongue,tongue,0,0.0,,0,0.0,,0.0,
yakakula,yakakula,0,0.0,,0,0.0,,0.0,
mixishop,mixishop,0,0.0,,0,0.0,,0.0,
trappa,trappa,0,0.0,,0,0.0,,0.0,
skhvatka,skhvatka,0,0.0,,0,0.0,,0.0,
люфтваффе,люфтвафф,0,0.0,,0,0.0,,0.0,
neuclassics,neuclassics,0,0.0,,0,0.0,,0.0,
swash,swash,0,0.0,,0,0.0,,0.0,
барбери,барбер,0,0.0,,0,0.0,,0.0,
дайм,дайм,0,0.0,,0,0.0,,0.0,
hardbass,hardbass,0,0.0,,0,0.0,,0.0,
longfei,longfei,0,0.0,,0,0.0,,0.0,
худрич,худрич,0,0.0,,0,0.0,,0.0,
швы,швы,0,0.0,,0,0.0,,0.0,
енд,енд,0,0.0,,0,0.0,,0.0,
сохрани,сохран,0,0.0,,0,0.0,,0.0,
тему,тем,0,0.0,,0,0.0,,0.0,
ndsp,ndsp,0,0.0,,0,0.0,,0.0,
кріпак,кріпак,0,0.0,,0,0.0,,0.0,
mastermind,mastermind,0,0.0,,0,0.0,,0.0,
teepublic,teepublic,0,0.0,,0,0.0,,0.0,
our,our,0,0.0,,0,0.0,,0.0,
unaffected,unaffected,0,0.0,,0,0.0,,0.0,
bukvica,bukvica,0,0.0,,0,0.0,,0.0,
cartel,cartel,0,0.0,,0,0.0,,0.0,
1702,1702,0,0.0,,0,0.0,,0.0,
кріпити,кріпит,1,0.0,0.0,0,0.0,,0.0,
ifsixwasnine,ifsixwasnine,0,0.0,,0,0.0,,0.0,
swiss,swiss,0,0.0,,0,0.0,,0.0,
places,places,0,0.0,,0,0.0,,0.0,
пантера,пантер,0,0.0,,0,0.0,,0.0,
ololol,ololol,0,0.0,,0,0.0,,0.0,
nocta,nocta,0,0.0,,0,0.0,,0.0,
motanka,motanka,0,0.0,,0,0.0,,0.0,
етнофутуризм,етнофутуризм,0,0.0,,0,0.0,,0.0,
pank,pank,0,0.0,,0,0.0,,0.0,
мого,мог,0,0.0,,0,0.0,,0.0,
егермейстер,егермейстер,0,0.0,,0,0.0,,0.0,
pia,pia,0,0.0,,0,0.0,,0.0,
svmoscow,svmoscow,0,0.0,,0,0.0,,0.0,
drop,drop,1,0.0,0.0,0,0.0,,0.0,
неизбежен,неизбеж,0,0.0,,0,0.0,,0.0,
мейби,мейб,0,0.0,,0,0.0,,0.0,
rhude,rhude,0,0.0,,0,0.0,,0.0,
blessthefall,blessthefall,0,0.0,,0,0.0,,0.0,
most,most,0,0.0,,0,0.0,,0.0,
mxdvs,mxdvs,0,0.0,,0,0.0,,0.0,
maxi,maxi,0,0.0,,0,0.0,,0.0,
donbasonia,donbasonia,0,0.0,,0,0.0,,0.0,
щирокі,щирокі,0,0.0,,0,0.0,,0.0,
стелла,стелл,0,0.0,,0,0.0,,0.0,
flaga,flaga,0,0.0,,0,0.0,,0.0,
осовец,осовец,0,0.0,,0,0.0,,0.0,
полотенце,полотенц,0,0.0,,0,0.0,,0.0,
amnesia,amnesia,0,0.0,,0,0.0,,0.0,
топорами,топор,0,0.0,,0,0.0,,0.0,
машиною,машин,0,0.0,,0,0.0,,0.0,
молли,молл,0,0.0,,0,0.0,,0.0,
gnizdo,gnizdo,0,0.0,,0,0.0,,0.0,
тривожна,тривожн,0,0.0,,0,0.0,,0.0,
гаара,гаар,0,0.0,,0,0.0,,0.0,
антон,антон,0,0.0,,0,0.0,,0.0,
