word,stem,n_terms,impressions,clicks,cost,conversions,CPA,CTR_%
вимпелів,вимпелів,1,4,0,0.0,0.0,inf,0.0
виготовлення,виготовлен,3,38,0,0.0,0.0,inf,0.0
прапорів,прапорів,12,66,0,0.0,0.0,inf,0.0
замовлення,замовлен,16,202,0,0.0,0.0,inf,0.0
види,вид,2,8,0,0.0,0.0,inf,0.0
виндеры,виндер,1,1,0,0.0,0.0,inf,0.0
вкорочене,вкорочен,1,1,0,0.0,0.0,inf,0.0
вінчі,вінчі,1,2,0,0.0,0.0,inf,0.0
вовки,вовк,3,5,0,0.0,0.0,inf,0.0
вогонь,вогон,1,1,0,0.0,0.0,inf,0.0
пече,печ,1,1,0,0.0,0.0,inf,0.0
запеклих,запекл,1,1,0,0.0,0.0,inf,0.0
сувениры,сувенир,1,3,0,0.0,0.0,inf,0.0
медик,медик,8,10,0,0.0,0.0,inf,0.0
военторг,военторг,4,5,0,0.0,0.0,inf,0.0
володар,володар,2,2,0,0.0,0.0,inf,0.0
волоцюга,волоцюг,1,3,0,0.0,0.0,inf,0.0
волчок,волчок,2,17,0,0.0,0.0,inf,0.0
воєнна,воєн,2,3,0,0.0,0.0,inf,0.0
воєнні,воєнні,2,2,0,0.0,0.0,inf,0.0
воєнторг,воєнторг,2,2,0,0.0,0.0,inf,0.0
запоріжжя,запоріжж,2,5,0,0.0,0.0,inf,0.0
своі,своі,1,2,0,0.0,0.0,inf,0.0
вышивка,вышивк,4,16,0,0.0,0.0,inf,0.0
вязаная,вязан,1,3,0,0.0,0.0,inf,0.0
вєчно,вєчно,1,1,0,0.0,0.0,inf,0.0
недовольне,недовольн,1,1,0,0.0,0.0,inf,0.0
надуте,надут,1,1,0,0.0,0.0,inf,0.0
відро,відро,2,5,0,0.0,0.0,inf,0.0
атрибутика,атрибутик,2,3,0,0.0,0.0,inf,0.0
символіка,символік,10,17,0,0.0,0.0,inf,0.0
картини,картин,7,14,0,0.0,0.0,inf,0.0
сувеніри,сувенір,5,8,0,0.0,0.0,inf,0.0
так,так,18,112,0,0.0,0.0,inf,0.0
вільні,вільні,5,12,0,0.0,0.0,inf,0.0
люди,люд,2,7,0,0.0,0.0,inf,0.0
зброю,збро,1,5,0,0.0,0.0,inf,0.0
мають,мают,1,5,0,0.0,0.0,inf,0.0
тцк,тцк,5,11,0,0.0,0.0,inf,0.0
вірю,вірю,3,6,0,0.0,0.0,inf,0.0
габардин,габардин,1,1,0,0.0,0.0,inf,0.0
ганеша,ганеш,1,1,0,0.0,0.0,inf,0.0
ганнібал,ганніба,1,1,0,0.0,0.0,inf,0.0
гараж,гараж,1,1,0,0.0,0.0,inf,0.0
гвер,гвер,2,30,0,0.0,0.0,inf,0.0
где,где,1,1,0,0.0,0.0,inf,0.0
мужчин,мужчин,11,17,0,0.0,0.0,inf,0.0
генерал,генера,3,11,0,0.0,0.0,inf,0.0
черешня,черешн,5,14,0,0.0,0.0,inf,0.0
герб,герб,8,12,0,0.0,0.0,inf,0.0
донецької,донецької,5,147,0,0.0,0.0,inf,0.0
області,області,6,151,0,0.0,0.0,inf,0.0
герлаб,герлаб,1,1,0,0.0,0.0,inf,0.0
юкрейн,юкрейн,1,1,0,0.0,0.0,inf,0.0
стену,стен,7,107,0,0.0,0.0,inf,0.0
гобелен,гобел,2,2,0,0.0,0.0,inf,0.0
годинник,годинник,1,2,0,0.0,0.0,inf,0.0
груп,груп,33,359,0,0.0,0.0,inf,0.0
горгани,горган,2,2,0,0.0,0.0,inf,0.0
гордон,гордон,3,8,0,0.0,0.0,inf,0.0
готичний,готичн,2,2,0,0.0,0.0,inf,0.0
гоу,го,1,1,0,0.0,0.0,inf,0.0
рубчинский,рубчинск,1,2,0,0.0,0.0,inf,0.0
гоша,гош,1,2,0,0.0,0.0,inf,0.0
гранж,гранж,3,5,0,0.0,0.0,inf,0.0
гроза,гроз,1,2,0,0.0,0.0,inf,0.0
гуд,гуд,7,220,0,0.0,0.0,inf,0.0
бойс,бойс,7,221,0,0.0,0.0,inf,0.0
клуб,клуб,1,14,0,0.0,0.0,inf,0.0
гур,гур,10,107,0,0.0,0.0,inf,0.0
гуска,гуск,1,1,0,0.0,0.0,inf,0.0
дабхюманс,дабхюманс,1,1,0,0.0,0.0,inf,0.0
дарк,дарк,2,2,0,0.0,0.0,inf,0.0
дастер,дастер,5,6,0,0.0,0.0,inf,0.0
їде,їде,4,5,0,0.0,0.0,inf,0.0
двонитка,двонитк,1,1,0,0.0,0.0,inf,0.0
нахуй,нах,4,13,0,0.0,0.0,inf,0.0
дед,дед,2,2,0,0.0,0.0,inf,0.0
дайнасти,дайнаст,2,2,0,0.0,0.0,inf,0.0
декор,декор,1,1,0,0.0,0.0,inf,0.0
независимости,независим,1,1,0,0.0,0.0,inf,0.0
день,ден,6,8,0,0.0,0.0,inf,0.0
яті,яті,1,1,0,0.0,0.0,inf,0.0
захисників,захисників,1,1,0,0.0,0.0,inf,0.0
пам,пам,2,4,0,0.0,0.0,inf,0.0
постери,постер,1,1,0,0.0,0.0,inf,0.0
дерев,дер,1,1,0,0.0,0.0,inf,0.0
яні,яні,1,1,0,0.0,0.0,inf,0.0
держак,держак,1,1,0,0.0,0.0,inf,0.0
держатель,держател,1,1,0,0.0,0.0,inf,0.0
джим,джим,1,3,0,0.0,0.0,inf,0.0
бим,бим,1,3,0,0.0,0.0,inf,0.0
джинсові,джинсові,1,1,0,0.0,0.0,inf,0.0
резинке,резинк,11,14,0,0.0,0.0,inf,0.0
флісі,флісі,17,47,0,0.0,0.0,inf,0.0
найк,найк,29,36,0,0.0,0.0,inf,0.0
стафф,стафф,25,79,0,0.0,0.0,inf,0.0
джорданы,джорда,2,2,0,0.0,0.0,inf,0.0
джінси,джінси,1,1,0,0.0,0.0,inf,0.0
перехоплювач,перехоплювач,1,1,0,0.0,0.0,inf,0.0
дзига,дзиг,1,1,0,0.0,0.0,inf,0.0
дизайн,дизайн,4,12,0,0.0,0.0,inf,0.0
футболок,футболок,5,9,0,0.0,0.0,inf,0.0
дизайнерское,дизайнерск,1,1,0,0.0,0.0,inf,0.0
шершні,шершні,1,1,0,0.0,0.0,inf,0.0
дикі,дикі,1,1,0,0.0,0.0,inf,0.0
суміш,суміш,2,3,0,0.0,0.0,inf,0.0
димна,димн,2,3,0,0.0,0.0,inf,0.0
енергетик,енергетик,1,1,0,0.0,0.0,inf,0.0
захисника,захисник,1,1,0,0.0,0.0,inf,0.0
дмитрий,дмитр,1,1,0,0.0,0.0,inf,0.0
боровиков,боровик,1,1,0,0.0,0.0,inf,0.0
речі,речі,3,3,0,0.0,0.0,inf,0.0
агрессив,агресс,2,6,0,0.0,0.0,inf,0.0
доберман,доберма,2,6,0,0.0,0.0,inf,0.0
доброшмот,доброшмот,1,5,0,0.0,0.0,inf,0.0
сокс,сокс,1,1,0,0.0,0.0,inf,0.0
додо,дод,1,1,0,0.0,0.0,inf,0.0
габбана,габба,1,1,0,0.0,0.0,inf,0.0
дольче,дольч,1,1,0,0.0,0.0,inf,0.0
домашні,домашні,1,2,0,0.0,0.0,inf,0.0
донбас,донбас,13,88,0,0.0,0.0,inf,0.0
порожняк,порожняк,2,5,0,0.0,0.0,inf,0.0
гонит,гон,2,5,0,0.0,0.0,inf,0.0
древко,древк,1,1,0,0.0,0.0,inf,0.0
дроп,дроп,1,2,0,0.0,0.0,inf,0.0
деад,деад,1,2,0,0.0,0.0,inf,0.0
емблема,емблем,2,4,0,0.0,0.0,inf,0.0
дубхуманс,дубхуманс,1,4,0,0.0,0.0,inf,0.0
дурнєв,дурнєв,1,1,0,0.0,0.0,inf,0.0
душніла,душніл,1,1,0,0.0,0.0,inf,0.0
дшв,дшв,9,35,0,0.0,0.0,inf,0.0
шинобі,шинобі,1,10,0,0.0,0.0,inf,0.0
дід,дід,1,10,0,0.0,0.0,inf,0.0
енот,енот,1,1,0,0.0,0.0,inf,0.0
ерд,ерд,6,6,0,0.0,0.0,inf,0.0
етно,етн,2,5,0,0.0,0.0,inf,0.0
жадан,жада,4,5,0,0.0,0.0,inf,0.0
собаки,собак,3,5,0,0.0,0.0,inf,0.0
молнии,молн,24,72,0,0.0,0.0,inf,0.0
2nd,2nd,1,2,0,0.0,0.0,inf,0.0
kappa,kappa,1,1,0,0.0,0.0,inf,0.0
теч,теч,1,1,0,0.0,0.0,inf,0.0
теплі,теплі,18,42,0,0.0,0.0,inf,0.0
store,store,20,57,0,0.0,0.0,inf,0.0
плащівка,плащівк,2,4,0,0.0,0.0,inf,0.0
днем,днем,1,1,0,0.0,0.0,inf,0.0
южуал,южуа,1,5,0,0.0,0.0,inf,0.0
укр,укр,10,43,0,0.0,0.0,inf,0.0
заказати,заказат,3,14,0,0.0,0.0,inf,0.0
заказать,заказа,12,53,0,0.0,0.0,inf,0.0
фотографией,фотограф,2,9,0,0.0,0.0,inf,0.0
своим,сво,7,14,0,0.0,0.0,inf,0.0
заколот,заколот,7,25,0,0.0,0.0,inf,0.0
закохувати,закохуват,1,1,0,0.0,0.0,inf,0.0
залізний,залізн,1,2,0,0.0,0.0,inf,0.0
южел,южел,1,1,0,0.0,0.0,inf,0.0
власним,власн,1,9,0,0.0,0.0,inf,0.0
ошбр,ошбр,4,12,0,0.0,0.0,inf,0.0
фотографією,фотографіє,1,6,0,0.0,0.0,inf,0.0
під,під,5,72,0,0.0,0.0,inf,0.0
заправлена,заправл,1,1,0,0.0,0.0,inf,0.0
зара,зар,15,25,0,0.0,0.0,inf,0.0
захід,захід,2,6,0,0.0,0.0,inf,0.0
звания,зван,1,1,0,0.0,0.0,inf,0.0
зелене,зелен,5,11,0,0.0,0.0,inf,0.0
фокстрот,фокстрот,1,3,0,0.0,0.0,inf,0.0
зеро,зер,2,5,0,0.0,0.0,inf,0.0
зимние,зимн,10,11,0,0.0,0.0,inf,0.0
зимні,зимні,1,3,0,0.0,0.0,inf,0.0
вер,вер,1,7,0,0.0,0.0,inf,0.0
худди,худд,2,5,0,0.0,0.0,inf,0.0
vans,vans,3,3,0,0.0,0.0,inf,0.0
подростков,подростк,3,3,0,0.0,0.0,inf,0.0
нефор,нефор,2,3,0,0.0,0.0,inf,0.0
merch,merch,41,90,0,0.0,0.0,inf,0.0
скелет,скелет,2,6,0,0.0,0.0,inf,0.0
у2к,у2к,4,10,0,0.0,0.0,inf,0.0
халики,халик,1,1,0,0.0,0.0,inf,0.0
зипики,зипик,1,2,0,0.0,0.0,inf,0.0
mastermind,mastermind,1,1,0,0.0,0.0,inf,0.0
мальчика,мальчик,1,1,0,0.0,0.0,inf,0.0
манто,мант,3,3,0,0.0,0.0,inf,0.0
олх,олх,5,14,0,0.0,0.0,inf,0.0
парашюты,парашют,1,1,0,0.0,0.0,inf,0.0
сохрани,сохран,2,3,0,0.0,0.0,inf,0.0
спаси,спас,2,3,0,0.0,0.0,inf,0.0
тим,тим,3,14,0,0.0,0.0,inf,0.0
спирит,спир,2,2,0,0.0,0.0,inf,0.0
осень,осен,16,32,0,0.0,0.0,inf,0.0
зиппер,зиппер,1,1,0,0.0,0.0,inf,0.0
зипхуди,зипхуд,1,1,0,0.0,0.0,inf,0.0
зла,зла,2,2,0,0.0,0.0,inf,0.0
мавка,мавк,3,4,0,0.0,0.0,inf,0.0
знак,знак,2,2,0,0.0,0.0,inf,0.0
знамена,знам,1,1,0,0.0,0.0,inf,0.0
значок,значок,1,2,0,0.0,0.0,inf,0.0
зійде,зійд,3,6,0,0.0,0.0,inf,0.0
сонце,сонц,4,7,0,0.0,0.0,inf,0.0
знов,знов,2,3,0,0.0,0.0,inf,0.0
зохо,зох,3,8,0,0.0,0.0,inf,0.0
зробити,зробит,1,2,0,0.0,0.0,inf,0.0
зуді,зуді,1,1,0,0.0,0.0,inf,0.0
укорочене,укорочен,2,2,0,0.0,0.0,inf,0.0
фліс,фліс,2,4,0,0.0,0.0,inf,0.0
энд,энд,1,1,0,0.0,0.0,inf,0.0
підлітка,підлітка,4,4,0,0.0,0.0,inf,0.0
айленд,айленд,7,11,0,0.0,0.0,inf,0.0
стон,стон,9,13,0,0.0,0.0,inf,0.0
эверласт,эверласт,1,1,0,0.0,0.0,inf,0.0
зіпкі,зіпкі,1,1,0,0.0,0.0,inf,0.0
зіпхуді,зіпхуді,1,4,0,0.0,0.0,inf,0.0
воевал,воева,4,9,0,0.0,0.0,inf,0.0
иду,ид,3,11,0,0.0,0.0,inf,0.0
интроверт,интроверт,1,2,0,0.0,0.0,inf,0.0
исландия,исланд,1,1,0,0.0,0.0,inf,0.0
кабанчи,кабанч,2,4,0,0.0,0.0,inf,0.0
кабанчі,кабанчі,1,1,0,0.0,0.0,inf,0.0
кабинетные,кабинетн,1,4,0,0.0,0.0,inf,0.0
эмпт,эмпт,1,1,0,0.0,0.0,inf,0.0
кав,кав,1,1,0,0.0,0.0,inf,0.0
узнать,узна,1,1,0,0.0,0.0,inf,0.0
весу,вес,1,1,0,0.0,0.0,inf,0.0
как,как,3,3,0,0.0,0.0,inf,0.0
росту,рост,5,6,0,0.0,0.0,inf,0.0
капсула,капсул,1,1,0,0.0,0.0,inf,0.0
капюшонки,капюшонк,1,6,0,0.0,0.0,inf,0.0
каратель,карател,1,1,0,0.0,0.0,inf,0.0
карна,карн,3,4,0,0.0,0.0,inf,0.0
эссеншиал,эссеншиа,2,2,0,0.0,0.0,inf,0.0
стелла,стелл,1,1,0,0.0,0.0,inf,0.0
номерам,номер,1,1,0,0.0,0.0,inf,0.0
пожарный,пожарн,2,2,0,0.0,0.0,inf,0.0
картинка,картинк,1,1,0,0.0,0.0,inf,0.0
кастом,каст,2,3,0,0.0,0.0,inf,0.0
кастомная,кастомн,5,7,0,0.0,0.0,inf,0.0
качественные,качествен,1,1,0,0.0,0.0,inf,0.0
кашалот,кашалот,1,1,0,0.0,0.0,inf,0.0
кенгурушка,кенгурушк,1,1,0,0.0,0.0,inf,0.0
кентпакет,кентпакет,2,9,0,0.0,0.0,inf,0.0
режим,реж,12,249,0,0.0,0.0,inf,0.0
киевский,киевск,6,64,0,0.0,0.0,inf,0.0
синдикат,синдикат,8,28,0,0.0,0.0,inf,0.0
киівський,киівськ,3,31,0,0.0,0.0,inf,0.0
київський,київськ,6,161,0,0.0,0.0,inf,0.0
класні,класні,2,2,0,0.0,0.0,inf,0.0
классические,классическ,1,1,0,0.0,0.0,inf,0.0
клятва,клятв,1,1,0,0.0,0.0,inf,0.0
украинского,украинск,15,45,0,0.0,0.0,inf,0.0
националиста,националист,1,1,0,0.0,0.0,inf,0.0
ковалевский,ковалевск,1,4,0,0.0,0.0,inf,0.0
ковалевський,ковалевськ,1,1,0,0.0,0.0,inf,0.0
ковти,ковт,1,2,0,0.0,0.0,inf,0.0
козацька,козацьк,2,12,0,0.0,0.0,inf,0.0
щирокі,щирокі,1,1,0,0.0,0.0,inf,0.0
кокарда,кокард,1,1,0,0.0,0.0,inf,0.0
брендів,брендів,6,22,0,0.0,0.0,inf,0.0
колаборації,колаборації,1,1,0,0.0,0.0,inf,0.0
колекції,колекції,1,1,0,0.0,0.0,inf,0.0
коловорот,коловорот,1,1,0,0.0,0.0,inf,0.0
колінс,колінс,1,1,0,0.0,0.0,inf,0.0
комбідрук,комбідрук,1,1,0,0.0,0.0,inf,0.0
групп,групп,5,28,0,0.0,0.0,inf,0.0
компанигруп,компанигруп,1,3,0,0.0,0.0,inf,0.0
компані,компані,18,180,0,0.0,0.0,inf,0.0
тім,тім,1,1,0,0.0,0.0,inf,0.0
шевронів,шевронів,1,1,0,0.0,0.0,inf,0.0
комплект,комплект,2,2,0,0.0,0.0,inf,0.0
кому,ком,1,4,0,0.0,0.0,inf,0.0
вниз,вниз,4,7,0,0.0,0.0,inf,0.0
коргва,коргв,1,40,0,0.0,0.0,inf,0.0
коричневе,коричнев,3,8,0,0.0,0.0,inf,0.0
коругва,коругв,1,21,0,0.0,0.0,inf,0.0
ветеран,ветера,5,11,0,0.0,0.0,inf,0.0
народження,народжен,1,3,0,0.0,0.0,inf,0.0
тактический,тактическ,12,57,0,0.0,0.0,inf,0.0
котофляж,котофляж,1,1,0,0.0,0.0,inf,0.0
ошб,ошб,7,20,0,0.0,0.0,inf,0.0
dragon,dragon,1,1,0,0.0,0.0,inf,0.0
hummer,hummer,1,1,0,0.0,0.0,inf,0.0
sleep,sleep,2,4,0,0.0,0.0,inf,0.0
pubg,pubg,1,1,0,0.0,0.0,inf,0.0
venum,venum,1,1,0,0.0,0.0,inf,0.0
аватар,аватар,1,1,0,0.0,0.0,inf,0.0
адідас,адідас,7,7,0,0.0,0.0,inf,0.0
аниме,аним,2,4,0,0.0,0.0,inf,0.0
батал,бата,3,5,0,0.0,0.0,inf,0.0
борьба,борьб,1,1,0,0.0,0.0,inf,0.0
вальхалла,вальхалл,1,3,0,0.0,0.0,inf,0.0
винтаж,винтаж,1,1,0,0.0,0.0,inf,0.0
подарувати,подаруват,3,8,0,0.0,0.0,inf,0.0
джеффри,джеффр,1,1,0,0.0,0.0,inf,0.0
эпштейна,эпштейн,1,1,0,0.0,0.0,inf,0.0
рятівника,рятівник,1,1,0,0.0,0.0,inf,0.0
драгон,драгон,1,1,0,0.0,0.0,inf,0.0
блискавкою,блискавк,2,6,0,0.0,0.0,inf,0.0
гаррі,гаррі,1,1,0,0.0,0.0,inf,0.0
поттером,поттер,1,1,0,0.0,0.0,inf,0.0
спині,спині,15,46,0,0.0,0.0,inf,0.0
дівчиною,дівчин,3,9,0,0.0,0.0,inf,0.0
очками,очк,1,1,0,0.0,0.0,inf,0.0
хрестом,хрест,1,1,0,0.0,0.0,inf,0.0
фейс,фейс,4,4,0,0.0,0.0,inf,0.0
норт,норт,2,2,0,0.0,0.0,inf,0.0
кикбоксинг,кикбоксинг,1,1,0,0.0,0.0,inf,0.0
конверс,конверс,1,1,0,0.0,0.0,inf,0.0
кохай,коха,8,21,0,0.0,0.0,inf,0.0
кохати,кохат,3,6,0,0.0,0.0,inf,0.0
крбк,крбк,4,7,0,0.0,0.0,inf,0.0
раша,раш,2,2,0,0.0,0.0,inf,0.0
кіл,кіл,1,1,0,0.0,0.0,inf,0.0
лонсдейл,лонсдейл,5,10,0,0.0,0.0,inf,0.0
м8л8тх,м8л8тх,4,16,0,0.0,0.0,inf,0.0
милитари,милитар,23,165,0,0.0,0.0,inf,0.0
молот,молот,7,14,0,0.0,0.0,inf,0.0
молотх,молотх,5,17,0,0.0,0.0,inf,0.0
замок,замок,2,2,0,0.0,0.0,inf,0.0
застежке,застежк,2,6,0,0.0,0.0,inf,0.0
эдисон,эдисон,1,1,0,0.0,0.0,inf,0.0
змейке,змейк,4,5,0,0.0,0.0,inf,0.0
аутфит,аутф,1,1,0,0.0,0.0,inf,0.0
эмо,эм,1,1,0,0.0,0.0,inf,0.0
мейд,мейд,1,2,0,0.0,0.0,inf,0.0
оптимус,оптимус,10,75,0,0.0,0.0,inf,0.0
ганг,ганг,6,52,0,0.0,0.0,inf,0.0
панк,панк,3,3,0,0.0,0.0,inf,0.0
питбуль,питбул,5,5,0,0.0,0.0,inf,0.0
юатек,юатек,1,1,0,0.0,0.0,inf,0.0
пошлая,пошл,1,1,0,0.0,0.0,inf,0.0
молли,молл,2,2,0,0.0,0.0,inf,0.0
молодість,молодіст,5,20,0,0.0,0.0,inf,0.0
пройобана,пройоба,5,20,0,0.0,0.0,inf,0.0
рамштайн,рамштайн,3,5,0,0.0,0.0,inf,0.0
рдк,рдк,4,56,0,0.0,0.0,inf,0.0
юбка,юбк,1,1,0,0.0,0.0,inf,0.0
долларом,доллар,1,1,0,0.0,0.0,inf,0.0
крестами,крест,3,3,0,0.0,0.0,inf,0.0
крыльями,крыл,1,1,0,0.0,0.0,inf,0.0
воротнике,воротник,1,1,0,0.0,0.0,inf,0.0
надписью,надпис,5,12,0,0.0,0.0,inf,0.0
пентаграммой,пентаграмм,4,10,0,0.0,0.0,inf,0.0
рунами,рун,9,16,0,0.0,0.0,inf,0.0
самурай,самура,2,17,0,0.0,0.0,inf,0.0
скам,скам,3,3,0,0.0,0.0,inf,0.0
літера,літер,1,1,0,0.0,0.0,inf,0.0
вечеря,вечер,2,5,0,0.0,0.0,inf,0.0
таємна,таємн,2,5,0,0.0,0.0,inf,0.0
теплая,тепл,22,56,0,0.0,0.0,inf,0.0
тикток,тикток,1,1,0,0.0,0.0,inf,0.0
тор,тор,6,20,0,0.0,0.0,inf,0.0
штайнер,штайнер,6,20,0,0.0,0.0,inf,0.0
урбан,урба,13,37,0,0.0,0.0,inf,0.0
тактикал,тактика,8,27,0,0.0,0.0,inf,0.0
всех,всех,2,2,0,0.0,0.0,inf,0.0
гасите,гас,2,2,0,0.0,0.0,inf,0.0
уходя,уход,2,2,0,0.0,0.0,inf,0.0
лвл,лвл,2,2,0,0.0,0.0,inf,0.0
фліска,фліска,4,4,0,0.0,0.0,inf,0.0
форвард,форвард,1,1,0,0.0,0.0,inf,0.0
фіолетова,фіолетов,1,2,0,0.0,0.0,inf,0.0
хардкор,хардкор,4,8,0,0.0,0.0,inf,0.0
китти,китт,1,1,0,0.0,0.0,inf,0.0
хеллоу,хелло,1,1,0,0.0,0.0,inf,0.0
хулиган,хулига,2,2,0,0.0,0.0,inf,0.0
чемпион,чемпион,1,4,0,0.0,0.0,inf,0.0
буллз,буллз,1,2,0,0.0,0.0,inf,0.0
чикаго,чикаг,1,2,0,0.0,0.0,inf,0.0
наружу,наруж,1,1,0,0.0,0.0,inf,0.0
швы,швы,1,1,0,0.0,0.0,inf,0.0
шум,шум,1,4,0,0.0,0.0,inf,0.0
стаф,стаф,10,39,0,0.0,0.0,inf,0.0
проджект,проджект,2,3,0,0.0,0.0,inf,0.0
4pm,4pm,1,1,0,0.0,0.0,inf,0.0
стріляй,стріля,3,7,0,0.0,0.0,inf,0.0
мандруй,мандр,3,7,0,0.0,0.0,inf,0.0
511,511,2,3,0,0.0,0.0,inf,0.0
1654,1654,3,6,0,0.0,0.0,inf,0.0
стор,стор,3,14,0,0.0,0.0,inf,0.0
краматан,крамата,3,32,0,0.0,0.0,inf,0.0
красивые,красив,1,3,0,0.0,0.0,inf,0.0
красно,красн,2,9,0,0.0,0.0,inf,0.0
депо,деп,2,11,0,0.0,0.0,inf,0.0
креатив,креат,1,10,0,0.0,0.0,inf,0.0
крепеж,крепеж,1,2,0,0.0,0.0,inf,0.0
7mountains,7mountains,1,1,0,0.0,0.0,inf,0.0
7sky,7sky,2,3,0,0.0,0.0,inf,0.0
криворіжжя,криворіжж,1,1,0,0.0,0.0,inf,0.0
інфраструктура,інфраструктур,2,2,0,0.0,0.0,inf,0.0
критична,критичн,2,2,0,0.0,0.0,inf,0.0
кроп,кроп,5,11,0,0.0,0.0,inf,0.0
кропп,кропп,2,4,0,0.0,0.0,inf,0.0
крута,крут,6,10,0,0.0,0.0,inf,0.0
круті,круті,1,1,0,0.0,0.0,inf,0.0
shop,shop,62,210,0,0.0,0.0,inf,0.0
7team,7team,1,7,0,0.0,0.0,inf,0.0
ктулху,ктулх,1,2,0,0.0,0.0,inf,0.0
культоні,культоні,1,2,0,0.0,0.0,inf,0.0
культура,культур,5,13,0,0.0,0.0,inf,0.0
купаг,купаг,1,1,0,0.0,0.0,inf,0.0
купаж,купаж,1,1,0,0.0,0.0,inf,0.0
американський,американськ,1,1,0,0.0,0.0,inf,0.0
україні,україні,1,3,0,0.0,0.0,inf,0.0
зіпку,зіпку,2,5,0,0.0,0.0,inf,0.0
abaddon,abaddon,1,2,0,0.0,0.0,inf,0.0
терміт,терміт,1,1,0,0.0,0.0,inf,0.0
you,you,4,14,0,0.0,0.0,inf,0.0
упа,уп,9,55,0,0.0,0.0,inf,0.0
червоно,червон,7,21,0,0.0,0.0,inf,0.0
пусер,пусер,1,1,0,0.0,0.0,inf,0.0
about,about,1,1,0,0.0,0.0,inf,0.0
літні,літні,2,3,0,0.0,0.0,inf,0.0
abrams,abrams,1,6,0,0.0,0.0,inf,0.0
нержавійки,нержавійк,1,1,0,0.0,0.0,inf,0.0
патріотичним,патріотичн,14,74,0,0.0,0.0,inf,0.0
abricos,abricos,1,1,0,0.0,0.0,inf,0.0
хлопця,хлопт^,3,4,0,0.0,0.0,inf,0.0
недорого,недор,3,4,0,0.0,0.0,inf,0.0
літній,літній,1,1,0,0.0,0.0,inf,0.0
короткую,коротк,1,1,0,0.0,0.0,inf,0.0
los,los,1,1,0,0.0,0.0,inf,0.0
angeles,angeles,1,1,0,0.0,0.0,inf,0.0
napapijri,napapijri,1,1,0,0.0,0.0,inf,0.0
лонгслив,лонгсл,9,39,0,0.0,0.0,inf,0.0
модные,модн,9,13,0,0.0,0.0,inf,0.0
трикотажные,трикотажн,5,6,0,0.0,0.0,inf,0.0
рок,рок,13,39,0,0.0,0.0,inf,0.0
свитер,свитер,1,1,0,0.0,0.0,inf,0.0
abuser,abuser,1,2,0,0.0,0.0,inf,0.0
манжетов,манжет,4,9,0,0.0,0.0,inf,0.0
acab,acab,3,10,0,0.0,0.0,inf,0.0
турция,турц,1,1,0,0.0,0.0,inf,0.0
acotar,acotar,1,2,0,0.0,0.0,inf,0.0
начесом,начес,1,1,0,0.0,0.0,inf,0.0
act,act,1,1,0,0.0,0.0,inf,0.0
баталы,батал,1,1,0,0.0,0.0,inf,0.0
уличные,уличн,1,6,0,0.0,0.0,inf,0.0
азова,азов,8,18,0,0.0,0.0,inf,0.0
харькове,харьков,3,7,0,0.0,0.0,inf,0.0
флисовые,флисов,4,4,0,0.0,0.0,inf,0.0
corpse,corpse,1,1,0,0.0,0.0,inf,0.0
cannibal,cannibal,1,1,0,0.0,0.0,inf,0.0
сталкер,сталкер,12,45,0,0.0,0.0,inf,0.0
худак,худак,6,29,0,0.0,0.0,inf,0.0
adanola,adanola,1,1,0,0.0,0.0,inf,0.0
alexander,alexander,3,3,0,0.0,0.0,inf,0.0
зала,зал,13,21,0,0.0,0.0,inf,0.0
трубы,труб,2,2,0,0.0,0.0,inf,0.0
куртка,куртк,3,9,0,0.0,0.0,inf,0.0
куфайка,куфайк,1,7,0,0.0,0.0,inf,0.0
кюлоты,кюлот,1,1,0,0.0,0.0,inf,0.0
кікі,кікі,1,1,0,0.0,0.0,inf,0.0
лавкрафт,лавкрафт,1,1,0,0.0,0.0,inf,0.0
лакор,лакор,4,17,0,0.0,0.0,inf,0.0
лачен,лач,2,2,0,0.0,0.0,inf,0.0
леви,лев,1,1,0,0.0,0.0,inf,0.0
джипі,джипі,1,1,0,0.0,0.0,inf,0.0
легкие,легк,3,5,0,0.0,0.0,inf,0.0
лелека,лелек,1,2,0,0.0,0.0,inf,0.0
леся,ле,1,1,0,0.0,0.0,inf,0.0
линкин,линкин,2,4,0,0.0,0.0,inf,0.0
парк,парк,3,5,0,0.0,0.0,inf,0.0
лого,лог,1,1,0,0.0,0.0,inf,0.0
лойс,лойс,1,3,0,0.0,0.0,inf,0.0
лонг,лонг,4,10,0,0.0,0.0,inf,0.0
рисунком,рисунк,6,20,0,0.0,0.0,inf,0.0
лосини,лосин,1,1,0,0.0,0.0,inf,0.0
луганськ,луганськ,2,4,0,0.0,0.0,inf,0.0
рэперов,рэпер,1,2,0,0.0,0.0,inf,0.0
лук,лук,1,2,0,0.0,0.0,inf,0.0
дедушка,дедушк,1,1,0,0.0,0.0,inf,0.0
лучший,лучш,1,1,0,0.0,0.0,inf,0.0
львівські,львівські,1,2,0,0.0,0.0,inf,0.0
любарт,любарт,2,25,0,0.0,0.0,inf,0.0
голубе,голуб,1,1,0,0.0,0.0,inf,0.0
варта,варт,2,3,0,0.0,0.0,inf,0.0
всього,всьог,2,3,0,0.0,0.0,inf,0.0
люверси,люверс,4,4,0,0.0,0.0,inf,0.0
лють,лют,5,26,0,0.0,0.0,inf,0.0
