term,campaign,impressions,clicks,cost,conversions
спортивні широкі штани чоловічі,Merchant_Shopping,8,1,2.9,0.0
спортивні шорти,Merchant_Shopping,1,0,0.0,0.0
спортивні штани,Merchant_Shopping,76,1,21.32,0.0
спортивні штани baggy,Merchant_Shopping,1,0,0.0,0.0
спортивні штани baggy чоловічі,Merchant_Shopping,6,0,0.0,0.0
спортивні штани h&m,Merchant_Shopping,1,0,0.0,0.0
спортивні штани new balance чоловічі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани reebok,Merchant_Shopping,1,0,0.0,0.0
спортивні штани zara чоловічі,Merchant_Shopping,2,0,0.0,0.0
спортивні штани адідас,Merchant_Shopping,1,0,0.0,0.0
спортивні штани баггі,Merchant_Shopping,2,0,0.0,0.0
спортивні штани баггі підліткові,Merchant_Shopping,1,0,0.0,0.0
спортивні штани баггі чоловічі,Merchant_Shopping,9,0,0.0,0.0
спортивні штани беггі,Merchant_Shopping,2,0,0.0,0.0
спортивні штани без манжетів,Merchant_Shopping,4,0,0.0,0.0
спортивні штани бершка чоловічі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани в зал,Merchant_Shopping,2,0,0.0,0.0
спортивні штани в зал жіночі,Merchant_Shopping,2,0,0.0,0.0
спортивні штани вільного крою,Merchant_Shopping,2,0,0.0,0.0
спортивні штани джогери,Merchant_Shopping,2,0,0.0,0.0
спортивні штани джогери жіночі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани джогери чоловічі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани для хлопців,Merchant_Shopping,1,0,0.0,0.0
спортивні штани жіночі,Merchant_Shopping,37,0,0.0,0.0
спортивні штани жіночі брендові,Merchant_Shopping,2,0,0.0,0.0
спортивні штани жіночі купити,Merchant_Shopping,1,0,0.0,0.0
спортивні штани жіночі прямі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани жіночі пума,Merchant_Shopping,2,0,0.0,0.0
спортивні штани жіночі тринитка,Merchant_Shopping,2,0,0.0,0.0
спортивні штани жіночі чорні,Merchant_Shopping,7,0,0.0,0.0
спортивні штани жіночі широкі,Merchant_Shopping,3,0,0.0,0.0
спортивні штани з карманами жіночі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани з плащівки жіночі,Merchant_Shopping,3,0,0.0,0.0
спортивні штани зара,Merchant_Shopping,1,0,0.0,0.0
спортивні штани зара чоловічі,Merchant_Shopping,3,0,0.0,0.0
спортивні штани кльош,Merchant_Shopping,1,0,0.0,0.0
спортивні штани кльош чоловічі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани купити,Merchant_Shopping,1,0,0.0,0.0
спортивні штани на затяжках,Merchant_Shopping,1,0,0.0,0.0
спортивні штани на флісі чоловічі,Merchant_Shopping,3,0,0.0,0.0
спортивні штани найк жіночі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани найк чоловічі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани оверсайз,Merchant_Shopping,7,1,5.97,0.0
спортивні штани оверсайз чоловічі,Merchant_Shopping,9,0,0.0,0.0
спортивні штани оригінал,Merchant_Shopping,1,0,0.0,0.0
спортивні штани палаццо,Merchant_Shopping,1,0,0.0,0.0
спортивні штани прямого крою,Merchant_Shopping,1,0,0.0,0.0
спортивні штани прямі,Merchant_Shopping,3,0,0.0,0.0
спортивні штани прямі чоловічі,Merchant_Shopping,2,0,0.0,0.0
спортивні штани пума,Merchant_Shopping,1,0,0.0,0.0
спортивні штани пума жіночі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани трьохнитка,Merchant_Shopping,1,0,0.0,0.0
спортивні штани флісові,Merchant_Shopping,1,0,0.0,0.0
спортивні штани чоловічі,Merchant_Shopping,193,2,54.35,0.0
спортивні штани чоловічі адідас,Merchant_Shopping,1,0,0.0,0.0
спортивні штани чоловічі баггі,Merchant_Shopping,4,0,0.0,0.0
спортивні штани чоловічі батали,Merchant_Shopping,1,0,0.0,0.0
спортивні штани чоловічі без манжетів,Merchant_Shopping,2,0,0.0,0.0
спортивні штани чоловічі брендові,Merchant_Shopping,1,0,0.0,0.0
спортивні штани чоловічі великих розмірів,Merchant_Shopping,1,0,0.0,0.0
спортивні штани чоловічі джогери,Merchant_Shopping,1,0,0.0,0.0
спортивні штани чоловічі для залу,Merchant_Shopping,1,0,0.0,0.0
спортивні штани чоловічі молодіжні,Merchant_Shopping,3,1,7.52,0.0
спортивні штани чоловічі на високий зріст,Merchant_Shopping,2,0,0.0,0.0
спортивні штани чоловічі на флісі,Merchant_Shopping,3,0,0.0,0.0
спортивні штани чоловічі недорого,Merchant_Shopping,1,0,0.0,0.0
спортивні штани чоловічі оверсайз,Merchant_Shopping,14,0,0.0,0.0
спортивні штани чоловічі прямі,Merchant_Shopping,6,0,0.0,0.0
спортивні штани чоловічі прямі зимові,Merchant_Shopping,1,1,3.28,0.0
спортивні штани чоловічі теплі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани чоловічі турція,Merchant_Shopping,1,0,0.0,0.0
спортивні штани чоловічі чорні,Merchant_Shopping,3,0,0.0,0.0
спортивні штани чоловічі широкі,Merchant_Shopping,35,1,3.82,0.0
спортивні штани чорні,Merchant_Shopping,2,0,0.0,0.0
спортивні штани чорні чоловічі,Merchant_Shopping,2,0,0.0,0.0
спортивні штани широкі,Merchant_Shopping,17,0,0.0,0.0
спортивні штани широкі жіночі,Merchant_Shopping,1,0,0.0,0.0
спортивні штани широкі чоловічі,Merchant_Shopping,9,1,6.98,0.0
спортивні щтани,Merchant_Shopping,1,0,0.0,0.0
спортивній костюм мужской,Merchant_Shopping,1,0,0.0,0.0
спортівні штани чоловічі,Merchant_Shopping,2,0,0.0,0.0
спутник 1985,Merchant_Shopping,1,0,0.0,0.0
сроп,Merchant_Shopping,1,0,0.0,0.0
ссо магазин,Merchant_Shopping,1,0,0.0,0.0
ссо мерч,Merchant_Shopping,1,0,0.0,0.0
сталкер 2 футболка,Merchant_Shopping,1,0,0.0,0.0
сталкер мерч,Merchant_Shopping,1,0,0.0,0.0
сталкер футболка,Merchant_Shopping,4,0,0.0,0.0
сталкер худі,Merchant_Shopping,8,0,0.0,0.0
стандартний розмір прапора,Merchant_Shopping,13,1,19.66,0.0
стандартний розмір прапора україни,Merchant_Shopping,1,0,0.0,0.0
стандартный размер флага,Merchant_Shopping,3,0,0.0,0.0
старбері,Merchant_Shopping,1,0,0.0,0.0
статуетка донецька область,Merchant_Shopping,2,1,9.28,0.0
стаф,Merchant_Shopping,19,0,0.0,0.0
стаф жіночий,Merchant_Shopping,1,0,0.0,0.0
стаф одяг,Merchant_Shopping,1,0,0.0,0.0
стаф худи,Merchant_Shopping,8,0,0.0,0.0
стаф худі,Merchant_Shopping,5,0,0.0,0.0
стафф,Merchant_Shopping,30,0,0.0,0.0
стафф днепр,Merchant_Shopping,2,0,0.0,0.0
стафф жіночий,Merchant_Shopping,1,0,0.0,0.0
стафф кофта чоловіча,Merchant_Shopping,1,0,0.0,0.0
стафф магазин,Merchant_Shopping,6,0,0.0,0.0
стафф мужская одежда,Merchant_Shopping,2,0,0.0,0.0
стафф одяг жіночий,Merchant_Shopping,1,0,0.0,0.0
стафф сайт,Merchant_Shopping,5,0,0.0,0.0
стафф спортивні штани жіночі,Merchant_Shopping,2,0,0.0,0.0
стафф спортивні штани чоловічі,Merchant_Shopping,1,0,0.0,0.0
стафф украина,Merchant_Shopping,1,0,0.0,0.0
стафф худи,Merchant_Shopping,2,0,0.0,0.0
стафф худі,Merchant_Shopping,2,0,0.0,0.0
стафф худі чоловічі,Merchant_Shopping,1,0,0.0,0.0
стаі,Merchant_Shopping,1,0,0.0,0.0
стела донецька область,Merchant_Shopping,2,1,43.14,0.0
стела донецька область купити,Merchant_Shopping,1,0,0.0,0.0
стела донецька область купить,Merchant_Shopping,1,0,0.0,0.0
стерненко магазин,Merchant_Shopping,7,0,0.0,0.0
стерненко мерч,Merchant_Shopping,55,0,0.0,0.0
стерненко футболки,Merchant_Shopping,3,0,0.0,0.0
стерненко шоп,Merchant_Shopping,1,0,0.0,0.0
стильне худі,Merchant_Shopping,1,0,0.0,0.0
стильний жіночий одяг від українського виробника,Merchant_Shopping,1,0,0.0,0.0
стильний одяг для хлопців,Merchant_Shopping,1,0,0.0,0.0
стильний спортивний костюм чоловічий,Merchant_Shopping,1,0,0.0,0.0
стильное худи женское,Merchant_Shopping,1,0,0.0,0.0
стильные свитшоты мужские,Merchant_Shopping,1,0,0.0,0.0
стильные спортивные штаны,Merchant_Shopping,1,0,0.0,0.0
стильный одежда мужская,Merchant_Shopping,1,0,0.0,0.0
стильні кофти,Merchant_Shopping,1,0,0.0,0.0
стильні худі,Merchant_Shopping,1,0,0.0,0.0
стильні чоловічі футболки,Merchant_Shopping,1,0,0.0,0.0
стильні чоловічі штани,Merchant_Shopping,1,0,0.0,0.0
стильні штани чоловічі,Merchant_Shopping,1,0,0.0,0.0
стима одяг,Merchant_Shopping,1,0,0.0,0.0
стлв,Merchant_Shopping,6,0,0.0,0.0
стоник кофта,Merchant_Shopping,1,0,0.0,0.0
страдіваріус,Merchant_Shopping,1,0,0.0,0.0
стритвир,Merchant_Shopping,3,0,0.0,0.0
стритвир бренды,Merchant_Shopping,1,0,0.0,0.0
стяг,Merchant_Shopping,37,1,7.72,0.0
сувенір для зсу,Merchant_Shopping,1,0,0.0,0.0
сувеніри дснс,Merchant_Shopping,3,0,0.0,0.0
сувеніри зсу,Merchant_Shopping,1,0,0.0,0.0
сувеніри харків,Merchant_Shopping,1,0,0.0,0.0
суисайд бойс мерч,Merchant_Shopping,3,0,0.0,0.0
сіра футболка жіноча оверсайз,Merchant_Shopping,1,0,0.0,0.0
сіре худі,Merchant_Shopping,2,0,0.0,0.0
сірий худі,Merchant_Shopping,1,0,0.0,0.0
сірі спортивні штани чоловічі,Merchant_Shopping,1,0,0.0,0.0
сірі широкі штани,Merchant_Shopping,1,0,0.0,0.0
сірі штани,Merchant_Shopping,1,0,0.0,0.0
сірі штани жіночі спортивні,Merchant_Shopping,1,0,0.0,0.0
сірі штани чоловічі,Merchant_Shopping,1,0,0.0,0.0
таблица размеров штанов мужских,Merchant_Shopping,1,0,0.0,0.0
табу магазин,Merchant_Shopping,1,0,0.0,0.0
тактическая одежда,Merchant_Shopping,1,0,0.0,0.0
тактические толстовки,Merchant_Shopping,2,0,0.0,0.0
тактические футболки,Merchant_Shopping,17,0,0.0,0.0
тактические футболки купить украина,Merchant_Shopping,5,0,0.0,0.0
тактические футболки с принтом,Merchant_Shopping,2,0,0.0,0.0
тактическое худи,Merchant_Shopping,8,0,0.0,0.0
тактична сорочка,Merchant_Shopping,2,0,0.0,0.0
тактична футболка,Merchant_Shopping,13,0,0.0,0.0
тактична футболка з принтом,Merchant_Shopping,3,0,0.0,0.0
тактична худі,Merchant_Shopping,4,0,0.0,0.0
тактичне худі,Merchant_Shopping,6,0,0.0,0.0
тактичне худі з принтом,Merchant_Shopping,15,0,0.0,0.0
тактичний одяг жіночий,Merchant_Shopping,1,0,0.0,0.0
тактичні рубашки,Merchant_Shopping,1,0,0.0,0.0
тактичні футболки,Merchant_Shopping,17,0,0.0,0.0
тактичні футболки з принтом,Merchant_Shopping,19,0,0.0,0.0
тактичні худі,Merchant_Shopping,1,0,0.0,0.0
тактікал,Merchant_Shopping,2,0,0.0,0.0
тапаут худи,Merchant_Shopping,3,0,0.0,0.0
тато футболка,Merchant_Shopping,1,0,0.0,0.0
тату светерс,Merchant_Shopping,1,0,0.0,0.0
твоя культура,Merchant_Shopping,4,0,0.0,0.0
твоя культура одежда,Merchant_Shopping,3,0,0.0,0.0
тейваз,Merchant_Shopping,9,0,0.0,0.0
тейваз бренд,Merchant_Shopping,1,0,0.0,0.0
темно сіра футболка,Merchant_Shopping,1,0,0.0,0.0
тепла худі,Merchant_Shopping,1,0,0.0,0.0
тепле худі,Merchant_Shopping,1,0,0.0,0.0
тепле худі з принтом,Merchant_Shopping,3,0,0.0,0.0
теплий спортивний костюм чоловічий,Merchant_Shopping,1,0,0.0,0.0
теплые мужские штаны купить,Merchant_Shopping,1,0,0.0,0.0
теплые штаны мужские,Merchant_Shopping,1,0,0.0,0.0
теплые штаны мужские спортивные,Merchant_Shopping,30,0,0.0,0.0
теплые штаны палаццо,Merchant_Shopping,1,0,0.0,0.0
теплі зимові спортивні штани чоловічі,Merchant_Shopping,1,0,0.0,0.0
теплі спортивні чоловічі штани,Merchant_Shopping,2,0,0.0,0.0
теплі спортивні штани чоловічі,Merchant_Shopping,1,0,0.0,0.0
теплі флісові штани жіночі,Merchant_Shopping,1,0,0.0,0.0
теплі худі,Merchant_Shopping,15,0,0.0,0.0
теплі худі чоловічі,Merchant_Shopping,5,0,0.0,0.0
теплі худі чоловічі з принтом,Merchant_Shopping,1,0,0.0,0.0
теплі чоловічі штани,Merchant_Shopping,1,0,0.0,0.0
теплі штани найк,Merchant_Shopping,1,0,0.0,0.0
теплі штани чоловічі,Merchant_Shopping,2,0,0.0,0.0
територія мінімальних цін,Merchant_Shopping,3,1,7.79,0.0
термофутболка чоловіча,Merchant_Shopping,1,0,0.0,0.0
термохромная футболка,Merchant_Shopping,2,0,0.0,0.0
терра инкогнита одесса,Merchant_Shopping,1,0,0.0,0.0
тнмк мерч,Merchant_Shopping,1,0,0.0,0.0
тнмк шоп,Merchant_Shopping,1,0,0.0,0.0
тнф,Merchant_Shopping,1,0,0.0,0.0
токийские мстители худи,Merchant_Shopping,1,0,0.0,0.0
толстовка,Merchant_Shopping,59,1,7.26,0.0
толстовка 3xl,Merchant_Shopping,1,0,0.0,0.0
толстовка angel,Merchant_Shopping,1,0,0.0,0.0
толстовка bear,Merchant_Shopping,1,0,0.0,0.0
толстовка dobermans aggressive,Merchant_Shopping,3,0,0.0,0.0
толстовка fzm,Merchant_Shopping,8,0,0.0,0.0
толстовка world of tanks,Merchant_Shopping,2,0,0.0,0.0
толстовка ария,Merchant_Shopping,3,0,0.0,0.0
толстовка без резинки внизу,Merchant_Shopping,1,0,0.0,0.0
толстовка доберман агрессив,Merchant_Shopping,4,0,0.0,0.0
толстовка женская,Merchant_Shopping,3,0,0.0,0.0
толстовка женская с капюшоном,Merchant_Shopping,1,0,0.0,0.0
толстовка женская с капюшоном на молнии,Merchant_Shopping,1,0,0.0,0.0
толстовка жіноча,Merchant_Shopping,5,0,0.0,0.0
толстовка жіноча з принтом,Merchant_Shopping,1,0,0.0,0.0
толстовка жіноча на блискавці,Merchant_Shopping,1,0,0.0,0.0
толстовка жіноча на замку,Merchant_Shopping,1,0,0.0,0.0
толстовка жіноча оверсайз,Merchant_Shopping,1,0,0.0,0.0
толстовка з вишивкою,Merchant_Shopping,2,0,0.0,0.0
толстовка и худи разница,Merchant_Shopping,1,0,0.0,0.0
толстовка казахстан,Merchant_Shopping,1,0,0.0,0.0
толстовка кино,Merchant_Shopping,1,0,0.0,0.0
толстовка киш,Merchant_Shopping,1,0,0.0,0.0
толстовка купити,Merchant_Shopping,1,0,0.0,0.0
толстовка купить,Merchant_Shopping,2,0,0.0,0.0
толстовка милитари,Merchant_Shopping,1,0,0.0,0.0
толстовка мужская,Merchant_Shopping,31,0,0.0,0.0
толстовка мужская с капюшоном,Merchant_Shopping,1,0,0.0,0.0
толстовка мужская с принтом,Merchant_Shopping,1,0,0.0,0.0
толстовка мужская харьков,Merchant_Shopping,1,0,0.0,0.0
толстовка на блискавці,Merchant_Shopping,3,0,0.0,0.0
толстовка на блискавці жіноча,Merchant_Shopping,1,0,0.0,0.0
толстовка на блискавці чоловіча,Merchant_Shopping,1,0,0.0,0.0
толстовка на замку жіноча,Merchant_Shopping,1,0,0.0,0.0
толстовка на молнии,Merchant_Shopping,1,0,0.0,0.0
толстовка напапири,Merchant_Shopping,1,0,0.0,0.0
толстовка нефорская,Merchant_Shopping,1,0,0.0,0.0
толстовка норд дивижн,Merchant_Shopping,12,0,0.0,0.0
толстовка оверсайз,Merchant_Shopping,2,0,0.0,0.0
толстовка оверсайз женская,Merchant_Shopping,2,0,0.0,0.0
толстовка оверсайз купить,Merchant_Shopping,1,0,0.0,0.0
толстовка оверсайз черная,Merchant_Shopping,4,0,0.0,0.0
толстовка питбуль,Merchant_Shopping,1,0,0.0,0.0
толстовка плюшевая,Merchant_Shopping,1,0,0.0,0.0
толстовка принт,Merchant_Shopping,2,0,0.0,0.0
толстовка рок,Merchant_Shopping,4,0,0.0,0.0
толстовка с готическим шрифтом,Merchant_Shopping,2,0,0.0,0.0
толстовка с капюшоном,Merchant_Shopping,1,0,0.0,0.0
толстовка с принтом,Merchant_Shopping,9,1,4.54,0.0
толстовка с принтом на спине,Merchant_Shopping,2,0,0.0,0.0
толстовка с рогами дьявола,Merchant_Shopping,1,0,0.0,0.0
толстовка с черепом,Merchant_Shopping,2,0,0.0,0.0
толстовка со своим принтом,Merchant_Shopping,1,0,0.0,0.0
толстовка сталкер,Merchant_Shopping,3,0,0.0,0.0
толстовка стафф,Merchant_Shopping,6,0,0.0,0.0
толстовка тактическая,Merchant_Shopping,5,0,0.0,0.0
толстовка тактична,Merchant_Shopping,2,0,0.0,0.0
толстовка украина,Merchant_Shopping,1,0,0.0,0.0
толстовка худи,Merchant_Shopping,2,0,0.0,0.0
толстовка чвк вагнер,Merchant_Shopping,1,0,0.0,0.0
толстовка череп,Merchant_Shopping,1,0,0.0,0.0
толстовка черная,Merchant_Shopping,1,0,0.0,0.0
толстовка черная на молнии,Merchant_Shopping,2,0,0.0,0.0
толстовка чоловіча,Merchant_Shopping,47,0,0.0,0.0
толстовка чоловіча з капюшоном,Merchant_Shopping,2,0,0.0,0.0
толстовка чоловіча на блискавці,Merchant_Shopping,1,0,0.0,0.0
толстовки,Merchant_Shopping,15,0,0.0,0.0
толстовки больших размеров,Merchant_Shopping,11,0,0.0,0.0
толстовки в грозном,Merchant_Shopping,1,0,0.0,0.0
толстовки женские купить в украине,Merchant_Shopping,1,0,0.0,0.0
толстовки з принтом,Merchant_Shopping,7,0,0.0,0.0
толстовки киев,Merchant_Shopping,5,0,0.0,0.0
толстовки милитари,Merchant_Shopping,1,0,0.0,0.0
толстовки мужские,Merchant_Shopping,2,0,0.0,0.0
толстовки мужские брендовые,Merchant_Shopping,3,0,0.0,0.0
толстовки на молнии для девочек,Merchant_Shopping,1,0,0.0,0.0
толстовки парные,Merchant_Shopping,2,0,0.0,0.0
толстовки с иероглифами,Merchant_Shopping,1,0,0.0,0.0
толстовки с капюшоном,Merchant_Shopping,2,0,0.0,0.0
толстовки с черепами,Merchant_Shopping,6,0,0.0,0.0
толстовки светящиеся в темноте,Merchant_Shopping,1,0,0.0,0.0
толстовки стафф,Merchant_Shopping,2,0,0.0,0.0
толстовки харьков,Merchant_Shopping,1,0,0.0,0.0
толстовки чоловічі,Merchant_Shopping,8,0,0.0,0.0
толстовку купить женскую,Merchant_Shopping,3,0,0.0,0.0
тонкие спортивные штаны мужские,Merchant_Shopping,1,0,0.0,0.0
топ 10 українських брендів одягу,Merchant_Shopping,5,0,0.0,0.0
топ українських брендів,Merchant_Shopping,7,0,0.0,0.0
топ українських брендів одягу,Merchant_Shopping,5,0,0.0,0.0
топовые свитшоты,Merchant_Shopping,1,0,0.0,0.0
тор штайнер зипка,Merchant_Shopping,1,0,0.0,0.0
тор штайнер кофта,Merchant_Shopping,5,0,0.0,0.0
тор штайнер худи,Merchant_Shopping,1,0,0.0,0.0
тревожная масса толстовка,Merchant_Shopping,1,0,0.0,0.0
третя штурмова магазин,Merchant_Shopping,1,0,0.0,0.0
трешер,Merchant_Shopping,1,0,0.0,0.0
трешер худи серый,Merchant_Shopping,1,0,0.0,0.0
тривожна маса футболка,Merchant_Shopping,1,0,0.0,0.0
трико широкие,Merchant_Shopping,1,0,0.0,0.0
трикотажные штаны мужские,Merchant_Shopping,2,0,0.0,0.0
трикотажный стиль,Merchant_Shopping,1,0,0.0,0.0
трикотажні спортивні шорти жіночі,Merchant_Shopping,1,0,0.0,0.0
трикотажні спортивні штани жіночі,Merchant_Shopping,1,1,13.45,0.0
трикотажні спортивні штани чоловічі,Merchant_Shopping,1,0,0.0,0.0
трикотажні штани,Merchant_Shopping,1,0,0.0,0.0
трикотажні штани чоловічі,Merchant_Shopping,2,0,0.0,0.0
тримач для прапора,Merchant_Shopping,3,0,0.0,0.0
тримач для прапора на могилу,Merchant_Shopping,2,0,0.0,0.0
тримач для прапора на стіну,Merchant_Shopping,4,0,0.0,0.0
тримач для прапорів,Merchant_Shopping,1,0,0.0,0.0
тримач прапора,Merchant_Shopping,1,0,0.0,0.0
тримачі для прапорів,Merchant_Shopping,4,0,0.0,0.0
тринитка пеньє,Merchant_Shopping,1,0,0.0,0.0
трьохнитка,Merchant_Shopping,1,0,0.0,0.0
тур веар,Merchant_Shopping,6,0,0.0,0.0
тур вір,Merchant_Shopping,1,0,0.0,0.0
тур магазин,Merchant_Shopping,8,0,0.0,0.0
тур одежда,Merchant_Shopping,3,0,0.0,0.0
тур одяг,Merchant_Shopping,2,0,0.0,0.0
турвеар,Merchant_Shopping,3,0,0.0,0.0
турвер,Merchant_Shopping,8,0,0.0,0.0
турвір,Merchant_Shopping,6,0,0.0,0.0
тцк футболка,Merchant_Shopping,2,0,0.0,0.0
у2к,Merchant_Shopping,2,0,0.0,0.0
убакс з принтом,Merchant_Shopping,1,0,0.0,0.0
удлиненный худи,Merchant_Shopping,3,0,0.0,0.0
укр армор,Merchant_Shopping,6,0,0.0,0.0
укр бренд,Merchant_Shopping,6,0,0.0,0.0
укр бренд одежды,Merchant_Shopping,1,0,0.0,0.0
укр бренди,Merchant_Shopping,3,0,0.0,0.0
укр бренди одягу,Merchant_Shopping,4,0,0.0,0.0
укр худі,Merchant_Shopping,7,0,0.0,0.0
украинская молодежная одежда,Merchant_Shopping,2,0,0.0,0.0
украинская футболка,Merchant_Shopping,1,0,0.0,0.0
украинские бренды одежды,Merchant_Shopping,1,0,0.0,0.0
украинские бренды одежды для молодежи,Merchant_Shopping,3,0,0.0,0.0
украинские свитшоты,Merchant_Shopping,1,0,0.0,0.0
украинский streetwear,Merchant_Shopping,1,0,0.0,0.0
украинский бренд одежды,Merchant_Shopping,11,0,0.0,0.0
украинский бренд футболок,Merchant_Shopping,1,0,0.0,0.0
украинский мерч,Merchant_Shopping,2,0,0.0,0.0
укрармор,Merchant_Shopping,1,0,0.0,0.0
українська правда мерч,Merchant_Shopping,1,0,0.0,0.0
українське худі,Merchant_Shopping,4,0,0.0,0.0
українськи бренди одягу,Merchant_Shopping,4,0,0.0,0.0
український бренд одягу,Merchant_Shopping,5,0,0.0,0.0
український бренд одягу для чоловіків,Merchant_Shopping,1,0,0.0,0.0
український бренд одягу чоловічий,Merchant_Shopping,1,0,0.0,0.0
український бренд худі,Merchant_Shopping,4,0,0.0,0.0
український бренд чоловічого одягу,Merchant_Shopping,2,0,0.0,0.0
український прапор купити,Merchant_Shopping,2,0,0.0,0.0
українські бренди,Merchant_Shopping,1,0,0.0,0.0
українські бренди вуличного одягу,Merchant_Shopping,1,0,0.0,0.0
українські бренди одягу,Merchant_Shopping,18,0,0.0,0.0
українські бренди одягу для чоловіків,Merchant_Shopping,1,0,0.0,0.0
українські бренди спортивного одягу,Merchant_Shopping,1,0,0.0,0.0
українські бренди футболок,Merchant_Shopping,3,0,0.0,0.0
українські бренди чоловічого одягу,Merchant_Shopping,6,0,0.0,0.0
українські бренди чоловічого спортивного одягу,Merchant_Shopping,6,0,0.0,0.0
українські військові бренди,Merchant_Shopping,1,0,0.0,0.0
українські кофти,Merchant_Shopping,2,0,0.0,0.0
українські мілітарі бренди,Merchant_Shopping,1,0,0.0,0.0
українські плакати,Merchant_Shopping,1,0,0.0,0.0
українські світшоти,Merchant_Shopping,2,0,0.0,0.0
українські фірми одягу,Merchant_Shopping,4,0,0.0,0.0
українські худі,Merchant_Shopping,10,0,0.0,0.0
українські худі чоловічі,Merchant_Shopping,8,0,0.0,0.0
укрзалізниця мерч,Merchant_Shopping,1,0,0.0,0.0
укрзалізниця шоп,Merchant_Shopping,1,0,0.0,0.0
уляна дель рей мерч,Merchant_Shopping,1,0,0.0,0.0
упа футболка,Merchant_Shopping,2,0,0.0,0.0
урбан,Merchant_Shopping,1,0,0.0,0.0
урбан бренд,Merchant_Shopping,5,0,0.0,0.0
урбан планет,Merchant_Shopping,1,0,0.0,0.0
урбан тактикал,Merchant_Shopping,11,0,0.0,0.0
урбан тактикал футболка,Merchant_Shopping,1,0,0.0,0.0
урбан тактикал худи,Merchant_Shopping,4,0,0.0,0.0
урбан тактікал,Merchant_Shopping,2,0,0.0,0.0
урбанист,Merchant_Shopping,6,0,0.0,0.0
урбаніст,Merchant_Shopping,2,0,0.0,0.0
уходя гасите всех кофта,Merchant_Shopping,1,0,0.0,0.0
файна леди,Merchant_Shopping,2,0,0.0,0.0
файфа,Merchant_Shopping,1,0,0.0,0.0
фамо,Merchant_Shopping,1,0,0.0,0.0
фамо юа,Merchant_Shopping,1,0,0.0,0.0
фантом худи,Merchant_Shopping,1,0,0.0,0.0
фантомка кофта,Merchant_Shopping,1,0,0.0,0.0
фаренгейт,Merchant_Shopping,1,0,0.0,0.0
фарфі,Merchant_Shopping,2,0,0.0,0.0
фарфі худі,Merchant_Shopping,3,0,0.0,0.0
феминиста,Merchant_Shopping,1,1,5.42,0.0
флаг,Merchant_Shopping,80,0,0.0,0.0
флаг 3 ошб,Merchant_Shopping,6,0,0.0,0.0
флаг 3 штурмовой бригады,Merchant_Shopping,1,0,0.0,0.0
флаг nord division,Merchant_Shopping,2,0,0.0,0.0
флаг азов,Merchant_Shopping,3,0,0.0,0.0
флаг азова,Merchant_Shopping,5,0,0.0,0.0
флаг военная разведка,Merchant_Shopping,6,0,0.0,0.0
флаг военной разведки,Merchant_Shopping,1,0,0.0,0.0
флаг военный,Merchant_Shopping,11,0,0.0,0.0
флаг всу украины,Merchant_Shopping,1,0,0.0,0.0
флаг днр купить,Merchant_Shopping,3,0,0.0,0.0
флаг донбасс,Merchant_Shopping,2,0,0.0,0.0
флаг донбасса,Merchant_Shopping,28,1,11.63,0.0
флаг донбасса купить,Merchant_Shopping,11,0,0.0,0.0
флаг донбасу,Merchant_Shopping,2,0,0.0,0.0
флаг донецк,Merchant_Shopping,1,0,0.0,0.0
флаг донецка,Merchant_Shopping,6,0,0.0,0.0
флаг донецка украина,Merchant_Shopping,2,0,0.0,0.0
флаг донецкой,Merchant_Shopping,3,0,0.0,0.0
флаг донецкой области,Merchant_Shopping,158,0,0.0,0.0
флаг донецкой области купить,Merchant_Shopping,23,0,0.0,0.0
флаг донецька,Merchant_Shopping,2,0,0.0,0.0
флаг донецької області,Merchant_Shopping,5,0,0.0,0.0
флаг дснс,Merchant_Shopping,5,0,0.0,0.0
флаг з,Merchant_Shopping,1,0,0.0,0.0
флаг зсу,Merchant_Shopping,6,0,0.0,0.0
флаг киев,Merchant_Shopping,1,0,0.0,0.0
флаг кракена купить,Merchant_Shopping,2,0,0.0,0.0
флаг купить,Merchant_Shopping,35,0,0.0,0.0
флаг мафии,Merchant_Shopping,3,0,0.0,0.0
флаг махна,Merchant_Shopping,1,0,0.0,0.0
флаг на авто,Merchant_Shopping,1,0,0.0,0.0
флаг на заказ,Merchant_Shopping,16,2,16.44,0.0
флаг на стену,Merchant_Shopping,64,0,0.0,0.0
флаг на стену купить,Merchant_Shopping,8,0,0.0,0.0
флаг не умеешь не исполняй,Merchant_Shopping,2,0,0.0,0.0
флаг норд дивижн,Merchant_Shopping,3,0,0.0,0.0
флаг пиратов,Merchant_Shopping,9,0,0.0,0.0
флаг пиратский купить,Merchant_Shopping,8,0,0.0,0.0
флаг под заказ,Merchant_Shopping,1,0,0.0,0.0
