название	идентификатор	цена	состояние	наличие	Канал	ярлык фида	Язык	update type	все клики	доставка(сервис доставки:страна доставки:цена доставки)	категория продукта google	код производителя	марка	метка продавца 0	описание	ссылка	ссылка на изображение	тип товара
"Szklarnia Szeroka Ekspert Tunel 40x20 3,5x8m z poliwęglanem 4mm"	665618502822	2699.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	1	:PL:				szklarnia	"Specyfikacje: Szerokość: 3,5 mDługość: 8 mWysokość: 2 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 40x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 4 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (1,31 х 1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) Szklarnia Ekspert Tunel 40x20 3,5x8m z poliwęglanem 4mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia Ekspert Tunel - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 40x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 4 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Ekspert Tunel 40x20 3,5 mają poszerzone drzwi: Wymiary drzwi: 1,31 m x 1,81 m. Duże drzwi w szklarni zapewniają bardziej elastyczne i efektywne wykorzystanie przestrzeni. Ułatwiają wygodny dostęp do wnętrza szklarni, co ułatwia pielęgnację roślin, prace pielęgnacyjne i zbieranie plonów.Wspomagają lepszą cyrkulację powietrza wewnątrz szklarni.Zapewniają dodatkowe naturalne oświetlenie wewnątrz szklarni, co pozytywnie wpływa na wzrost roślin.Łatwy dostęp dla maszyn rolniczych. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 4 mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-ekspert-tunel-tytan/tproduct/2024417213-665618502822-szklarnia-szeroka-ekspert-tunel-40x20-35	https://static.tildacdn.one/stor6535-3863-4336-a435-383231343133/3d32baa7857e6594916490bd94a41f18.jpg	
"Szklarnia Kompakt Ekspert Tunel 40x20 2,5x4m z poliwęglanem 4mm"	520781448422	1779.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	37	:PL:				szklarnia	"Specyfikacje: Szerokość: 2,5 mDługość: 4 mWysokość: 2 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 40x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 4 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (0,91x1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) Szklarnia TIG EKSPERT KOMPAKT 2,5x4m z profilu 40x20mm z poliwęglanem 4mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia TIG EKSPERT KOMPAKT - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 40x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 4 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 4-6mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-kompakt-ekspert-tunel/tproduct/2022989143-520781448422-szklarnia-kompakt-ekspert-tunel-40x20-25	https://static.tildacdn.one/stor3563-6165-4463-b361-306130326639/f579ae7eb135cb7314f0e67302a17b2d.jpg	
Szklarnia Tytan Ekspert Tunel 40x20 4x10m z poliwęglanem 4mm	414409815632	4149.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	5	Standardowa:PL:0.00 PLN	693	EXP-414409815632	Ekspert Agro	szklarnia	"Szklarnia ogrodowa ekspertagro.pl. – Szerokość: 4 m– Długość: 10 m– Wysokość: 2,2 m– Odstęp między łukami: 0,67 m– Rodzaj profilu: 40×20 mm– Grubość poliwęglanu: 4 mm (gęstość 600-850 g/m2)– Typ konstrukcji: tunel– Ilość drzwi: cztery drzwi (dwie z przodu i z tyłu)– Ilość okienek: cztery okienka (dwa z przodu i z tyłu) Wykonana z wysokiej jakości ocynkowanej stali, pokryta trwałym poliwęglanem komórkowym z ochroną UV. Kompletny zestaw z instrukcją montażu w języku polskim. Łatwy montaż, kotwy w zestawie."	https://ekspertagro.pl/szklarni/tproduct/1500649011-414409815632-szklarnia-tytan-ekspert-tunel-40x20-4x10	https://static.tildacdn.com/stor6663-3531-4666-a365-643562356663/6482da203ffd9a28fa3031d1fa7ea434.jpg	Szklarnie
Szklarnia Went Ekspert Tunel 40x20 3x6m z poliwęglanem 6mm	929959532702	2449.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	2	:PL:				szklarnia	"Specyfikacje: Szerokość szklarni: 3 mDługość szklarni: 6 mWysokość szklarni: 2 mOdstęp między łukami: 0,67 mProfil szklarnie: rura prostokątna z ocynku 40x20mmPokrycie szklarnie: poliwęglan produkcji europejskiejGrubość poliwęglanu: 6 mm (Odporny na promienie UV)Ilość drzwi: dwoje drzwi (z przodu i z tyłu każda z drzwi składa się z dwóch otwierających elementów) W celu uzyskania maksymalnej sztywności front i tyl szklarni zostały spawane, łuki są jednolite, bez węzłów połączeniowych. Szklarnia Tunel Went Ekspert 40x20 3x6m z poliwęglanem 6mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia Tunel Went Ekspert - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 40x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 6 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Nowa szklarnia wyposażona jest w podwójne drzwi, które można otwierać niezależnie lub jednocześnie. Takie rozwiązanie zapewnia lepszą wentylację z obu stron. Wymiary jednego segmentu drzwi to: szerokość 0,85 m i wysokość 0,89 m. Szklarnia łatwo montuje się samodzielnie, zgodnie z instrukcją, którą znajdziecie Państwo w zestawie. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Ponadto możecie skorzystać z naszej usługi montażu. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Tunel Went Ekspert: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 6 mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-went-ekspert-tunel/tproduct/2024410953-929959532702-szklarnia-went-ekspert-tunel-40x20-3x6m	https://static.tildacdn.one/stor6462-6161-4630-b836-376366356462/2b82df02efac3ccca1b7588cdf2e8c96.jpg	
Fundament ze stali ocynkowanej pod szklarnię 2×10 m	636739552452	1168.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	0	:PL:					"Fundament Ekspert służy jako dodatkowe wzmocnienie do mocowania szklarni na ziemi i pozwala przedłużyć żywotność szklarni. Fundament wykonany jest ze stali ocynkowanej o przekroju prostokątnym w kształcie litery U. Fundament dopasowany do szklarnie 2 x 10 m Zestaw zawiera: Profile-U (podstawy fundamentowe);Kotwy do wbijania w ziemię (12 szt.);Łączniki do montażu fundamentu;Zestaw montażowy do instalacji szklarni na fundamencie.Fundament jest łatwy w montażu zgodnie z naszą instrukcją. Nie musisz nic kupować, wszystkie niezbędne elementy są już w zestawie. Otrzymasz fundament wraz z niezbędnymi śrubami i wkrętami samogwintującymi do jego montażu, a także zestaw montażowy do zainstalowania szklarni na fundamencie. Specyfikacje: – Szerokość: 2 m – Długość: 10 m – Wysokość profilu-U: 8 cm – Szerokość profilu-U: 4 cm – Całkowita długość kotw: 40 cm – Długość kotw zanurzonych w ziemi: 32cm – Kotwy do wkopania w ziemię: 12 szt."	https://ekspertagro.pl/fundament-do-szklarni/tproduct/1614163071-636739552452-fundament-ze-stali-ocynkowanej-pod-szkla	https://static.tildacdn.one/stor3162-3932-4264-b935-376664326436/22126882.png	
Ramka Ekspert Ogrodowa 40x100x196 cm	927611708912	415.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	12	:PL:					"Ramki ogrodowe (grządki) przeznaczone są do uprawy warzyw oraz kwiatów. Wykonano je z wytrzymałej, ocynkowanej stali o grubości 0,5 mm, dodatkowo zabezpieczonej warstwą polimerową. Specyfikacja produktu: Materiał: blacha ocynkowana o grubości 0,5 mmWymiary: 40 cm × 100 cm × 196 cmWysokość: 40 cmSzerokość: 100 cmDługość: 196 cm Standardowa długość ramki wynosi 196 cm, ale można ją zwiększyć do potrzebnego wymiaru dzięki elementom przedłużającym o długości 98 cm. Przedłużenia o długości 98 cm dostępne są w katalogu w sekcji Akcesoria do szklarni. Koszt i dobór przedłużeń Przedłużki o długości 98 cm można dokupić osobno i dopasować do ramki o wymiarach 20×65×196 cm. Przykład: Aby uzyskać grządkę o długości 4 metrów, należy zamówić jedną ramkę w rozmiarze standardowym (40×100×196 cm) oraz dwie przedłużki 98 cm. Po ich zmontowaniu otrzymasz konstrukcję o łącznej długości 392 cm. Jeśli nie jesteś pewien, ile elementów przedłużających będzie potrzebnych, zamów ramkę w rozmiarze podstawowym i napisz w komentarzu do zamówienia: ""Potrzebuję pomocy w doborze liczby przedłużeń do ramki ogrodowej."" Dostępne warianty ramek: Szerokość: 65 cm lub 100 cmWysokość: 20 cm lub 40 cm Dostępne warianty przedłużeń: Wysokość: 20 cm lub 40 cm Konstrukcja grządek została opracowana w taki sposób, aby ułatwiać pielenie i ograniczać przerastanie chwastów. Wystarczy usuwać je jedynie wewnątrz ramki, a dzięki odpowiednio dobranym wymiarom dostęp do roślin jest wygodny. Ramki ogrodowe pomagają utrzymać porządek na działce, umożliwiają estetyczne wydzielenie stref i tworzenie harmonijnego układu ogrodu. W razie potrzeby gotowe moduły można przenieść w inne miejsce, zmieniając aranżację przestrzeni. Metalowe grządki mogą pozostawać na zewnątrz przez cały rok. Warstwa antykorozyjna chroni je przed deszczem, śniegiem i mrozem. Konstrukcja jest łatwa do samodzielnego montażu — w każdym zestawie znajduje się instrukcja oraz wszystkie elementy mocujące. Boki ramki są zagięte do wewnątrz i starannie wyszlifowane, co minimalizuje ryzyko skaleczeń podczas montażu i użytkowania przy zachowaniu podstawowych zasad bezpieczeństwa."	https://ekspertagro.pl/akcesoria-do-szklarni/tproduct/1578428051-927611708912-ramka-ekspert-ogrodowa-40x100x196-cm	https://static.tildacdn.one/stor3864-3961-4063-a631-663835623466/61f3b887340f387ac1c65c48a62b8d67.jpg	
"Szklarnia Szeroka Ekspert Tunel 40x20 3,5x4m z poliwęglanem 6mm"	392516639432	2249.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	0	:PL:				szklarnia	"Specyfikacje: Szerokość: 3,5 mDługość: 4 mWysokość: 2 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 40x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 6 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (1,31 х 1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) Szklarnia Ekspert Tunel 40x20 3,5x4m z poliwęglanem 6mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia Ekspert Tunel - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 40x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 6 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Ekspert Tunel 40x20 3,5 mają poszerzone drzwi: Wymiary drzwi: 1,31 m x 1,81 m. Duże drzwi w szklarni zapewniają bardziej elastyczne i efektywne wykorzystanie przestrzeni. Ułatwiają wygodny dostęp do wnętrza szklarni, co ułatwia pielęgnację roślin, prace pielęgnacyjne i zbieranie plonów.Wspomagają lepszą cyrkulację powietrza wewnątrz szklarni.Zapewniają dodatkowe naturalne oświetlenie wewnątrz szklarni, co pozytywnie wpływa na wzrost roślin.Łatwy dostęp dla maszyn rolniczych. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 6 mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-ekspert-tunel-tytan/tproduct/2024417213-392516639432-szklarnia-szeroka-ekspert-tunel-40x20-35	https://static.tildacdn.one/stor6535-3863-4336-a435-383231343133/3d32baa7857e6594916490bd94a41f18.jpg	
Szklarnia Mini Ekspert Tunel 20×20 2x8m z poliwęglanem 4mm	514708050392	2199.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	0	:PL:				szklarnia	"Specyfikacje : Szerokość: 2 mDługość: 8 mWysokość: 1,9 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 20x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 4 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (0,91x1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) Szklarnia MINI Ekspert Tunel 2x8 m z profilu 20x20mm z poliwęglanem 4 mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia MINI Ekspert Tunel 2x8 m - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 20x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 4 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 4 mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-mini-ekspert-tunel/tproduct/2024409063-514708050392-szklarnia-mini-ekspert-tunel-2020-2x8m-z	https://static.tildacdn.one/stor3762-6239-4565-b834-336664333838/a5b5ce4be793694a7ecbbc5cced2e491.jpg	
Dodatkowe okno boczne do szklarni typ Tunel 67 cm	565266905912	99.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	5	:PL:					"Specyfikacje: – Wymiary zewnętrzne: 64,5 cm x 50,5 cm – Wymiar okna: 55,5 cm x 41,8 cm – Konstrukcja: opływowy kształt do tunelu – Profil: 20×20 mm – Materiał: stal ocynkowana – Do szklarni o odległości między łukami: 0,67 m – Do typy konstrukcji szklarni: do szklarni tunel Boczne okno pozwoli na regulację temperatury w szklarni. Montuje się go na bocznej ścianie lub dachu szklarni w celu poprawy wentylacji i utrzymania odpowiedniego klimatu do uprawy roślin i zbioru. Okno można łatwo przymocować do poliwęglanu za pomocą specjalnych wkrętów samogwintujących. W każdym zestawie dołączona jest instrukcja montażu oraz wszystkie niezbędne elementy złączne. Boczne okno pozwoli Ci regulować temperaturę w szklarni. Dodatkowe okno boczne Ekspert do szklarni typ Tunel 67 cm przeznaczony jest do montażu w szklarni typu tunel. Z odległością między łukami 67cm Nadaje się do szklarni: Szklarnia Ekspert Tunel 40×20 3m Szklarnia Ekspert Tunel 25×20 3m Szklarnia Ekspert Tunel 40×20 3,5m Szklarnia Ekspert Tunel Mini 25×20 2m Szklarnia Ekspert Wysoka Tunel 40×20 3m"	https://ekspertagro.pl/akcesoria-do-szklarni/tproduct/1578428051-565266905912-dodatkowe-okno-boczne-do-szklarni-typ-tu	https://static.tildacdn.one/stor6663-3436-4464-a663-393333636239/88620849.jpg	
Zestaw do podwiązywania roślin do szklarni 8m	613244308572	60.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	20	:PL:					"Specyfikacje: Do szklarni o długości: 8 mMateriał: stal Zestaw do podwiązywania przeznaczony jest do mocowania wysokich roślin szklarniowych: pomidorów, papryki, ogórków, melonów, arbuzów, winogron itp. Zestaw to drut na wymiar długości szklarni, który mocuje się do łuków szklarni. Zestaw zawiera kompletny zestaw mocowań do łuków, śrub, zacisków i drutu."	https://ekspertagro.pl/tproduct/1-613244308572-zestaw-do-podwizywania-rolin-do-szklarni	https://static.tildacdn.one/stor3438-3431-4663-b436-663833393135/26718936.jpg	
Zestaw do podwiązywania roślin do szklarni 2m	727136140642	30.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	11	:PL:					"Specyfikacje: Do szklarni o długości: 2 mMateriał: stal Zestaw do podwiązywania przeznaczony jest do mocowania wysokich roślin szklarniowych: pomidorów, papryki, ogórków, melonów, arbuzów, winogron itp. Zestaw to drut na wymiar długości szklarni, który mocuje się do łuków szklarni. Zestaw zawiera kompletny zestaw mocowań do łuków, śrub, zacisków i drutu."	https://ekspertagro.pl/tproduct/1-727136140642-zestaw-do-podwizywania-rolin-do-szklarni	https://static.tildacdn.one/stor3438-3431-4663-b436-663833393135/26718936.jpg	
Szklarnia Ekspert Tunel 20×20 3x8m z poliwęglanem 4mm	807556392912	2299.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	1	:PL:				szklarnia	"Specyfikacje : Szerokość: 3 mDługość: 8 mWysokość: 2 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 20x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 4 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (0,91x1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) SZKLARNIA EKSPERT TUNEL 20x20 3x8m z poliwęglanu 4 mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia Ekspert tunel 20x20 - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 20x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 4 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Szklarnia łatwo montuje się samodzielnie, zgodnie z instrukcją, którą znajdziecie Państwo w zestawie. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Ponadto możecie skorzystać z naszej usługi montażu. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 4-6mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-ekspert-tunel-20-20/tproduct/2024415033-807556392912-szklarnia-ekspert-tunel-2020-3x8m-z-poli	https://static.tildacdn.one/stor3931-3332-4037-b538-343038306430/c116669647ff684a2df836e61f8a99ff.jpg	
Fundament ze stali ocynkowanej pod szklarnię 3×10 m	230788192362	1249.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	0	:PL:					"Fundament Ekspert służy jako dodatkowe wzmocnienie do mocowania szklarni na ziemi i pozwala przedłużyć żywotność szklarni. Fundament wykonany jest ze stali ocynkowanej o przekroju prostokątnym w kształcie litery U. Fundament dopasowany do szklarnie 3 x 10 m Zestaw zawiera: Profile-U (podstawy fundamentowe);Kotwy do wbijania w ziemię (12 szt.);Łączniki do montażu fundamentu;Zestaw montażowy do instalacji szklarni na fundamencie.Fundament jest łatwy w montażu zgodnie z naszą instrukcją. Nie musisz nic kupować, wszystkie niezbędne elementy są już w zestawie. Otrzymasz fundament wraz z niezbędnymi śrubami i wkrętami samogwintującymi do jego montażu, a także zestaw montażowy do zainstalowania szklarni na fundamencie. Specyfikacje: – Szerokość: 3 m – Długość: 10 m – Wysokość profilu-U: 8 cm – Szerokość profilu-U: 4 cm – Całkowita długość kotw: 40 cm – Długość kotw zanurzonych w ziemi: 32cm – Kotwy do wkopania w ziemię: 12 szt."	https://ekspertagro.pl/fundament-do-szklarni/tproduct/1614163071-230788192362-fundament-ze-stali-ocynkowanej-pod-szkla	https://static.tildacdn.one/stor3162-3932-4264-b935-376664326436/22126882.png	
