Campaign,Placement,Display_name,Target_url,Impressions
dspl / ca,1-1632384400,"Mobile App: Solitaire Collection-Card Game (iTunes App Store), by Aged Studio Limited",https://itunes.apple.com/us/app/id1632384400,11
dspl / ca,1-6498883328,"Mobile App: Tile Explorer: Tiles Clear! (iTunes App Store), by OAKEVER GAMES PTE. LTD.",https://itunes.apple.com/us/app/id6498883328,11
dspl / ca,1-1574455218,"Mobile App: Gun Sprint (iTunes App Store), by KAYAC Inc.",https://itunes.apple.com/us/app/id1574455218,11
dspl / ca,2-com.fenghenda.mahjong,"Mobile App: Mahjong (Google Play), by CanaryDroid",https://play.google.com/store/apps/details?id=com.fenghenda.mahjong,11
dspl / ca,1-635828559,"Mobile App: Tuner Lite by Piascore (iTunes App Store), by Piascore, Inc.",https://itunes.apple.com/us/app/id635828559,11
dspl / ca,2-com.Parkour.Master.Obby.Games,"Mobile App: Parkour Master: Obby Games (Google Play), by H2T GLOBAL PTE. LTD.",https://play.google.com/store/apps/details?id=com.Parkour.Master.Obby.Games,11
dspl / ca,1-1566174072,"Mobile App: Block Puzzle - Sudoku Style (iTunes App Store), by Staple Games, LLC",https://itunes.apple.com/us/app/id1566174072,11
dspl / ca,1-1123930673,"Mobile App: Word Search Pro‧ (iTunes App Store), by NODRIX GAMES PTE. LTD.",https://itunes.apple.com/us/app/id1123930673,11
dspl / ca,2-com.hectopixel.match3,"Mobile App: Match 3 Jewels (Google Play), by Hectopixel - Great Jewel Games",https://play.google.com/store/apps/details?id=com.hectopixel.match3,11
dspl / ca,1-6443555191,"Mobile App: Lazy Jump 3D (iTunes App Store), by SayGames LTD",https://itunes.apple.com/us/app/id6443555191,11
dspl / ca,1-6465898527,"Mobile App: Nolem Playland Addons (iTunes App Store), by Quan Nguyen",https://itunes.apple.com/us/app/id6465898527,11
dspl / ca,1-1596684882,"Mobile App: Shoot Bubbles - Bubble Pop (iTunes App Store), by IVYMOBILE INTERNATIONAL ENTERPRISE LIMITED",https://itunes.apple.com/us/app/id1596684882,11
dspl / ca,1-722987199,"Mobile App: Breitbart (iTunes App Store), by Breitbart News Network, LLC",https://itunes.apple.com/us/app/id722987199,10
dspl / ca,1-398890666,"Mobile App: Hearts+ (iTunes App Store), by A Star Software LLC",https://itunes.apple.com/us/app/id398890666,10
dspl / ca,1-1669217910,"Mobile App: Coloring ASMR (iTunes App Store), by Zego Global Pte Ltd",https://itunes.apple.com/us/app/id1669217910,10
dspl / ca,1-6473832648,"Mobile App: Number Match - Fun Puzzle Game (iTunes App Store), by Shanghai Diguo Network Technology Co., Ltd.",https://itunes.apple.com/us/app/id6473832648,10
dspl / ca,1-1584318864,"Mobile App: Wood Block Puzzle Sudoku (iTunes App Store), by 海强 黄",https://itunes.apple.com/us/app/id1584318864,10
dspl / ca,1-407262916,"Mobile App: Bubble Jewels™ (iTunes App Store), by Boy Howdy Technology LLC",https://itunes.apple.com/us/app/id407262916,10
dspl / ca,2-com.grus.dress.room.doll.fashion,"Mobile App: Fashion Impress: Dress Up Star (Google Play), by UltraPub",https://play.google.com/store/apps/details?id=com.grus.dress.room.doll.fashion,10
search / car accident / ca - google search + network,resultsnova.com/topic/5431003,resultsnova.com/topic/5431003,resultsnova.com/topic/5431003,10
search / all injuries / geo - la specific,selectanswers.com/topic/5731003,selectanswers.com/topic/5731003,selectanswers.com/topic/5731003,10
dspl / ca,1-307466242,"Mobile App: Sudoku (Full Version) (iTunes App Store), by Icenta, Inc.",https://itunes.apple.com/us/app/id307466242,10
dspl / ca,2-com.sanbox.ragdoll.playground.ragdollfall.dismount,"Mobile App: Doll PlayGround (Google Play), by Tappy Game",https://play.google.com/store/apps/details?id=com.sanbox.ragdoll.playground.ragdollfall.dismount,10
dspl / ca,1-1178823466,"Mobile App: 100 Blocks - Best Puzzle Games (iTunes App Store), by Eternus Games Ltd",https://itunes.apple.com/us/app/id1178823466,10
dspl / ca,1-398990729,"Mobile App: Sudoku :) (iTunes App Store), by Maple Media Apps, LLC",https://itunes.apple.com/us/app/id398990729,10
dspl / ca,1-6736890116,"Mobile App: This Or That Test: Fun Filter (iTunes App Store), by BRALY COMPANY LIMITED",https://itunes.apple.com/us/app/id6736890116,10
dspl / ca,2-org.dashnet.cookieclicker,"Mobile App: Cookie Clicker (Google Play), by DashNet B.V.",https://play.google.com/store/apps/details?id=org.dashnet.cookieclicker,10
dspl / ca,2-com.candywriter.bitlife,"Mobile App: BitLife - Life Simulator (Google Play), by Candywriter, LLC",https://play.google.com/store/apps/details?id=com.candywriter.bitlife,10
dspl / ca,1-6761760135,"Mobile App: Meowdoku! (iTunes App Store), by OAKEVER GAMES PTE. LTD.",https://itunes.apple.com/us/app/id6761760135,10
dspl / ca,1-6739694698,"Mobile App: Solitaire Master - Classic (iTunes App Store), by Guangzhou Baoyong Information Technology Co., Ltd",https://itunes.apple.com/us/app/id6739694698,10
dspl / ca,2-com.badoo.mobile,"Mobile App: Badoo Dating App: Meet & Date (Google Play), by Badoo",https://play.google.com/store/apps/details?id=com.badoo.mobile,10
dspl / ca,1-6748660921,"Mobile App: Buus racing and transport sim (iTunes App Store), by Faraz Tariq",https://itunes.apple.com/us/app/id6748660921,10
dspl / ca,2-com.tripledot.solitaire,"Mobile App: Solitaire.com - Classic Cards (Google Play), by Tripledot Studios Limited",https://play.google.com/store/apps/details?id=com.tripledot.solitaire,10
dspl / ca,1-6736755876,"Mobile App: Hidden Spots - Hidden Objects (iTunes App Store), by Easybrain Ltd",https://itunes.apple.com/us/app/id6736755876,10
dspl / ca,1-6739333674,"Mobile App: Hexa Run: Hexa Puzzle Game (iTunes App Store), by Guru Future Holding Limited",https://itunes.apple.com/us/app/id6739333674,10
dspl / ca,2-in.playsimple.wordtrip,"Mobile App: Word Trip - Word Puzzle Game (Google Play), by PlaySimple Games",https://play.google.com/store/apps/details?id=in.playsimple.wordtrip,10
dspl / ca,1-937309909,"Mobile App: Double Deck Solitaire (iTunes App Store), by Boy Howdy Technology LLC",https://itunes.apple.com/us/app/id937309909,10
search / car accident / ca - google search + network,targetfaqs.com/topic/5731003,targetfaqs.com/topic/5731003,targetfaqs.com/topic/5731003,10
dspl / ca,2-com.red.arrows.android,"Mobile App: Color Maze (Google Play), by Beijing Youyoutang Technology Co.,ltd.",https://play.google.com/store/apps/details?id=com.red.arrows.android,10
dspl / ca,1-1248966041,"Mobile App: SmartWOD Timer - WOD Clock (iTunes App Store), by SmartWOD GmbH",https://itunes.apple.com/us/app/id1248966041,10
dspl / ca,1-1586980403,"Mobile App: Coloring Match (iTunes App Store), by SUPERSONIC STUDIOS LTD",https://itunes.apple.com/us/app/id1586980403,10
dspl / ca,1-1636236989,"Mobile App: Spider Solitaire (Classic) (iTunes App Store), by WONDERFUL ENTERTAINMENT CO., LTD.",https://itunes.apple.com/us/app/id1636236989,10
dspl / ca,2-com.bacon.bc06b.car.parking.simulation,"Mobile App: Driving School: Car Parking 3D (Google Play), by Cheetah Game Studios",https://play.google.com/store/apps/details?id=com.bacon.bc06b.car.parking.simulation,10
dspl / ca,2-com.hp.penguin.jump.prison.parkour,"Mobile App: Penguin Jump: Prison Parkour (Google Play), by HIGAME GLOBAL",https://play.google.com/store/apps/details?id=com.hp.penguin.jump.prison.parkour,10
dspl / ca,1-645704840,"Mobile App: Solitaire Deluxe® 2: Card Game (iTunes App Store), by Murka Contracting Limited",https://itunes.apple.com/us/app/id645704840,10
dspl / ca,1-901900997,"Mobile App: Cribbage Classic (iTunes App Store), by Games By Post LLC",https://itunes.apple.com/us/app/id901900997,10
dspl / ca,2-linkdesks.jigsaw.family,"Mobile App: Jigsaw Family - Jigsaw Puzzles (Google Play), by LinkDesks Daily Puzzle",https://play.google.com/store/apps/details?id=linkdesks.jigsaw.family,10
dspl / ca,1-6744103022,"Mobile App: Bible Tiles - Christian Puzzle (iTunes App Store), by Sophun Games Ltd",https://itunes.apple.com/us/app/id6744103022,10
dspl / ca,1-6471930492,"Mobile App: Block Puzzle - Blast (iTunes App Store), by BREW STUDIO LIMITED",https://itunes.apple.com/us/app/id6471930492,10
pmax / ca,2-com.jeyluta.timestampcamerafree,"Mobile App: Timestamp Camera (Google Play), by Bian Di",https://play.google.com/store/apps/details?id=com.jeyluta.timestampcamerafree,10
dspl / ca,1-1448360185,"Mobile App: Fork N Sausage (iTunes App Store), by SayGames LTD",https://itunes.apple.com/us/app/id1448360185,10
dspl / ca,2-com.rnovel.android.app,"Mobile App: NovelFlow-FreeNovel&Story (Google Play), by rnovel",https://play.google.com/store/apps/details?id=com.rnovel.android.app,10
dspl / ca,2-enjoy.jigsaw.puzzles.game,"Mobile App: Jigsaw Puzzles & Story (Google Play), by Bobodoo Game",https://play.google.com/store/apps/details?id=enjoy.jigsaw.puzzles.game,10
dspl / ca,1-1622154250,"Mobile App: Merge Anything - Mutant Battle (iTunes App Store), by SayGames LTD",https://itunes.apple.com/us/app/id1622154250,10
dspl / ca,1-1347840679,"Mobile App: Meme Soundboard 2016-2026 (iTunes App Store), by Danylo Andriushchenko",https://itunes.apple.com/us/app/id1347840679,10
dspl / ca,2-com.Zgame.BlockPuzzle,"Mobile App: Wood Block Puzzle (Google Play), by Candy Mobile",https://play.google.com/store/apps/details?id=com.Zgame.BlockPuzzle,10
dspl / ca,1-6443484197,"Mobile App: Backgammon - Board Games (iTunes App Store), by Easybrain Ltd",https://itunes.apple.com/us/app/id6443484197,10
dspl / ca,2-cos.mos.jigsaw,"Mobile App: Jigsaw Puzzles Explorer (Google Play), by TerranDroid",https://play.google.com/store/apps/details?id=cos.mos.jigsaw,10
dspl / ca,1-6756092561,"Mobile App: Escape Rush: Obby Run (iTunes App Store), by Dung Tran Phi",https://itunes.apple.com/us/app/id6756092561,10
dspl / ca,2-com.billiards.shooting.ball.pool,"Mobile App: Shooting Ball (Google Play), by PopStoneGameTechnologyLimited-Shooting",https://play.google.com/store/apps/details?id=com.billiards.shooting.ball.pool,10
dspl / ca,1-1627205148,"Mobile App: NovelFlow-Unlimited Books (iTunes App Store), by RNOVEL PTE. LTD",https://itunes.apple.com/us/app/id1627205148,10
dspl / ca,2-com.mydogtown.mydogtown,"Mobile App: My Dog Town: Animal Sim Games (Google Play), by kunping",https://play.google.com/store/apps/details?id=com.mydogtown.mydogtown,9
dspl / ca,1-631719454,"Mobile App: 掌中文学城 (iTunes App Store), by yuan quntao",https://itunes.apple.com/us/app/id631719454,9
dspl / ca,2-com.merge6.mergeremove.goods,"Mobile App: Goods Group™ - Sort Game (Google Play), by POP STONE GAME TECHNOLOGY LIMITED-FlyDogGame",https://play.google.com/store/apps/details?id=com.merge6.mergeremove.goods,9
dspl / ca,2-com.tile.traveler.puzzle,"Mobile App: Tile Traveler: Triple Match (Google Play), by STELLASOFT GAMES",https://play.google.com/store/apps/details?id=com.tile.traveler.puzzle,9
dspl / ca,1-6749558340,"Mobile App: Jigsaw Puzzles & Story (iTunes App Store), by BOBODOO PTE. LTD.",https://itunes.apple.com/us/app/id6749558340,9
dspl / ca,2-com.pratilipi.mobile.android,"Mobile App: Pratilipi - Read Stories (Google Play), by Pratilipi",https://play.google.com/store/apps/details?id=com.pratilipi.mobile.android,9
dspl / ca,1-949091095,"Mobile App: B-Bro Big2 (Pusoy Dos/Capsa) (iTunes App Store), by Recax Technology Limited",https://itunes.apple.com/us/app/id949091095,9
dspl / ca,1-6450103715,"Mobile App: Real Car Driving - Racing City (iTunes App Store), by Tripsoft Pte. Ltd",https://itunes.apple.com/us/app/id6450103715,9
dspl / ca,2-com.rimashev.nextbot,"Mobile App: Nextbots In Backrooms: Shooter (Google Play), by HOOKAH GAMES IT SERVICE L.L.C",https://play.google.com/store/apps/details?id=com.rimashev.nextbot,9
dspl / ca,1-477091717,"Mobile App: 1001 Ultimate Mahjong ™ (iTunes App Store), by NAWIA GAMES Sp. z o.o.",https://itunes.apple.com/us/app/id477091717,9
dspl / ca,1-6749926017,"Mobile App: Prison Blox: Obby 3D Parkour (iTunes App Store), by Cuong Le Hung",https://itunes.apple.com/us/app/id6749926017,9
dspl / ca,2-com.easybrain.jigsaw.puzzles,"Mobile App: Jigsaw Puzzles - Puzzle Games (Google Play), by Easybrain",https://play.google.com/store/apps/details?id=com.easybrain.jigsaw.puzzles,9
dspl / ca,1-6450030269,"Mobile App: Solitaire · Classic Card Game (iTunes App Store), by GREYFUN GAME LIMITED",https://itunes.apple.com/us/app/id6450030269,9
dspl / ca,1-487208855,"Mobile App: Bubble Mags - bubble shooter (iTunes App Store), by Roy Hamm",https://itunes.apple.com/us/app/id487208855,9
dspl / ca,2-com.music.pulse.beats,"Mobile App: PulseBeats - Music Player (Google Play), by devopskbw23",https://play.google.com/store/apps/details?id=com.music.pulse.beats,9
dspl / ca,1-6689516283,"Mobile App: Perfect Tidy (iTunes App Store), by ABI GLOBAL LTD.",https://itunes.apple.com/us/app/id6689516283,9
dspl / ca,1-6754307505,"Mobile App: Classic Jigsaw - Puzzle Games (iTunes App Store), by Conifer Limited",https://itunes.apple.com/us/app/id6754307505,9
dspl / ca,2-com.blockpuzzle.comboblastmaster.freegame,"Mobile App: Block Pop:Combo Master (Google Play), by Flyyes, Inc.",https://play.google.com/store/apps/details?id=com.blockpuzzle.comboblastmaster.freegame,9
dspl / ca,2-com.bigcake.android.mahjongmatch,"Mobile App: Daily Mahjong Match (Google Play), by Big Cake",https://play.google.com/store/apps/details?id=com.bigcake.android.mahjongmatch,9
dspl / ca,1-482066631,"Mobile App: The Roku App (Official) (iTunes App Store), by ROKU INC",https://itunes.apple.com/us/app/id482066631,9
dspl / ca,2-com.trace.art.draw.drawing.paint,"Mobile App: Artmate: Drawing Together (Google Play), by Braly JSC",https://play.google.com/store/apps/details?id=com.trace.art.draw.drawing.paint,9
dspl / ca,1-1639354550,"Mobile App: Word Galaxy Challenge (iTunes App Store), by FIOGONIA LIMITED",https://itunes.apple.com/us/app/id1639354550,9
dspl / ca,2-com.puzzlegame.match.jewels.adventure,"Mobile App: Jewels Adventure Match Blast (Google Play), by Lynn Mobile Puzzle Games",https://play.google.com/store/apps/details?id=com.puzzlegame.match.jewels.adventure,9
dspl / ca,1-1308294523,"Mobile App: Bubble Shooter Blast Ball Pop (iTunes App Store), by Ilyon Dynamics Ltd.",https://itunes.apple.com/us/app/id1308294523,9
dspl / ca,2-com.tangle.happy.paint.by.number.coloring.game,"Mobile App: Tangle Color by Number Book (Google Play), by LoveColoring Game",https://play.google.com/store/apps/details?id=com.tangle.happy.paint.by.number.coloring.game,9
pmax / ca,2-com.inmobi.weather,"Mobile App: Weather (Google Play), by OneLouder Apps",https://play.google.com/store/apps/details?id=com.inmobi.weather,9
dspl / ca,1-1453795744,"Mobile App: Word Calm (iTunes App Store), by FUNJOY TECHNOLOGY LIMITED",https://itunes.apple.com/us/app/id1453795744,9
dspl / ca,1-6756004390,"Mobile App: Spider Solitaire - Retro Card (iTunes App Store), by Worthy Journey Limited",https://itunes.apple.com/us/app/id6756004390,9
dspl / ca,1-6757188521,"Mobile App: Rocket Out - Puzzle Away Game (iTunes App Store), by COMMANDOO JOINT STOCK COMPANY",https://itunes.apple.com/us/app/id6757188521,9
dspl / ca,2-com.ttterbagames.businesssimulator,"Mobile App: Business Empire: RichMan (Google Play), by AAA Fun",https://play.google.com/store/apps/details?id=com.ttterbagames.businesssimulator,9
dspl / ca,1-847281000,"Mobile App: i.Game 13 Mahjong 香港麻雀Lite (iTunes App Store), by Webi & Neti Internet Services Inc.",https://itunes.apple.com/us/app/id847281000,9
dspl / ca,2-com.sona.localplayer,"Mobile App: Sona - Music Player (Google Play), by Merlis",https://play.google.com/store/apps/details?id=com.sona.localplayer,9
dspl / ca,1-531263194,"Mobile App: Piano for iPhone (iTunes App Store), by 宗明 杨",https://itunes.apple.com/us/app/id531263194,9
dspl / ca,1-6499322184,"Mobile App: Mini Monsters: Card Collector (iTunes App Store), by HOMA GAMES",https://itunes.apple.com/us/app/id6499322184,9
dspl / ca,1-1439434588,"Mobile App: SAKURA School Simulator (iTunes App Store), by GARUSOFT K.K.",https://itunes.apple.com/us/app/id1439434588,9
dspl / ca,1-1519174001,"Mobile App: Art Puzzle - Jigsaw Games (iTunes App Store), by Easybrain Ltd",https://itunes.apple.com/us/app/id1519174001,9
dspl / ca,2-com.leafnovel.app,"Mobile App: LeafNovel - Novels & Stories (Google Play), by Dancing Leaf",https://play.google.com/store/apps/details?id=com.leafnovel.app,9
dspl / ca,2-com.freeplay.crazyoffice,"Mobile App: Crazy Office — Slap & Smash (Google Play), by Freeplay Inc",https://play.google.com/store/apps/details?id=com.freeplay.crazyoffice,9
dspl / ca,1-993090598,"Mobile App: Ludo King (iTunes App Store), by GAMETION GLOBAL TECHNOLOGIES PTE LIMITED",https://itunes.apple.com/us/app/id993090598,9
dspl / ca,1-1637207591,"Mobile App: Bike Stunt Racing Extreme 3D (iTunes App Store), by Chung Nguyen",https://itunes.apple.com/us/app/id1637207591,9
dspl / ca,2-com.wonderfultown.wonderfultown,"Mobile App: My little unicorn：Pets academy (Google Play), by guihua",https://play.google.com/store/apps/details?id=com.wonderfultown.wonderfultown,9
dspl / ca,1-6752883564,"Mobile App: Whimsical House Jigsaw (iTunes App Store), by YUANTU INTERACTIVE TECHNOLOGY PTE. LTD.",https://itunes.apple.com/us/app/id6752883564,9
dspl / ca,1-1334311990,"Mobile App: Solitaire Classic Card Game #1 (iTunes App Store), by FIOGONIA LIMITED",https://itunes.apple.com/us/app/id1334311990,9
pmax / ca,1-1407852246,"Mobile App: Happy Color® – Coloring Games (iTunes App Store), by X-FLOW LTD",https://itunes.apple.com/us/app/id1407852246,9
dspl / ca,2-com.uc.sprunki.transform,"Mobile App: Sprunki Transformer Monster (Google Play), by Dinosaur House",https://play.google.com/store/apps/details?id=com.uc.sprunki.transform,9
dspl / ca,1-1587118395,"Mobile App: Ocean Fish Evolution (iTunes App Store), by 明炬 蒋",https://itunes.apple.com/us/app/id1587118395,9
dspl / ca,2-game.bubble.physics.world,"Mobile App: 3D Bubble Shoot - ASMR Game (Google Play), by TaTa Game Technology Limited",https://play.google.com/store/apps/details?id=game.bubble.physics.world,9
dspl / ca,1-301987699,"Mobile App: FreeCell: Card Game (iTunes App Store), by MobilityWare",https://itunes.apple.com/us/app/id301987699,9
dspl / ca,1-6738574112,"Mobile App: Math Club: cross number games (iTunes App Store), by EVRIKA GAMES LLC-FZ",https://itunes.apple.com/us/app/id6738574112,9
dspl / ca,1-6475700817,"Mobile App: Artrace: AR Drawing & Sketch (iTunes App Store), by BRALY COMPANY LIMITED",https://itunes.apple.com/us/app/id6475700817,9
dspl / ca,1-6476164708,"Mobile App: Connect Words - Puzzle Game (iTunes App Store), by Infinitous Limited",https://itunes.apple.com/us/app/id6476164708,9
dspl / ca,1-6754246945,"Mobile App: Cottage Color (iTunes App Store), by ORION FUTURE TECHNOLOGY LIMITED",https://itunes.apple.com/us/app/id6754246945,9
dspl / ca,1-1533569824,"Mobile App: Word Search - Fun Word Puzzle (iTunes App Store), by Doodle Mobile Limited",https://itunes.apple.com/us/app/id1533569824,9
dspl / ca,1-1510189987,"Mobile App: Puzzle Games: Jigsaw Puzzles (iTunes App Store), by Guru Smart Holding Limited",https://itunes.apple.com/us/app/id1510189987,9
dspl / ca,1-6502278761,"Mobile App: Traffic 3D Parking: Escape Jam (iTunes App Store), by Orange One Limited",https://itunes.apple.com/us/app/id6502278761,9
dspl / ca,1-6661024747,"Mobile App: Gangs Wars City: Pixel Shooter (iTunes App Store), by ACTOPOLUS GAMES, TOO",https://itunes.apple.com/us/app/id6661024747,8
dspl / ca,1-1575684487,"Mobile App: Solitaire Card Game by Mint (iTunes App Store), by Yang Li",https://itunes.apple.com/us/app/id1575684487,8
dspl / ca,2-com.novacore.reader,"Mobile App: WeToon: Comics & Manga (Google Play), by GR MOBILE PRO",https://play.google.com/store/apps/details?id=com.novacore.reader,8
dspl / ca,2-com.slots.casino.free.lucky.bonus.vegas.jackpot,"Mobile App: Lucky Winner (Google Play), by Combine.inc",https://play.google.com/store/apps/details?id=com.slots.casino.free.lucky.bonus.vegas.jackpot,8
dspl / ca,2-com.RC12B.ragdoll.sandbox.monster,"Mobile App: Ragdoll Monster Sandbox ! (Google Play), by Sprigame",https://play.google.com/store/apps/details?id=com.RC12B.ragdoll.sandbox.monster,8
dspl / ca,1-1508942891,"Mobile App: Fun Block Brick Puzzle (iTunes App Store), by Sonat Technology Limited",https://itunes.apple.com/us/app/id1508942891,8
dspl / ca,1-1577300311,"Mobile App: Block Puzzle Gem Blast (iTunes App Store), by NEVER OLD PTE. LTD.",https://itunes.apple.com/us/app/id1577300311,8
dspl / ca,2-com.bracelet.diy.handmade.asmr,"Mobile App: Bracelet Maker: DIY ASMR (Google Play), by Brocker Bus Studio",https://play.google.com/store/apps/details?id=com.bracelet.diy.handmade.asmr,8
dspl / ca,2-com.rc18.ragdoll.shinsonic.monster.playground.sandbox,"Mobile App: Brainrot Playground (Google Play), by Tappy Game",https://play.google.com/store/apps/details?id=com.rc18.ragdoll.shinsonic.monster.playground.sandbox,8
dspl / ca,1-6453701396,"Mobile App: Monster Battle Series (iTunes App Store), by Tang Thi Thuy",https://itunes.apple.com/us/app/id6453701396,8
dspl / ca,1-1039731496,"Mobile App: Free to Fit: Color block puzzle logic stack dots (iTunes App Store), by Lam Thanh",https://itunes.apple.com/us/app/id1039731496,8
dspl / ca,1-1501665743,"Mobile App: Lera: Livros Story & Audiobook (iTunes App Store), by CHANGDU (HK) TECHNOLOGY LIMITED",https://itunes.apple.com/us/app/id1501665743,8
dspl / ca,1-6762173085,"Mobile App: Steal Monster: Catch n Run (iTunes App Store), by Nguyen Ba Chien",https://itunes.apple.com/us/app/id6762173085,8
dspl / ca,1-6474995152,"Mobile App: Paper Doll Makeover & Dress Up (iTunes App Store), by Superboost Soft Limited",https://itunes.apple.com/us/app/id6474995152,8
dspl / ca,1-1581708116,"Mobile App: Spider Solitaire by Mint (iTunes App Store), by Yang Li",https://itunes.apple.com/us/app/id1581708116,8
dspl / ca,1-399129662,"Mobile App: Bobble Shooter (iTunes App Store), by REANIX ENTERTAINMENT LIMITED",https://itunes.apple.com/us/app/id399129662,8
dspl / ca,2-com.fastfun.tetris,"Mobile App: Wood Block Puzzle (Google Play), by SimPlay Games",https://play.google.com/store/apps/details?id=com.fastfun.tetris,8
dspl / ca,1-1528844711,"Mobile App: ColorPlanet® Jigsaw Puzzle (iTunes App Store), by Games Vessel Pte. Ltd.",https://itunes.apple.com/us/app/id1528844711,8
dspl / ca,1-382233851,"Mobile App: Flightradar24 | Flight Tracker (iTunes App Store), by Flightradar24 AB",https://itunes.apple.com/us/app/id382233851,8
dspl / ca,1-6759588311,"Mobile App: Merge Shooter: Match Puzzle (iTunes App Store), by DINH THIHONGNGAN",https://itunes.apple.com/us/app/id6759588311,8
dspl / ca,1-1469889140,"Mobile App: Crazy Kick! Fun Football game (iTunes App Store), by Voodoo",https://itunes.apple.com/us/app/id1469889140,8
dspl / ca,2-com.chibi.avatar.chibimaker,"Mobile App: Chibi Avatar: Doll Maker (Google Play), by Turnip King",https://play.google.com/store/apps/details?id=com.chibi.avatar.chibimaker,8
dspl / ca,1-6754588514,"Mobile App: Monster Remix Beat Maker (iTunes App Store), by Linh Le",https://itunes.apple.com/us/app/id6754588514,8
dspl / ca,www.foxnews.com/live-news/iran-war-us-trump-hormuz-august-6,www.foxnews.com/live-news/iran-war-us-trump-hormuz-august-6,www.foxnews.com/live-news/iran-war-us-trump-hormuz-august-6,8
dspl / ca,1-6747888207,"Mobile App: Fashion Games-Makeup, Dress Up (iTunes App Store), by Asim Ashraf",https://itunes.apple.com/us/app/id6747888207,8
dspl / ca,1-6743194343,"Mobile App: Candyville:Avatar City (iTunes App Store), by Xiamen Yiju Network Technology Company Limited",https://itunes.apple.com/us/app/id6743194343,8
dspl / ca,2-com.htt.vape.simulator.tn,"Mobile App: Vape 'N Pod Trick Simulator (Google Play), by UltraPub",https://play.google.com/store/apps/details?id=com.htt.vape.simulator.tn,8
dspl / ca,1-6758748106,"Mobile App: Seekee AI Browser & Search (iTunes App Store), by Raman Kathwal",https://itunes.apple.com/us/app/id6758748106,8
dspl / ca,2-com.mecatronium.mezquite,"Mobile App: Mezquite Diatonic Accordion (Google Play), by Mecatronium Apps",https://play.google.com/store/apps/details?id=com.mecatronium.mezquite,8
dspl / ca,1-1336527043,"Mobile App: Knife Hit (iTunes App Store), by Ketchapp",https://itunes.apple.com/us/app/id1336527043,8
dspl / ca,1-1337578317,"Mobile App: My Talking Tom 2 (iTunes App Store), by Outfit7 Limited",https://itunes.apple.com/us/app/id1337578317,8
dspl / ca,1-1497532365,"Mobile App: Draw Joust! (iTunes App Store), by Voodoo",https://itunes.apple.com/us/app/id1497532365,8
dspl / ca,tracker.gg/r6siege,tracker.gg/r6siege,tracker.gg/r6siege,8
dspl / ca,2-com.kayac.ball_run,"Mobile App: Ball Run 2048: merge number (Google Play), by KAYAC Inc.",https://play.google.com/store/apps/details?id=com.kayac.ball_run,8
dspl / ca,1-1495787932,"Mobile App: Color Adventure: Draw the Path (iTunes App Store), by AI GAMES FZ LLC",https://itunes.apple.com/us/app/id1495787932,8
dspl / ca,2-com.HMS.ObbyMemes,"Mobile App: Obby Memes: Grow Fruits (Google Play), by Take Top Entertainment",https://play.google.com/store/apps/details?id=com.HMS.ObbyMemes,8
dspl / ca,2-com.kilmerminibrose.watchnow,"Mobile App: Kilmer Mini (Google Play), by Key Joy Realty",https://play.google.com/store/apps/details?id=com.kilmerminibrose.watchnow,8
dspl / ca,2-com.hotmini.drama.hot,"Mobile App: HotMiniDrama (Google Play), by Tasawq",https://play.google.com/store/apps/details?id=com.hotmini.drama.hot,8
pmax / ca,typedeal.com/search.webm,typedeal.com/search.webm,typedeal.com/search.webm,8
dspl / ca,1-1613339445,"Mobile App: Word Blocks - Word Game (iTunes App Store), by NP YAZILIM VE BILISIM HIZMETLERI ANONIM SIRKETI",https://itunes.apple.com/us/app/id1613339445,8
dspl / ca,1-423783267,"Mobile App: Backgammon Gold (iTunes App Store), by mobivention GmbH",https://itunes.apple.com/us/app/id423783267,8
dspl / ca,2-com.domin.tgrow,"Mobile App: Ocean Domination - Fish.IO (Google Play), by Ryan Rusk Games",https://play.google.com/store/apps/details?id=com.domin.tgrow,8
dspl / ca,1-6503280598,"Mobile App: Musico Vision - Listen, Sounds (iTunes App Store), by Thi Tam Hoang",https://itunes.apple.com/us/app/id6503280598,8
dspl / ca,2-com.elemental.gloves,"Mobile App: Elemental Gloves - Magic Power (Google Play), by MOONEE PUBLISHING LTD",https://play.google.com/store/apps/details?id=com.elemental.gloves,8
dspl / ca,1-6451967325,"Mobile App: Spider Solitaire: Classic Card (iTunes App Store), by HOMA GAMES",https://itunes.apple.com/us/app/id6451967325,8
dspl / ca,1-6776603076,"Mobile App: LunaRead (iTunes App Store), by John Morrison",https://itunes.apple.com/us/app/id6776603076,8
dspl / ca,2-com.sg.tap.away.tile3d.master.game,"Mobile App: Tap Block Away 3D: Tap Master (Google Play), by Sugame",https://play.google.com/store/apps/details?id=com.sg.tap.away.tile3d.master.game,8
dspl / ca,1-1602244029,"Mobile App: Tile Pair 3D - Tap Tile Match (iTunes App Store), by BRAINWORKS PUBLISHING PTE. LTD.",https://itunes.apple.com/us/app/id1602244029,8
dspl / ca,1-1593801388,"Mobile App: Water Sort Puzzle Sorting Game (iTunes App Store), by Thu Dau",https://itunes.apple.com/us/app/id1593801388,8
pmax / ca,2-easy.launcher,"Mobile App: Easy Homescreen (Google Play), by Homescreen Apps",https://play.google.com/store/apps/details?id=easy.launcher,8
search / all injuries / geo - la specific,search.savvyvita.com/serp,search.savvyvita.com/serp,search.savvyvita.com/serp,8
