"Дата визита","Источник трафика","Источник трафика (детально)","Кампания Яндекс Директа","UTM Campaign","Достигнутая цель","Визиты"
"2026-07-11","Внутренние переходы","Не определено","Не определено","Не определено","Просмотр 2-х стр.","1"
"2026-07-11","Прямые заходы","Не определено","Не определено","Не определено","Посещ. стр. ""Биология"" - ЕГЭ","1"
"2026-07-11","Прямые заходы","Не определено","Не определено","Не определено","60 сек","1"
"2026-07-11","Прямые заходы","Не определено","Не определено","Не определено","Автоцель: отправка формы","1"
"2026-07-11","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Математика"" - ЕГЭ","1"
"2026-07-11","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: клик по номеру телефона","1"
"2026-07-11","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: переход в мессенджер","1"
"2026-07-11","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Химия"" - ЕГЭ","1"
"2026-07-11","Переходы из поисковых систем","Google","Не определено","Не определено","[!] Просмотр более 2 стр.","1"
"2026-07-11","Переходы из поисковых систем","Bing","Не определено","Не определено","scroll_10","1"
"2026-07-11","Переходы из поисковых систем","Bing","Не определено","Не определено","scroll_25","1"
"2026-07-11","Переходы из поисковых систем","Bing","Не определено","Не определено","Визит","1"
"2026-07-11","Переходы по рекламе","Avito Ads","Не определено","749305090","30 сек","1"
"2026-07-11","Переходы по рекламе","Avito Ads","Не определено","749305090","60 сек","1"
"2026-07-11","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_10","1"
"2026-07-11","Переходы по рекламе","Avito Ads","Не определено","749305090","Визит","1"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Посещ. стр. ""Математика"" - ЕГЭ","1"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","[!] Просмотр более 1 стр.","1"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","120 сек","1"
"2026-07-11","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Просмотр 2-х стр.","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 2 стр.","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","90 сек","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_50","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Автоцель: отправка формы","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 2 стр.","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","60 сек","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","90 сек","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","120 сек","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_90","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Не определено","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","[!] Просмотр более 1 стр.","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","[!] Просмотр более 2 стр.","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","30 сек","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","60 сек","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_10","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_25","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_50","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_90","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Визит","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Просмотр 2-х стр.","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","Не определено","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","ОГЭ - ""Русский язык""","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","ОГЭ - ""История""","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Не определено","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","60 сек","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","90 сек","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","120 сек","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Звонок Envybox","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Общая (с 11.10.21)","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Заявка общая","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Автоцель: отправка формы","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Автоцель: заполнил контактные данные","1"
"2026-07-11","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Автоцель: отправил контактные данные","1"
"2026-07-11","Не определено","Не определено","Не определено","Не определено","Не определено","1"
"2026-07-12","Внутренние переходы","Не определено","Не определено","Не определено","[!] Просмотр более 1 стр.","1"
"2026-07-12","Внутренние переходы","Не определено","Не определено","Не определено","Визит","1"
"2026-07-12","Внутренние переходы","Не определено","Не определено","Не определено","Просмотр 2-х стр.","1"
"2026-07-12","Прямые заходы","Не определено","Не определено","Не определено","Посещ.стр. ""Англ. язык"" - ЕГЭ","1"
"2026-07-12","Прямые заходы","Не определено","Не определено","Не определено","Автоцель: отправка формы","1"
"2026-07-12","Переходы по ссылкам на сайтах","otvet.mail.ru","Не определено","Не определено","scroll_10","1"
"2026-07-12","Переходы по ссылкам на сайтах","otvet.mail.ru","Не определено","Не определено","scroll_25","1"
"2026-07-12","Переходы по ссылкам на сайтах","otvet.mail.ru","Не определено","Не определено","scroll_50","1"
"2026-07-12","Переходы по ссылкам на сайтах","otvet.mail.ru","Не определено","Не определено","scroll_90","1"
"2026-07-12","Переходы по ссылкам на сайтах","otvet.mail.ru","Не определено","Не определено","Визит","1"
"2026-07-12","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Биология"" - ЕГЭ","1"
"2026-07-12","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Звонок Envybox","1"
"2026-07-12","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Общая (с 11.10.21)","1"
"2026-07-12","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Заявка общая","1"
"2026-07-12","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: переход в соц.сеть","1"
"2026-07-12","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: клик по номеру телефона","1"
"2026-07-12","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: отправка формы","1"
"2026-07-12","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: отправил контактные данные","1"
"2026-07-12","Переходы из поисковых систем","Google","Не определено","Не определено","ОГЭ - ""Русский язык""","1"
"2026-07-12","Переходы по рекламе","Avito Ads","Не определено","749305090","30 сек","1"
"2026-07-12","Переходы по рекламе","Avito Ads","Не определено","749305090","60 сек","1"
"2026-07-12","Переходы по рекламе","Avito Ads","Не определено","749305090","90 сек","1"
"2026-07-12","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_10","1"
"2026-07-12","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_25","1"
"2026-07-12","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_50","1"
"2026-07-12","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_90","1"
"2026-07-12","Переходы по рекламе","Avito Ads","Не определено","749305090","Визит","1"
"2026-07-12","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","Не определено","Визит","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_50","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_90","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","[!] Просмотр более 1 стр.","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","30 сек","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","60 сек","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_10","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_25","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_50","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_90","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","Визит","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","Просмотр 2-х стр.","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Посещ. стр. ""Обществознание"" - ЕГЭ","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Посещ. стр. ""Математика"" - ЕГЭ","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","[!] Просмотр более 1 стр.","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","[!] Просмотр более 2 стр.","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","30 сек","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_10","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_25","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_50","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_90","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Визит","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Просмотр 2-х стр.","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","Посещ. стр. ""Обществознание"" - ЕГЭ","1"
"2026-07-12","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","Посещ. стр. ""Математика"" - ЕГЭ","1"
"2026-07-12","Не определено","Не определено","Не определено","Не определено","Не определено","1"
"2026-07-13","Внутренние переходы","Не определено","Не определено","Не определено","scroll_10","1"
"2026-07-13","Внутренние переходы","Не определено","Не определено","Не определено","Визит","1"
"2026-07-13","Прямые заходы","Не определено","Не определено","Не определено","Посещ. стр. ""Информатика"" - ЕГЭ","1"
"2026-07-13","Прямые заходы","Не определено","Не определено","Не определено","ОГЭ - ""Химия""","1"
"2026-07-13","Переходы по ссылкам на сайтах","gemini.google.com","Не определено","Не определено","30 сек","1"
"2026-07-13","Переходы по ссылкам на сайтах","gemini.google.com","Не определено","Не определено","60 сек","1"
"2026-07-13","Переходы по ссылкам на сайтах","gemini.google.com","Не определено","Не определено","90 сек","1"
"2026-07-13","Переходы по ссылкам на сайтах","gemini.google.com","Не определено","Не определено","120 сек","1"
"2026-07-13","Переходы по ссылкам на сайтах","gemini.google.com","Не определено","Не определено","scroll_10","1"
"2026-07-13","Переходы по ссылкам на сайтах","gemini.google.com","Не определено","Не определено","Визит","1"
"2026-07-13","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","[!] Просмотр более 1 стр.","1"
"2026-07-13","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","[!] Просмотр более 2 стр.","1"
"2026-07-13","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","30 сек","1"
"2026-07-13","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","scroll_10","1"
"2026-07-13","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Просмотр 2-х стр.","1"
"2026-07-13","Переходы из поисковых систем","DuckDuckGo","Не определено","Не определено","30 сек","1"
"2026-07-13","Переходы из поисковых систем","DuckDuckGo","Не определено","Не определено","60 сек","1"
"2026-07-13","Переходы из поисковых систем","DuckDuckGo","Не определено","Не определено","90 сек","1"
"2026-07-13","Переходы из поисковых систем","DuckDuckGo","Не определено","Не определено","120 сек","1"
"2026-07-13","Переходы из поисковых систем","DuckDuckGo","Не определено","Не определено","scroll_10","1"
"2026-07-13","Переходы из поисковых систем","DuckDuckGo","Не определено","Не определено","scroll_25","1"
"2026-07-13","Переходы из поисковых систем","DuckDuckGo","Не определено","Не определено","scroll_50","1"
"2026-07-13","Переходы из поисковых систем","DuckDuckGo","Не определено","Не определено","Визит","1"
"2026-07-13","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Биология"" - ЕГЭ","1"
"2026-07-13","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""История"" - ЕГЭ","1"
"2026-07-13","Переходы из поисковых систем","Яндекс","Не определено","Не определено","ОГЭ - ""Обществознание""","1"
"2026-07-13","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Звонок Envybox","1"
"2026-07-13","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Общая (с 11.10.21)","1"
"2026-07-13","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Заявка общая","1"
"2026-07-13","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: отправка формы","1"
"2026-07-13","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: отправил контактные данные","1"
"2026-07-13","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Информатика"" - ЕГЭ","1"
"2026-07-13","Переходы по рекламе","Avito Ads","Не определено","749305090","30 сек","1"
"2026-07-13","Переходы по рекламе","Avito Ads","Не определено","749305090","60 сек","1"
"2026-07-13","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_10","1"
"2026-07-13","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_25","1"
"2026-07-13","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_50","1"
"2026-07-13","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_90","1"
"2026-07-13","Переходы по рекламе","Avito Ads","Не определено","749305090","Визит","1"
"2026-07-13","Переходы по рекламе","Яндекс.Директ: Не определено","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","Не определено","1"
"2026-07-13","Переходы по рекламе","Яндекс.Директ: Не определено","Не определено","поиск / летние курсы егэ и огэ_709924126_search","Не определено","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","Не определено","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","[!] Просмотр более 1 стр.","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","[!] Просмотр более 2 стр.","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","30 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","60 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","90 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","120 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","scroll_10","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","Автоцель: клик по номеру телефона","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","ege-merlin.ru от 20.05.26 — 4_712259476_search","Просмотр 2-х стр.","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Посещ. стр. ""Биология"" - ЕГЭ","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 1 стр.","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","60 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","90 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_25","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Просмотр 2-х стр.","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_context","30 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_context","scroll_10","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_context","scroll_25","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_context","scroll_50","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_context","scroll_90","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_context","Визит","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","Звонок","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","Уникальный звонок","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","60 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","90 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","120 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","Звонки с Контекст//Динамика","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_context","scroll_10","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_context","scroll_25","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_context","Визит","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","Посещ. стр. ""Математика"" - ЕГЭ","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","120 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","[!] Просмотр более 1 стр.","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","30 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","60 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","90 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_10","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_25","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_50","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","scroll_90","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","Визит","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","Просмотр 2-х стр.","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","30 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_10","1"
