campaign,date,term,impressions,clicks,cost,conversions,conv_value
shop2 / search,2026-05-20,szklarnia 4x8,9,0,0.0,0.0,0.0
shop2 / search,2026-05-21,szklarnia 4x8,1,0,0.0,0.0,0.0
shop2 / search,2026-05-22,szklarnia 4x8,1,0,0.0,0.0,0.0
shop1 /search,2026-05-25,szklarnia 4x8,1,0,0.0,0.0,0.0
shop2 / search,2026-05-25,szklarnia 4x8,3,0,0.0,0.0,0.0
shop_search,2026-09-06,szklarnia 4x8,3,0,0.0,0.0,0.0
shop_search,2026-09-07,szklarnia 4x8,1,0,0.0,0.0,0.0
shop_search,2026-09-10,szklarnia 4x8,3,0,0.0,0.0,0.0
shop_search,2026-09-13,szklarnia 4x8,3,0,0.0,0.0,0.0
shop_search,2026-09-16,szklarnia 4x8,5,0,0.0,0.0,0.0
shop_search,2026-09-17,szklarnia 4x8,1,0,0.0,0.0,0.0
shop_search,2026-09-18,szklarnia 4x8,1,0,0.0,0.0,0.0
shop_search,2026-09-19,szklarnia 4x8,7,0,0.0,0.0,0.0
shop_search,2026-09-21,szklarnia 4x8,4,0,0.0,0.0,0.0
shop1 /search,2026-01-27,szklarnia 4x8m,1,0,0.0,0.0,0.0
shop1 /search,2026-02-10,szklarnia 4x8m,1,0,0.0,0.0,0.0
shop2 / search,2026-02-28,szklarnia 4x8m,2,0,0.0,0.0,0.0
shop2 / search,2026-03-02,szklarnia 4x8m,2,0,0.0,0.0,0.0
shop2 / search,2026-03-09,szklarnia 4x8m,4,0,0.0,0.0,0.0
shop2 / search,2026-03-13,szklarnia 4x8m,1,0,0.0,0.0,0.0
shop2 / search,2026-03-17,szklarnia 4x8m,4,0,0.0,0.0,0.0
shop2 / search,2026-03-18,szklarnia 4x8m,4,0,0.0,0.0,0.0
shop2 / search,2026-03-31,szklarnia 4x8m,7,1,2.72,0.0,0.0
shop2 / search,2026-04-18,szklarnia 4x8m,1,0,0.0,0.0,0.0
shop2 / search,2026-05-08,szklarnia 4x8m,2,0,0.0,0.0,0.0
shop2 / search,2026-05-24,szklarnia 4x8m,1,0,0.0,0.0,0.0
shop1 /search,2026-05-25,szklarnia 4x8m,1,1,0.23,0.0,0.0
shop_search,2026-09-08,szklarnia 4x8m,2,0,0.0,0.0,0.0
shop1 /search,2026-01-05,szklarnia 5 x 3,7,0,0.0,0.0,0.0
shop1 /search,2026-01-14,szklarnia 5 x 3,1,0,0.0,0.0,0.0
shop1 /search,2026-01-20,szklarnia 5 x 3,2,0,0.0,0.0,0.0
shop1 /search,2026-02-02,szklarnia 5 x 3,5,0,0.0,0.0,0.0
shop1 /search,2026-02-06,szklarnia 5 x 3,1,0,0.0,0.0,0.0
shop2 / search,2026-02-13,szklarnia 5 x 3,2,0,0.0,0.0,0.0
shop2 / search,2026-02-16,szklarnia 5 x 3,2,0,0.0,0.0,0.0
shop1 /search,2026-02-24,szklarnia 5 x 3,1,0,0.0,0.0,0.0
shop2 / search,2026-02-24,szklarnia 5 x 3,3,0,0.0,0.0,0.0
shop2 / search,2026-02-26,szklarnia 5 x 3,2,0,0.0,0.0,0.0
shop2 / search,2026-03-05,szklarnia 5 x 3,3,0,0.0,0.0,0.0
shop1 /search,2026-03-07,szklarnia 5 x 3,3,0,0.0,0.0,0.0
shop1 /search,2026-03-08,szklarnia 5 x 3,4,0,0.0,0.0,0.0
shop2 / search,2026-03-10,szklarnia 5 x 3,3,0,0.0,0.0,0.0
shop1 /search,2026-03-12,szklarnia 5 x 3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-12,szklarnia 5 x 3,2,0,0.0,0.0,0.0
shop1 /search,2026-04-15,szklarnia 5 x 3,12,0,0.0,0.0,0.0
shop1 /search,2026-04-20,szklarnia 5 x 3,1,0,0.0,0.0,0.0
shop1 /search,2026-04-22,szklarnia 5 x 3,5,0,0.0,0.0,0.0
shop2 / search,2026-05-11,szklarnia 5 x 3,1,0,0.0,0.0,0.0
shop1 /search,2026-05-25,szklarnia 5 x 3,1,0,0.0,0.0,0.0
shop1 /search,2026-05-26,szklarnia 5 x 3,4,1,0.96,0.0,0.0
shop_search,2026-09-02,szklarnia 5 x 3,4,0,0.0,0.0,0.0
shop_search,2026-09-19,szklarnia 5 x 3,3,0,0.0,0.0,0.0
shop1 /search,2026-02-05,szklarnia 50m2,1,0,0.0,0.0,0.0
shop2 / search,2026-02-16,szklarnia 50m2,2,0,0.0,0.0,0.0
shop1 /search,2026-03-10,szklarnia 50m2,6,0,0.0,0.0,0.0
shop1 /search,2026-03-11,szklarnia 50m2,2,0,0.0,0.0,0.0
shop1 /search,2026-03-19,szklarnia 50m2,6,0,0.0,0.0,0.0
shop1 /search,2026-04-16,szklarnia 50m2,1,0,0.0,0.0,0.0
shop1 /search,2026-05-14,szklarnia 50m2,11,0,0.0,0.0,0.0
shop_search,2026-09-10,szklarnia 50m2,1,0,0.0,0.0,0.0
shop_search,2026-09-13,szklarnia 50m2,2,0,0.0,0.0,0.0
shop1 /search,2026-01-12,szklarnia 5m,9,0,0.0,0.0,0.0
shop1 /search,2026-01-16,szklarnia 5m,4,0,0.0,0.0,0.0
shop1 /search,2026-02-05,szklarnia 5m,6,0,0.0,0.0,0.0
shop1 /search,2026-02-20,szklarnia 5m,3,0,0.0,0.0,0.0
shop1 /search,2026-03-17,szklarnia 5m,1,0,0.0,0.0,0.0
shop1 /search,2026-03-29,szklarnia 5m,3,0,0.0,0.0,0.0
shop1 /search,2026-03-30,szklarnia 5m,3,0,0.0,0.0,0.0
shop1 /search,2026-04-21,szklarnia 5m,1,0,0.0,0.0,0.0
shop1 /search,2026-05-04,szklarnia 5m,3,0,0.0,0.0,0.0
shop1 /search,2025-12-14,szklarnia 5x10,4,1,2.24,0.0,0.0
shop1 /search,2026-01-03,szklarnia 5x10,3,0,0.0,0.0,0.0
shop1 /search,2026-01-12,szklarnia 5x10,6,0,0.0,0.0,0.0
shop1 /search,2026-01-13,szklarnia 5x10,6,0,0.0,0.0,0.0
shop1 /search,2026-01-14,szklarnia 5x10,7,0,0.0,0.0,0.0
shop1 /search,2026-01-16,szklarnia 5x10,1,0,0.0,0.0,0.0
shop1 /search,2026-01-19,szklarnia 5x10,7,0,0.0,0.0,0.0
shop1 /search,2026-01-26,szklarnia 5x10,6,0,0.0,0.0,0.0
shop1 /search,2026-01-28,szklarnia 5x10,7,1,1.29,0.0,0.0
shop1 /search,2026-02-11,szklarnia 5x10,1,0,0.0,0.0,0.0
shop1 /search,2026-02-12,szklarnia 5x10,4,0,0.0,0.0,0.0
shop2 / search,2026-02-12,szklarnia 5x10,1,0,0.0,0.0,0.0
shop2 / search,2026-02-16,szklarnia 5x10,2,0,0.0,0.0,0.0
shop1 /search,2026-02-18,szklarnia 5x10,1,0,0.0,0.0,0.0
shop2 / search,2026-02-20,szklarnia 5x10,3,0,0.0,0.0,0.0
shop2 / search,2026-02-23,szklarnia 5x10,2,0,0.0,0.0,0.0
shop1 /search,2026-02-27,szklarnia 5x10,6,1,3.84,0.0,0.0
shop2 / search,2026-02-27,szklarnia 5x10,2,0,0.0,0.0,0.0
shop1 /search,2026-03-06,szklarnia 5x10,1,0,0.0,0.0,0.0
shop2 / search,2026-03-06,szklarnia 5x10,6,3,9.91,0.0,0.0
shop1 /search,2026-03-08,szklarnia 5x10,12,1,1.19,0.0,0.0
shop2 / search,2026-03-10,szklarnia 5x10,3,0,0.0,0.0,0.0
shop2 / search,2026-03-11,szklarnia 5x10,6,0,0.0,0.0,0.0
shop2 / search,2026-03-19,szklarnia 5x10,3,0,0.0,0.0,0.0
shop2 / search,2026-03-20,szklarnia 5x10,6,0,0.0,0.0,0.0
shop2 / search,2026-03-23,szklarnia 5x10,5,0,0.0,0.0,0.0
shop1 /search,2026-03-26,szklarnia 5x10,2,0,0.0,0.0,0.0
shop2 / search,2026-03-26,szklarnia 5x10,5,0,0.0,0.0,0.0
shop2 / search,2026-03-28,szklarnia 5x10,3,0,0.0,0.0,0.0
shop2 / search,2026-03-29,szklarnia 5x10,2,0,0.0,0.0,0.0
shop1 /search,2026-03-31,szklarnia 5x10,1,0,0.0,0.0,0.0
shop2 / search,2026-03-31,szklarnia 5x10,2,0,0.0,0.0,0.0
shop2 / search,2026-04-01,szklarnia 5x10,3,1,2.39,0.0,0.0
shop1 /search,2026-04-13,szklarnia 5x10,5,1,0.95,0.0,0.0
shop1 /search,2026-04-14,szklarnia 5x10,1,0,0.0,0.0,0.0
shop2 / search,2026-04-14,szklarnia 5x10,1,0,0.0,0.0,0.0
shop2 / search,2026-04-15,szklarnia 5x10,2,0,0.0,0.0,0.0
shop1 /search,2026-04-16,szklarnia 5x10,1,0,0.0,0.0,0.0
shop2 / search,2026-05-05,szklarnia 5x10,3,0,0.0,0.0,0.0
shop2 / search,2026-05-11,szklarnia 5x10,1,0,0.0,0.0,0.0
shop1 /search,2026-05-14,szklarnia 5x10,2,0,0.0,0.0,0.0
shop1 /search,2026-05-15,szklarnia 5x10,3,0,0.0,0.0,0.0
shop1 /search,2026-05-17,szklarnia 5x10,5,0,0.0,0.0,0.0
shop2 / search,2026-05-20,szklarnia 5x10,5,0,0.0,0.0,0.0
shop1 /search,2026-05-25,szklarnia 5x10,5,1,0.95,0.0,0.0
shop2 / search,2026-05-25,szklarnia 5x10,1,0,0.0,0.0,0.0
shop_search,2026-09-04,szklarnia 5x10,1,0,0.0,0.0,0.0
shop_search,2026-09-14,szklarnia 5x10,3,0,0.0,0.0,0.0
shop_search,2026-09-21,szklarnia 5x10,2,0,0.0,0.0,0.0
shop1 /search,2025-12-28,szklarnia 5x2,2,0,0.0,0.0,0.0
shop1 /search,2026-01-03,szklarnia 5x2,4,0,0.0,0.0,0.0
shop1 /search,2026-01-13,szklarnia 5x2,9,0,0.0,0.0,0.0
shop1 /search,2026-01-30,szklarnia 5x2,1,0,0.0,0.0,0.0
shop2 / search,2026-02-22,szklarnia 5x2,1,0,0.0,0.0,0.0
shop1 /search,2026-02-25,szklarnia 5x2,1,0,0.0,0.0,0.0
shop1 /search,2026-03-03,szklarnia 5x2,2,0,0.0,0.0,0.0
shop1 /search,2026-03-09,szklarnia 5x2,1,0,0.0,0.0,0.0
shop2 / search,2026-03-09,szklarnia 5x2,1,0,0.0,0.0,0.0
shop1 /search,2026-03-16,szklarnia 5x2,2,0,0.0,0.0,0.0
shop1 /search,2026-03-17,szklarnia 5x2,1,0,0.0,0.0,0.0
shop1 /search,2026-03-22,szklarnia 5x2,2,0,0.0,0.0,0.0
shop1 /search,2026-03-25,szklarnia 5x2,1,0,0.0,0.0,0.0
shop2 / search,2026-03-25,szklarnia 5x2,2,0,0.0,0.0,0.0
shop1 /search,2026-04-30,szklarnia 5x2,1,0,0.0,0.0,0.0
shop1 /search,2026-05-04,szklarnia 5x2,5,0,0.0,0.0,0.0
shop1 /search,2026-05-06,szklarnia 5x2,3,0,0.0,0.0,0.0
shop_search,2026-09-18,szklarnia 5x2,1,0,0.0,0.0,0.0
shop_search,2026-09-19,szklarnia 5x2,1,0,0.0,0.0,0.0
shop1 /search,2026-04-27,szklarnia 5x2 5,1,0,0.0,0.0,0.0
shop1 /search,2026-05-05,szklarnia 5x2 5,2,0,0.0,0.0,0.0
shop1 /search,2026-05-14,szklarnia 5x2 5,2,0,0.0,0.0,0.0
shop1 /search,2026-05-22,szklarnia 5x2 5,2,0,0.0,0.0,0.0
shop_search,2026-09-13,szklarnia 5x2 5,1,0,0.0,0.0,0.0
shop_search,2026-09-19,szklarnia 5x2 5,1,0,0.0,0.0,0.0
shop1 /search,2025-12-12,szklarnia 5x3,2,1,1.47,0.0,0.0
shop1 /search,2025-12-14,szklarnia 5x3,5,0,0.0,0.0,0.0
shop1 /search,2025-12-16,szklarnia 5x3,8,0,0.0,0.0,0.0
shop1 /search,2025-12-28,szklarnia 5x3,8,0,0.0,0.0,0.0
shop1 /search,2026-01-02,szklarnia 5x3,3,0,0.0,0.0,0.0
shop1 /search,2026-01-03,szklarnia 5x3,6,0,0.0,0.0,0.0
shop1 /search,2026-01-08,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-01-12,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-01-13,szklarnia 5x3,4,0,0.0,0.0,0.0
shop1 /search,2026-01-14,szklarnia 5x3,4,0,0.0,0.0,0.0
shop1 /search,2026-01-15,szklarnia 5x3,3,0,0.0,0.0,0.0
shop1 /search,2026-01-19,szklarnia 5x3,3,1,1.74,0.0,0.0
shop1 /search,2026-01-22,szklarnia 5x3,4,0,0.0,0.0,0.0
shop1 /search,2026-01-23,szklarnia 5x3,3,0,0.0,0.0,0.0
shop1 /search,2026-01-27,szklarnia 5x3,15,0,0.0,0.0,0.0
shop1 /search,2026-01-28,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-01-30,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-02-02,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-02-03,szklarnia 5x3,7,0,0.0,0.0,0.0
shop1 /search,2026-02-04,szklarnia 5x3,5,0,0.0,0.0,0.0
shop1 /search,2026-02-05,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-02-09,szklarnia 5x3,6,0,0.0,0.0,0.0
shop1 /search,2026-02-10,szklarnia 5x3,7,0,0.0,0.0,0.0
shop1 /search,2026-02-12,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-02-13,szklarnia 5x3,3,0,0.0,0.0,0.0
shop2 / search,2026-02-13,szklarnia 5x3,5,0,0.0,0.0,0.0
shop2 / search,2026-02-16,szklarnia 5x3,4,0,0.0,0.0,0.0
shop2 / search,2026-02-17,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-02-18,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-02-19,szklarnia 5x3,3,1,4.8,0.0,0.0
shop1 /search,2026-02-20,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-02-20,szklarnia 5x3,3,0,0.0,0.0,0.0
shop2 / search,2026-02-22,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-02-23,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-02-23,szklarnia 5x3,3,0,0.0,0.0,0.0
shop1 /search,2026-02-24,szklarnia 5x3,4,0,0.0,0.0,0.0
shop2 / search,2026-02-24,szklarnia 5x3,4,0,0.0,0.0,0.0
shop1 /search,2026-02-25,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-02-25,szklarnia 5x3,3,0,0.0,0.0,0.0
shop1 /search,2026-02-26,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-02-26,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-02-27,szklarnia 5x3,4,0,0.0,0.0,0.0
shop1 /search,2026-02-28,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-02-28,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-02,szklarnia 5x3,5,1,3.7,0.0,0.0
shop1 /search,2026-03-03,szklarnia 5x3,10,0,0.0,0.0,0.0
shop2 / search,2026-03-03,szklarnia 5x3,5,0,0.0,0.0,0.0
shop1 /search,2026-03-04,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-03-05,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-05,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-03-06,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-06,szklarnia 5x3,4,0,0.0,0.0,0.0
shop1 /search,2026-03-07,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-03-07,szklarnia 5x3,5,1,3.11,0.0,0.0
shop1 /search,2026-03-08,szklarnia 5x3,6,0,0.0,0.0,0.0
shop2 / search,2026-03-08,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-03-10,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-10,szklarnia 5x3,3,3,7.53,0.0,0.0
shop1 /search,2026-03-11,szklarnia 5x3,4,0,0.0,0.0,0.0
shop2 / search,2026-03-11,szklarnia 5x3,12,0,0.0,0.0,0.0
shop2 / search,2026-03-12,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-13,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-16,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-03-17,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-18,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-19,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-03-20,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-20,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-03-23,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-03-23,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-03-24,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-03-24,szklarnia 5x3,5,0,0.0,0.0,0.0
shop1 /search,2026-03-25,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-25,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-03-26,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-03-26,szklarnia 5x3,7,0,0.0,0.0,0.0
shop1 /search,2026-03-27,szklarnia 5x3,5,0,0.0,0.0,0.0
shop2 / search,2026-03-27,szklarnia 5x3,8,0,0.0,0.0,0.0
shop1 /search,2026-03-30,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-03-30,szklarnia 5x3,5,0,0.0,0.0,0.0
shop1 /search,2026-03-31,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-03-31,szklarnia 5x3,6,0,0.0,0.0,0.0
shop1 /search,2026-04-01,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-04-01,szklarnia 5x3,4,0,0.0,0.0,0.0
shop1 /search,2026-04-02,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-04-02,szklarnia 5x3,4,0,0.0,0.0,0.0
shop2 / search,2026-04-03,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-04-07,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-04-13,szklarnia 5x3,4,0,0.0,0.0,0.0
shop2 / search,2026-04-13,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-04-14,szklarnia 5x3,7,0,0.0,0.0,0.0
shop1 /search,2026-04-15,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-04-16,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-04-16,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-04-17,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-04-18,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-04-20,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-04-21,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-04-27,szklarnia 5x3,2,0,0.0,0.0,0.0
shop1 /search,2026-04-28,szklarnia 5x3,5,1,1.58,0.0,0.0
shop1 /search,2026-04-29,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-04-29,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-04-30,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-05-05,szklarnia 5x3,3,0,0.0,0.0,0.0
shop2 / search,2026-05-05,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-05-06,szklarnia 5x3,6,0,0.0,0.0,0.0
shop2 / search,2026-05-06,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-05-07,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-05-08,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-05-11,szklarnia 5x3,5,1,1.67,0.0,0.0
shop2 / search,2026-05-12,szklarnia 5x3,3,0,0.0,0.0,0.0
shop1 /search,2026-05-13,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-05-13,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-05-14,szklarnia 5x3,7,0,0.0,0.0,0.0
shop2 / search,2026-05-14,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-05-15,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-05-15,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-05-16,szklarnia 5x3,4,0,0.0,0.0,0.0
shop1 /search,2026-05-17,szklarnia 5x3,9,0,0.0,0.0,0.0
shop2 / search,2026-05-17,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-05-18,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-05-18,szklarnia 5x3,2,0,0.0,0.0,0.0
shop2 / search,2026-05-19,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-05-20,szklarnia 5x3,4,0,0.0,0.0,0.0
shop2 / search,2026-05-21,szklarnia 5x3,1,0,0.0,0.0,0.0
shop1 /search,2026-05-22,szklarnia 5x3,1,0,0.0,0.0,0.0
shop2 / search,2026-05-22,szklarnia 5x3,3,0,0.0,0.0,0.0
shop1 /search,2026-05-24,szklarnia 5x3,5,0,0.0,0.0,0.0
shop1 /search,2026-05-25,szklarnia 5x3,6,0,0.0,0.0,0.0
shop1 /search,2026-05-26,szklarnia 5x3,1,0,0.0,0.0,0.0
shop_search,2026-09-02,szklarnia 5x3,1,0,0.0,0.0,0.0
shop_search,2026-09-05,szklarnia 5x3,1,0,0.0,0.0,0.0
shop_search,2026-09-10,szklarnia 5x3,4,0,0.0,0.0,0.0
shop_search,2026-09-15,szklarnia 5x3,1,0,0.0,0.0,0.0
shop_search,2026-09-16,szklarnia 5x3,1,0,0.0,0.0,0.0
shop_search,2026-09-17,szklarnia 5x3,7,0,0.0,0.0,0.0
shop_search,2026-09-18,szklarnia 5x3,4,0,0.0,0.0,0.0
shop1 /search,2026-02-10,szklarnia 5x4,3,0,0.0,0.0,0.0
shop2 / search,2026-02-18,szklarnia 5x4,4,0,0.0,0.0,0.0
shop1 /search,2026-03-05,szklarnia 5x4,1,0,0.0,0.0,0.0
shop2 / search,2026-03-05,szklarnia 5x4,3,0,0.0,0.0,0.0
shop1 /search,2026-03-09,szklarnia 5x4,2,0,0.0,0.0,0.0
shop2 / search,2026-03-09,szklarnia 5x4,5,0,0.0,0.0,0.0
shop1 /search,2026-03-11,szklarnia 5x4,1,0,0.0,0.0,0.0
shop2 / search,2026-03-11,szklarnia 5x4,4,0,0.0,0.0,0.0
shop1 /search,2026-03-16,szklarnia 5x4,4,0,0.0,0.0,0.0
shop2 / search,2026-03-16,szklarnia 5x4,6,0,0.0,0.0,0.0
shop1 /search,2026-03-19,szklarnia 5x4,1,1,1.85,0.0,0.0
shop2 / search,2026-03-19,szklarnia 5x4,3,0,0.0,0.0,0.0
shop2 / search,2026-03-23,szklarnia 5x4,3,0,0.0,0.0,0.0
shop1 /search,2026-03-27,szklarnia 5x4,5,0,0.0,0.0,0.0
shop2 / search,2026-03-27,szklarnia 5x4,9,1,3.06,0.0,0.0
shop2 / search,2026-03-28,szklarnia 5x4,3,0,0.0,0.0,0.0
shop1 /search,2026-04-16,szklarnia 5x4,1,0,0.0,0.0,0.0
shop1 /search,2026-04-17,szklarnia 5x4,1,0,0.0,0.0,0.0
shop1 /search,2026-04-24,szklarnia 5x4,2,0,0.0,0.0,0.0
shop1 /search,2026-04-27,szklarnia 5x4,2,0,0.0,0.0,0.0
shop2 / search,2026-04-27,szklarnia 5x4,1,0,0.0,0.0,0.0
shop2 / search,2026-05-07,szklarnia 5x4,1,0,0.0,0.0,0.0
shop2 / search,2026-05-11,szklarnia 5x4,3,0,0.0,0.0,0.0
shop2 / search,2026-05-12,szklarnia 5x4,2,0,0.0,0.0,0.0
shop2 / search,2026-05-16,szklarnia 5x4,1,0,0.0,0.0,0.0
shop2 / search,2026-05-20,szklarnia 5x4,7,0,0.0,0.0,0.0
shop1 /search,2026-05-22,szklarnia 5x4,3,0,0.0,0.0,0.0
shop2 / search,2026-05-23,szklarnia 5x4,1,0,0.0,0.0,0.0
shop1 /search,2026-05-24,szklarnia 5x4,3,0,0.0,0.0,0.0
shop_search,2026-09-04,szklarnia 5x4,8,0,0.0,0.0,0.0
shop_search,2026-09-07,szklarnia 5x4,1,0,0.0,0.0,0.0
shop_search,2026-09-11,szklarnia 5x4,1,0,0.0,0.0,0.0
shop1 /search,2026-01-15,szklarnia 5x5,5,1,1.83,0.0,0.0
shop1 /search,2026-01-16,szklarnia 5x5,4,1,1.97,0.0,0.0
shop1 /search,2026-01-20,szklarnia 5x5,6,1,1.45,0.0,0.0
shop1 /search,2026-02-02,szklarnia 5x5,2,0,0.0,0.0,0.0
shop1 /search,2026-02-03,szklarnia 5x5,11,0,0.0,0.0,0.0
shop2 / search,2026-02-13,szklarnia 5x5,4,0,0.0,0.0,0.0
shop2 / search,2026-02-19,szklarnia 5x5,3,0,0.0,0.0,0.0
shop2 / search,2026-02-20,szklarnia 5x5,10,0,0.0,0.0,0.0
shop2 / search,2026-02-27,szklarnia 5x5,2,0,0.0,0.0,0.0
shop2 / search,2026-03-03,szklarnia 5x5,3,0,0.0,0.0,0.0
shop2 / search,2026-03-04,szklarnia 5x5,3,0,0.0,0.0,0.0
shop2 / search,2026-03-06,szklarnia 5x5,2,0,0.0,0.0,0.0
shop1 /search,2026-03-08,szklarnia 5x5,3,0,0.0,0.0,0.0
shop1 /search,2026-03-11,szklarnia 5x5,1,0,0.0,0.0,0.0
shop2 / search,2026-03-11,szklarnia 5x5,3,0,0.0,0.0,0.0
shop2 / search,2026-03-17,szklarnia 5x5,2,0,0.0,0.0,0.0
shop2 / search,2026-03-18,szklarnia 5x5,1,0,0.0,0.0,0.0
shop2 / search,2026-03-23,szklarnia 5x5,3,1,3.29,0.0,0.0
shop2 / search,2026-03-24,szklarnia 5x5,3,0,0.0,0.0,0.0
shop2 / search,2026-03-25,szklarnia 5x5,3,0,0.0,0.0,0.0
shop1 /search,2026-03-27,szklarnia 5x5,2,0,0.0,0.0,0.0
shop2 / search,2026-03-27,szklarnia 5x5,6,0,0.0,0.0,0.0
shop1 /search,2026-03-30,szklarnia 5x5,2,0,0.0,0.0,0.0
shop2 / search,2026-03-30,szklarnia 5x5,6,0,0.0,0.0,0.0
shop2 / search,2026-04-14,szklarnia 5x5,1,0,0.0,0.0,0.0
shop1 /search,2026-04-15,szklarnia 5x5,2,0,0.0,0.0,0.0
shop1 /search,2026-04-17,szklarnia 5x5,2,0,0.0,0.0,0.0
shop1 /search,2026-04-18,szklarnia 5x5,4,0,0.0,0.0,0.0
shop1 /search,2026-04-27,szklarnia 5x5,5,0,0.0,0.0,0.0
shop2 / search,2026-04-27,szklarnia 5x5,1,0,0.0,0.0,0.0
shop1 /search,2026-05-05,szklarnia 5x5,3,0,0.0,0.0,0.0
shop2 / search,2026-05-05,szklarnia 5x5,2,0,0.0,0.0,0.0
shop2 / search,2026-05-12,szklarnia 5x5,1,0,0.0,0.0,0.0
shop1 /search,2026-05-15,szklarnia 5x5,4,0,0.0,0.0,0.0
shop2 / search,2026-05-15,szklarnia 5x5,3,0,0.0,0.0,0.0
shop2 / search,2026-05-17,szklarnia 5x5,1,0,0.0,0.0,0.0
