Дата визита,UTM Campaign,Пол,Возраст,Визиты
2023-06-18,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,15
2025-06-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-06-30,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,25‑34 года,1
2025-07-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,10
2025-07-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,9
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,9
2025-07-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,7
2025-07-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,6
2025-07-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,6
2025-08-21,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,6
2025-07-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,5
2025-07-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,4
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,4
2025-07-05,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,Не определено,3
2025-07-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,3
2025-07-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,3
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,25‑34 года,3
2025-07-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,3
2025-08-20,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,3
2025-08-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,3
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,45-54 года,3
2025-09-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,3
2025-09-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,3
2025-09-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,3
2025-09-16,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,3
2025-07-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,2
2025-07-09,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-07-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,2
2025-07-12,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,2
2025-07-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-07-16,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Не определено,Не определено,2
2025-07-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Не определено,Не определено,2
2025-07-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,25‑34 года,2
2025-07-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,2
2025-07-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,2
2025-07-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,2
2025-08-08,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-08-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-08-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,2
2025-08-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,2
2025-08-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,2
2025-08-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,2
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,Не определено,2
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,2
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,2
2025-08-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,45-54 года,2
2025-08-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,2
2025-08-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,2
2025-08-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-09-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Не определено,Не определено,2
2025-09-03,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-09-03,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,2
2025-09-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,25‑34 года,2
2025-09-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,2
2025-09-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,2
2025-09-08,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-09-13,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,2
2025-09-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-07-01,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-01,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,18‑24 года,1
2025-07-01,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,25‑34 года,1
2025-07-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,1
2025-07-02,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-07-02,Статья: Цифры и факты / Интересы: франшиза (копия),мужской,35‑44 года,1
2025-07-03,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-03,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,1
2025-07-03,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,25‑34 года,1
2025-07-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,1
2025-07-04,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-05,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,1
2025-07-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,мужской,25‑34 года,1
2025-07-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,1
2025-07-06,Статья: Цифры и факты / Интересы: франшиза (копия),Не определено,Не определено,1
2025-07-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,1
2025-07-07,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-07-07,Статья: Цифры и факты / Интересы: франшиза (копия),Не определено,Не определено,1
2025-07-08,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,1
2025-07-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-07-09,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,25‑34 года,1
2025-07-09,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,1
2025-07-09,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,младше 18 лет,1
2025-07-10,Статья: Цифры и факты / Интересы: франшиза (копия),мужской,25‑34 года,1
2025-07-10,Статья: Цифры и факты / Интересы: франшиза (копия),мужской,35‑44 года,1
2025-07-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,35‑44 года,1
2025-07-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-11,Статья: Цифры и факты / Интересы: франшиза (копия),мужской,25‑34 года,1
2025-07-12,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,18‑24 года,1
2025-07-14,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-15,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-15,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-16,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-17,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-17,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-07-18,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-18,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-07-20,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-21,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-21,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,25‑34 года,1
2025-07-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,Не определено,1
2025-07-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,1
2025-07-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,1
2025-07-23,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-23,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,1
2025-07-23,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,25‑34 года,1
2025-07-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,1
2025-07-24,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,мужской,45-54 года,1
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,Не определено,1
2025-07-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,1
2025-07-25,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,Не определено,Не определено,1
2025-07-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,1
2025-07-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-28,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Не определено,25‑34 года,1
2025-07-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,мужской,35‑44 года,1
2025-07-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,1
2025-07-30,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-07-30,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-07-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Не определено,25‑34 года,1
2025-07-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,1
2025-07-31,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,25‑34 года,1
2025-07-31,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-08-01,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-08-03,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,1
2025-08-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,1
2025-08-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-04,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-08-05,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,мужской,35‑44 года,1
2025-08-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-08-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-06,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-08-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-07,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-08-08,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-08-09,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,1
2025-08-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Не определено,Не определено,1
2025-08-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-08-11,Статья: Цифры и факты / Интересы: франшиза (копия),мужской,35‑44 года,1
2025-08-12,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-13,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-15,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-18,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,1
2025-08-18,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-19,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Не определено,Не определено,1
2025-08-19,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-20,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Не определено,Не определено,1
2025-08-20,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-08-21,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,1
2025-08-21,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,1
2025-08-21,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-21,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-08-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,45-54 года,1
2025-08-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Не определено,Не определено,1
2025-08-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,25‑34 года,1
2025-08-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-23,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,1
2025-08-23,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,45-54 года,1
2025-08-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,25‑34 года,1
2025-08-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,1
2025-08-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,45-54 года,1
2025-08-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,Не определено,Не определено,1
2025-08-27,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-08-27,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-08-29,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-01,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-01,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,1
2025-09-01,Статья: Цифры и факты / Интересы: франшиза (копия),мужской,45-54 года,1
2025-09-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,35‑44 года,1
2025-09-02,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,1
2025-09-02,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-09-03,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,1
2025-09-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,25‑34 года,1
2025-09-04,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,55 лет и старше,1
2025-09-05,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,25‑34 года,1
2025-09-09,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-11,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,1
2025-09-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-09-13,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,1
2025-09-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,35‑44 года,1
2025-09-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,Не определено,Не определено,1
2025-09-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,1
2025-09-15,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-15,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-09-16,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-09-17,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-20,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,35‑44 года,1
2025-09-22,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-23,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-23,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-09-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-24,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-09-25,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-25,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-09-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,женский,18‑24 года,1
2025-09-26,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-09-28,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / 2507,женский,45-54 года,1
2025-09-29,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,1
2025-09-29,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-09-30,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2025-11-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,5
2025-11-19,Промостатья: Моя история 1 / Ж25-54 / интерес_открытие бизнеса/ рся / #franchise / 2511-1,женский,45-54 года,5
2025-10-02,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,3
2025-10-24,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / рся / 2510-1,женский,45-54 года,3
2025-10-29,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / рся / 2510-1,женский,45-54 года,3
2025-11-19,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,мужской,45-54 года,3
2025-11-20,Промостатья: Моя история 1 / Ж25-54 / интерес_открытие бизнеса/ рся / #franchise / 2511-1,женский,35‑44 года,3
2025-11-26,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,женский,35‑44 года,3
2025-12-22,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,3
2025-12-23,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,3
2025-12-25,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,3
2025-10-03,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-10-03,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2025-10-06,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса /2507-1 ,женский,25‑34 года,2
2025-10-06,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2025-10-07,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2025-10-09,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-10-10,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-10-14,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-10-15,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-10-17,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза,Не определено,Не определено,2
2025-10-27,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2025-10-29,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2025-11-07,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_франшиза / рся / 2510-1,женский,45-54 года,2
2025-11-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2025-11-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,35‑44 года,2
2025-11-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,2
2025-11-18,Промостатья: Моя история 1 / Ж25-54 / интерес_открытие бизнеса/ рся / #franchise / 2511-1,женский,25‑34 года,2
2025-11-19,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,женский,45-54 года,2
2025-11-19,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,мужской,35‑44 года,2
2025-11-20,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,мужской,35‑44 года,2
