Дата визита,Источник трафика (детально),UTM Source,UTM Campaign,UTM Content,Визиты
2026-05-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-05-31,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-06-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-06-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,3
2026-06-05,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,3
2026-06-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-06-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-06-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-06-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-06-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,3
2026-04-16,Не определено,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,2
2026-04-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,2
2026-05-08,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-05-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-05-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-05-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-06-05,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-06-06,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-06-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-06-08,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-06-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-06-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-06-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-06-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-06-14,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-06-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-04-06,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-15,Не определено,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-04-17,Не определено,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-04-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-04-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-22,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-04-25,Яндекс: Директ,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,1
2026-04-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-04-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-27,Яндекс: Директ,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-04-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-04-28,Яндекс.Директ: Не определено,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-29,Не определено,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-04-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-04-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-05-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-05-06,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-05-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-05-10,Яндекс: Директ,yandex.promopages,Промостатья: Моя история 1 / Цена перехода / Ж25-54 / интерес_открытие бизнеса,История успеха: мой путь от работницы к предпринимателю_67e2d1fb02adb863df447f39,1
2026-05-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-05-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2026-05-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-05-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-05-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-05-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-05-29,Яндекс: Директ,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-06-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-06-03,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-06-04,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-06-06,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-06-08,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-06-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-06-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-06-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-06-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-06-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-06-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-06-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-06-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-06-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-07-19,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,33
2026-07-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,29
2026-07-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,19
2026-07-04,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,12
2026-07-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,10
2026-07-03,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,10
2026-07-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,10
2026-07-14,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,10
2026-07-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,9
2026-07-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,9
2026-07-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,9
2026-07-08,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,8
2026-07-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,8
2026-07-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,7
2026-07-15,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,7
2026-07-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,6
2026-07-05,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,5
2026-07-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,5
2026-07-22,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,5
2026-07-22,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,5
2026-07-06,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,4
2026-07-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,4
2026-07-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,4
2026-07-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,4
2026-07-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,4
2026-08-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,4
2026-08-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,4
2026-08-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,4
2026-07-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-07-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,3
2026-07-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-07-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-07-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-07-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-07-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,3
2026-07-22,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-07-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-07-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-07-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,3
2026-08-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,3
2026-08-19,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,3
2026-07-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,2
2026-07-03,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,2
2026-07-04,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-07-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,2
2026-07-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-07-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-07-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,2
2026-07-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-07-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-07-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-07-31,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,2
2026-08-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-08-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,2
2026-08-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,2
2026-07-01,Яндекс: Директ,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-07-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-07-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,1
2026-07-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-07-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / поиск / #dzen / 2607-1,history,1
2026-07-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-07-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,1
2026-07-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / поиск / #dzen / 2607-1,history,1
2026-07-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-07-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,1
2026-07-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-08-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / поиск / #dzen / 2607-1,history,1
2026-08-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,market,1
2026-08-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-08-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-08-04,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-08-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-08-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-08-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-08-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / поиск / #dzen / 2607-1,history,1
2026-08-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,1
2026-08-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-08-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-08-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
2026-08-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,1
2026-08-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / поиск / #dzen / 2607-1,history,1
2026-08-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,1
